Index,Zip Code,Students Standard Exceeded_math2022,Students Standard Met_math2022,Students Standard Met and Above_math2022,Students Standard Nearly Met_math2022,Students Standard Not Met_math2022,Students with Scores_math2022,Percentage Standard Exceeded_math2022,Percentage Standard Met_math2022,Percentage Standard Met and Above_math2022,Percentage Standard Nearly Met_math2022,Percentage Standard Not Met_math2022,Median Mortgage
263,91762,417,763,1180,1398,2595,5173,8.06108641,14.74966171,22.81074812,27.02493717,50.16431471,437700
264,91763,423,695,1118,1213,1784,4115,10.27946537,16.88942892,27.16889429,29.47752126,43.35358445,423700
265,91764,379,673,1052,1100,2135,4287,8.840681129,15.69862375,24.53930488,25.65896898,49.80172615,415600
266,91765,1722,992,2714,782,799,4295,40.09313155,23.09662398,63.18975553,18.20721769,18.60302678,709800
267,91766,323,619,942,1194,2555,4691,6.885525474,13.19548071,20.08100618,25.4529951,54.46599872,452700
268,91767,165,371,536,887,2116,3539,4.662333993,10.48318734,15.14552133,25.06357728,59.79090138,449500
269,91768,134,295,429,567,1162,2158,6.209453197,13.67006487,19.87951807,26.27432808,53.84615385,427500
270,91770,1197,811,2008,904,1234,4146,28.87120116,19.56102267,48.43222383,21.80414858,29.76362759,601300
271,91773,1057,932,1989,1040,831,3860,27.38341969,24.14507772,51.52849741,26.94300518,21.52849741,625400
272,91775,310,244,554,181,140,875,35.42857143,27.88571429,63.31428571,20.68571429,16,861400
273,91776,608,514,1122,588,809,2519,24.13656213,20.40492259,44.54148472,23.34259627,32.11591902,698900
274,91780,1016,587,1603,491,503,2597,39.12206392,22.60300347,61.72506739,18.9064305,19.36850212,766200
275,91784,396,388,784,396,294,1474,26.86567164,26.3229308,53.18860244,26.86567164,19.94572592,666800
276,91786,340,564,904,896,1360,3160,10.75949367,17.84810127,28.60759494,28.35443038,43.03797468,483400
277,91789,2064,1165,3229,1013,811,5053,40.84702157,23.05561053,63.9026321,20.04749654,16.04987136,790500
278,91790,579,625,1204,870,1283,3357,17.24754245,18.61781352,35.86535597,25.91599643,38.2186476,594000
279,91791,473,447,920,610,946,2476,19.10339257,18.05331179,37.15670436,24.6365105,38.20678514,647400
280,91792,96,167,263,340,632,1235,7.773279352,13.52226721,21.29554656,27.53036437,51.17408907,557100
281,91801,860,676,1536,717,1028,3281,26.21152088,20.60347455,46.81499543,21.85309357,31.331911,662100
282,91803,315,314,629,390,452,1471,21.41400408,21.34602311,42.76002719,26.51257648,30.72739633,643900
283,91901,119,231,350,313,404,1067,11.15276476,21.64948454,32.8022493,29.33458294,37.86316776,644200
284,91902,151,149,300,238,229,767,19.68709257,19.42633638,39.11342894,31.02998696,29.85658409,732000
285,91905,2,18,20,27,44,91,2.197802198,19.78021978,21.97802198,29.67032967,48.35164835,280400
286,91906,8,26,34,86,184,304,2.631578947,8.552631579,11.18421053,28.28947368,60.52631579,282800
287,91910,1312,1716,3028,2554,3558,9140,14.35448578,18.77461707,33.12910284,27.94310722,38.92778993,549100
288,91911,495,875,1370,1627,3216,6213,7.96716562,14.08337357,22.05053919,26.1870272,51.76243361,485300
289,91913,1133,1161,2294,1285,1306,4885,23.19344933,23.76663255,46.96008188,26.30501535,26.73490276,578600
290,91914,705,729,1434,735,704,2873,24.53880961,25.37417334,49.91298294,25.58301427,24.50400278,739300
291,91915,699,932,1631,959,866,3456,20.22569444,26.96759259,47.19328704,27.74884259,25.05787037,604600
292,91916,17,26,43,38,40,121,14.04958678,21.48760331,35.53719008,31.40495868,33.05785124,479600
293,91932,59,222,281,444,984,1709,3.452311293,12.99005266,16.44236396,25.98010532,57.57753072,639200
294,91935,30,70,100,113,221,434,6.912442396,16.12903226,23.04147465,26.03686636,50.92165899,681300
295,91941,484,633,1117,790,842,2749,17.60640233,23.02655511,40.63295744,28.73772281,30.62931975,684900
296,91942,499,508,1007,643,782,2432,20.51809211,20.88815789,41.40625,26.43914474,32.15460526,578600
297,91945,102,239,341,468,847,1656,6.15942029,14.43236715,20.59178744,28.26086957,51.147343,478800
298,91950,323,676,999,1447,2706,5152,6.269409938,13.12111801,19.39052795,28.08618012,52.52329193,450700
299,91962,17,34,51,92,192,335,5.074626866,10.14925373,15.2238806,27.46268657,57.31343284,433300
300,91963,4,25,29,44,134,207,1.93236715,12.07729469,14.00966184,21.25603865,64.73429952,350000
301,91977,469,625,1094,997,1772,3863,12.14082319,16.17913539,28.31995858,25.80895677,45.87108465,493000
302,91978,66,131,197,211,228,636,10.37735849,20.59748428,30.97484277,33.17610063,35.8490566,454100
303,92003,171,205,376,231,301,908,18.83259912,22.57709251,41.40969163,25.44052863,33.14977974,720300
304,92004,7,17,24,45,131,200,3.5,8.5,12,22.5,65.5,320600
305,92007,158,104,262,70,35,367,43.05177112,28.33787466,71.38964578,19.07356948,9.536784741,1304000
306,92008,944,851,1795,895,720,3410,27.68328446,24.95601173,52.63929619,26.24633431,21.1143695,881300
307,92009,1458,880,2338,586,256,3180,45.8490566,27.67295597,73.52201258,18.42767296,8.050314465,964200
308,92010,88,80,168,78,52,298,29.53020134,26.84563758,56.37583893,26.17449664,17.44966443,776000
309,92011,421,227,648,167,134,949,44.36248683,23.9199157,68.28240253,17.59747102,14.12012645,924700
310,92014,208,98,306,40,13,359,57.93871866,27.29805014,85.2367688,11.14206128,3.621169916,1827000
311,92019,606,916,1522,1325,2247,5094,11.89634865,17.98193954,29.87828818,26.01099333,44.11071849,576700
312,92020,739,885,1624,1423,2466,5513,13.40467985,16.05296572,29.45764557,25.81171776,44.73063668,576200
313,92021,274,452,726,859,1995,3580,7.653631285,12.62569832,20.27932961,23.99441341,55.72625698,469100
314,92024,1286,974,2260,828,722,3810,33.75328084,25.56430446,59.3175853,21.73228346,18.95013123,1063400
315,92025,709,905,1614,1218,1901,4733,14.97992816,19.12106486,34.10099303,25.73420663,40.16480034,558600
316,92026,375,645,1020,989,1986,3995,9.386733417,16.14518148,25.53191489,24.75594493,49.71214018,539900
317,92027,580,886,1466,1288,2136,4890,11.8609407,18.11860941,29.9795501,26.3394683,43.6809816,493300
318,92028,283,487,770,861,1256,2887,9.802563214,16.86872186,26.67128507,29.82334603,43.5053689,627900
319,92029,118,146,264,178,213,655,18.01526718,22.29007634,40.30534351,27.17557252,32.51908397,690900
320,92036,43,90,133,157,448,738,5.826558266,12.19512195,18.02168022,21.27371274,60.70460705,425900
321,92037,752,360,1112,272,185,1569,47.92861695,22.94455067,70.87316762,17.33588273,11.79094965,1614900
322,92040,371,636,1007,951,1241,3199,11.59737418,19.88121288,31.47858706,29.72804001,38.79337293,540200
323,92054,202,318,520,562,1045,2127,9.496944053,14.9506347,24.44757875,26.42219088,49.13023037,648800
324,92056,534,748,1282,1087,1368,3737,14.28953706,20.01605566,34.30559272,29.08750334,36.60690393,583700
325,92057,794,1076,1870,1542,2120,5532,14.35285611,19.45046999,33.8033261,27.87418655,38.32248735,530600
326,92058,282,489,771,752,913,2436,11.57635468,20.07389163,31.65024631,30.87027915,37.47947455,510400
327,92059,3,7,10,13,26,49,6.12244898,14.28571429,20.40816327,26.53061224,53.06122449,234200
328,92061,3,7,10,40,69,119,2.521008403,5.882352941,8.403361345,33.61344538,57.98319328,611500
329,92064,1959,2038,3997,2369,2550,8916,21.9717362,22.85778376,44.82951996,26.57021086,28.60026918,767500
330,92065,290,536,826,761,1014,2601,11.14955786,20.60745867,31.75701653,29.2579777,38.98500577,593100
331,92067,329,169,498,83,37,618,53.23624595,27.34627832,80.58252427,13.43042071,5.987055016,2000000
332,92069,814,993,1807,1206,1634,4647,17.51667743,21.36862492,38.88530235,25.95222724,35.16247041,569500
333,92070,4,9,13,4,3,20,20,45,65,20,15,335700
334,92071,923,1016,1939,1098,1122,4159,22.19283482,24.42894927,46.62178408,26.40057706,26.97763886,524100
335,92075,465,229,694,151,114,959,48.48800834,23.87904067,72.36704901,15.7455683,11.88738269,1442900
336,92078,1250,1210,2460,1333,1461,5254,23.79139703,23.03007233,46.82146936,25.37114579,27.80738485,665300
337,92081,110,147,257,182,230,669,16.44245142,21.97309417,38.41554559,27.20478326,34.37967115,599400
338,92082,82,180,262,397,1007,1666,4.921968788,10.80432173,15.72629052,23.82953181,60.44417767,620700
339,92083,523,744,1267,1126,1742,4135,12.64812576,17.99274486,30.64087062,27.23095526,42.12817412,467600
340,92084,297,404,701,739,1665,3105,9.565217391,13.01127214,22.57648953,23.80032206,53.62318841,600600
341,92086,4,13,17,26,67,110,3.636363636,11.81818182,15.45454545,23.63636364,60.90909091,265800
342,92101,50,139,189,225,540,954,5.241090147,14.57023061,19.81132075,23.58490566,56.60377358,626000
343,92102,367,616,983,1082,2058,4123,8.901285472,14.94057725,23.84186272,26.24302692,49.91511036,477100
344,92103,437,324,761,397,504,1662,26.29362214,19.49458484,45.78820698,23.88688327,30.32490975,835300
345,92104,161,157,318,141,120,579,27.80656304,27.11571675,54.92227979,24.35233161,20.7253886,679300
346,92105,235,479,714,986,2161,3861,6.086506087,12.40611241,18.49261849,25.53742554,55.96995597,459200
347,92106,355,460,815,728,865,2408,14.74252492,19.10299003,33.84551495,30.23255814,35.92192691,1070000
348,92107,374,243,617,218,203,1038,36.03082852,23.41040462,59.44123314,21.00192678,19.55684008,982300
349,92108,10,15,25,30,58,113,8.849557522,13.27433628,22.12389381,26.54867257,51.32743363,469300
350,92109,501,368,869,306,320,1495,33.51170569,24.61538462,58.1270903,20.46822742,21.40468227,962000
351,92110,385,373,758,379,411,1548,24.87080103,24.09560724,48.96640827,24.48320413,26.5503876,688800
352,92111,493,545,1038,747,1330,3115,15.82664526,17.49598716,33.32263242,23.98073836,42.69662921,604600
353,92113,106,315,421,777,2298,3496,3.032036613,9.010297483,12.0423341,22.22540046,65.73226545,406600
354,92114,421,681,1102,1094,1818,4014,10.48829098,16.96562033,27.45391131,27.25460887,45.29147982,461500
355,92115,321,543,864,905,1784,3553,9.034618632,15.28285956,24.31747819,25.47143259,50.21108922,580800
356,92116,129,158,287,202,255,744,17.33870968,21.23655914,38.57526882,27.15053763,34.27419355,690400
357,92117,432,515,947,720,1190,2857,15.12075604,18.0259013,33.14665733,25.20126006,41.6520826,690000
358,92118,499,416,915,307,188,1410,35.39007092,29.5035461,64.89361702,21.77304965,13.33333333,1656900
359,92119,434,396,830,375,276,1481,29.30452397,26.73869007,56.04321404,25.32072924,18.63605672,632500
360,92120,821,657,1478,667,647,2792,29.40544413,23.53151862,52.93696275,23.88968481,23.17335244,654100
361,92121,38,79,117,184,362,663,5.731523379,11.91553544,17.64705882,27.75263952,54.60030166,821100
362,92122,746,375,1121,364,452,1937,38.51316469,19.3598348,57.87299948,18.79194631,23.33505421,780000
363,92123,343,352,695,422,554,1671,20.52663076,21.0652304,41.59186116,25.25433872,33.15380012,600900
364,92124,482,575,1057,635,740,2432,19.81907895,23.64309211,43.46217105,26.11019737,30.42763158,704400
365,92126,1117,793,1910,866,901,3677,30.37802556,21.56649442,51.94451999,23.55180854,24.50367147,599500
366,92127,2590,1245,3835,813,445,5093,50.85411349,24.4453171,75.29943059,15.96308659,8.73748282,914200
367,92128,1198,751,1949,690,477,3116,38.44672657,24.10141207,62.54813864,22.14377407,15.30808729,681900
368,92129,2171,1157,3328,865,596,4789,45.33305492,24.15953226,69.49258718,18.06222593,12.44518689,815300
369,92130,3532,1154,4686,755,474,5915,59.7125951,19.50972105,79.22231615,12.76415892,8.013524937,1189300
370,92131,1651,710,2361,474,278,3113,53.03565692,22.80758111,75.84323803,15.22646964,8.930292323,885500
371,92139,246,382,628,649,925,2202,11.17166213,17.34786558,28.5195277,29.47320618,42.00726612,466100
372,92154,505,1004,1509,1835,3677,7021,7.192707592,14.29995727,21.49266486,26.13587808,52.37145706,477900
373,92173,114,234,348,521,1258,2127,5.359661495,11.00141044,16.36107193,24.49459332,59.14433474,388700
374,92201,355,742,1097,1463,3403,5963,5.953379172,12.44340097,18.39678014,24.53463022,57.06858964,272400
375,92203,116,224,340,387,810,1537,7.547169811,14.57384515,22.12101496,25.17891997,52.70006506,368900
376,92210,75,70,145,84,62,291,25.77319588,24.05498282,49.82817869,28.86597938,21.30584192,750700
377,92211,61,84,145,112,134,391,15.60102302,21.48337596,37.08439898,28.64450128,34.27109974,400000
378,92220,33,157,190,472,1387,2049,1.610541728,7.66227428,9.272816008,23.03562714,67.69155686,259600
379,92223,852,1472,2324,2175,3311,7810,10.90909091,18.84763124,29.75672215,27.84891165,42.3943662,354000
380,92225,57,136,193,299,922,1414,4.031117397,9.618104668,13.64922207,21.145686,65.20509194,165000
381,92227,213,489,702,843,1689,3234,6.586270872,15.12059369,21.70686456,26.06679035,52.22634508,226700
382,92230,3,24,27,34,91,152,1.973684211,15.78947368,17.76315789,22.36842105,59.86842105,211900
383,92231,186,466,652,1054,2756,4462,4.16853429,10.4437472,14.61228149,23.62169431,61.7660242,233300
384,92233,22,65,87,151,314,552,3.985507246,11.77536232,15.76086957,27.35507246,56.88405797,158400
385,92234,292,587,879,1001,2190,4070,7.174447174,14.42260442,21.5970516,24.59459459,53.80835381,325200
386,92236,266,574,840,1137,2545,4522,5.882352941,12.69349845,18.57585139,25.14374171,56.2804069,262300
387,92239,0,2,2,6,8,16,0,12.5,12.5,37.5,50,112500
388,92240,124,343,467,780,2120,3367,3.682803683,10.18711019,13.86991387,23.16602317,62.96406296,230300
389,92243,486,861,1347,1574,2693,5614,8.656929106,15.33665835,23.99358746,28.03705023,47.96936231,216700
390,92249,79,138,217,244,337,798,9.899749373,17.29323308,27.19298246,30.5764411,42.23057644,220200
391,92250,88,168,256,222,315,793,11.09709962,21.18537201,32.28247163,27.99495586,39.72257251,234300
392,92251,250,501,751,708,812,2271,11.00836636,22.06076618,33.06913254,31.17569353,35.75517393,271600
393,92252,32,46,78,87,141,306,10.45751634,15.03267974,25.49019608,28.43137255,46.07843137,217900
394,92253,222,406,628,764,1611,3003,7.392607393,13.51981352,20.91242091,25.44122544,53.64635365,453600
395,92254,39,114,153,231,583,967,4.033092037,11.78903826,15.8221303,23.88831437,60.28955533,160400
396,92256,13,15,28,28,24,80,16.25,18.75,35,35,30,183300
397,92257,3,5,8,13,11,32,9.375,15.625,25,40.625,34.375,57800
398,92260,474,579,1053,704,882,2639,17.961349,21.94012884,39.90147783,26.6767715,33.42175066,363400
399,92262,200,243,443,365,750,1558,12.83697047,15.59691913,28.4338896,23.42747112,48.13863928,447800
400,92264,116,177,293,330,503,1126,10.30195382,15.71936057,26.02131439,29.30728242,44.6714032,386800
401,92270,41,64,105,118,251,474,8.64978903,13.5021097,22.15189873,24.89451477,52.9535865,570400
402,92273,10,31,41,70,132,243,4.115226337,12.75720165,16.87242798,28.80658436,54.32098765,158800
403,92274,95,252,347,626,2145,3118,3.046824888,8.082103913,11.1289288,20.07697242,68.79409878,113200
404,92275,11,45,56,130,436,622,1.768488746,7.234726688,9.003215434,20.90032154,70.09646302,145600
405,92276,13,46,59,80,142,281,4.62633452,16.37010676,20.99644128,28.46975089,50.53380783,206000
406,92277,96,244,340,472,879,1691,5.677114134,14.42933176,20.10644589,27.91247782,51.98107629,158900
407,92281,5,16,21,60,160,241,2.074688797,6.639004149,8.713692946,24.89626556,66.39004149,160600
408,92284,62,170,232,360,939,1531,4.049640758,11.10385369,15.15349445,23.51404311,61.33246244,225100
409,92285,4,8,12,14,32,58,6.896551724,13.79310345,20.68965517,24.13793103,55.17241379,157100
410,92301,83,256,339,657,2019,3015,2.752902156,8.490878939,11.24378109,21.79104478,66.96517413,238600
411,92307,174,401,575,822,2163,3560,4.887640449,11.26404494,16.15168539,23.08988764,60.75842697,301700
412,92308,201,539,740,1070,2152,3962,5.073195356,13.60424028,18.67743564,27.00656234,54.31600202,282100
413,92309,0,6,6,15,34,55,0,10.90909091,10.90909091,27.27272727,61.81818182,86300
414,92311,88,263,351,643,2316,3310,2.658610272,7.945619335,10.60422961,19.42598187,69.96978852,144900
415,92313,126,233,359,481,1118,1958,6.435137896,11.89989785,18.33503575,24.56588355,57.09908069,378100
416,92314,30,50,80,88,161,329,9.118541033,15.19756839,24.31610942,26.74772036,48.93617021,307100
417,92315,69,123,192,208,302,702,9.829059829,17.52136752,27.35042735,29.62962963,43.01994302,467800
418,92316,153,383,536,836,2050,3422,4.47106955,11.19228521,15.66335476,24.4301578,59.90648743,339100
419,92320,97,139,236,183,178,597,16.2479062,23.28308208,39.53098827,30.65326633,29.81574539,279200
420,92324,305,755,1060,1553,3615,6228,4.897238279,12.1226718,17.01991008,24.93577392,58.04431599,326000
421,92325,7,27,34,66,148,248,2.822580645,10.88709677,13.70967742,26.61290323,59.67741935,278800
422,92327,4,9,13,14,30,57,7.01754386,15.78947368,22.80701754,24.56140351,52.63157895,151700
423,92335,344,983,1327,2113,5009,8449,4.07148775,11.63451296,15.70600071,25.00887679,59.2851225,344200
424,92336,1038,1547,2585,2580,4394,9559,10.85887645,16.18370122,27.04257768,26.99027095,45.96715138,460100
425,92337,215,561,776,1077,2490,4343,4.95049505,12.91733825,17.86783329,24.79852636,57.33364034,403600
426,92339,21,10,31,18,8,57,36.84210526,17.54385965,54.38596491,31.57894737,14.03508772,335700
427,92342,44,82,126,196,290,612,7.189542484,13.39869281,20.58823529,32.02614379,47.38562092,266100
428,92344,132,335,467,689,1508,2664,4.954954955,12.57507508,17.53003003,25.86336336,56.60660661,345700
429,92345,427,1055,1482,2495,6198,10175,4.196560197,10.36855037,14.56511057,24.52088452,60.91400491,277100
430,92346,448,805,1253,1546,3388,6187,7.240989171,13.01115242,20.25214159,24.98787781,54.7599806,367300
431,92352,63,158,221,319,575,1115,5.650224215,14.17040359,19.8206278,28.60986547,51.56950673,457800
432,92354,56,83,139,68,105,312,17.94871795,26.6025641,44.55128205,21.79487179,33.65384615,411400
433,92356,162,342,504,659,1294,2457,6.593406593,13.91941392,20.51282051,26.82132682,52.66585267,169100
434,92359,18,43,61,78,91,230,7.826086957,18.69565217,26.52173913,33.91304348,39.56521739,341600
435,92363,15,51,66,134,247,447,3.355704698,11.40939597,14.76510067,29.97762864,55.25727069,125400
436,92365,5,10,15,7,24,46,10.86956522,21.73913043,32.60869565,15.2173913,52.17391304,117600
437,92368,44,125,169,351,923,1443,3.049203049,8.662508663,11.71171171,24.32432432,63.96396396,259800
438,92371,105,238,343,442,929,1714,6.126021004,13.88564761,20.01166861,25.78763127,54.20070012,272700
439,92372,11,28,39,61,137,237,4.641350211,11.81434599,16.4556962,25.73839662,57.80590717,294100
440,92373,912,1063,1975,1366,1566,4907,18.58569391,21.66293051,40.24862441,27.83778276,31.91359283,530800
441,92374,769,991,1760,1328,2441,5529,13.90848255,17.92367517,31.83215771,24.01880991,44.14903237,413600
442,92376,277,759,1036,1720,4684,7440,3.72311828,10.2016129,13.92473118,23.11827957,62.95698925,332100
443,92377,219,359,578,781,1704,3063,7.149853085,11.72053542,18.87038851,25.4978779,55.63173359,418300
444,92391,0,0,0,21,122,143,0,0,0,14.68531469,85.31468531,277100
445,92392,353,621,974,1108,2870,4952,7.128432956,12.54038772,19.66882068,22.37479806,57.95638126,276900
446,92394,106,257,363,656,2221,3240,3.271604938,7.932098765,11.2037037,20.24691358,68.54938272,261300
447,92395,379,771,1150,1634,4976,7760,4.884020619,9.93556701,14.81958763,21.05670103,64.12371134,255100
448,92397,16,30,46,47,37,130,12.30769231,23.07692308,35.38461538,36.15384615,28.46153846,360900
449,92399,606,887,1493,1305,2084,4882,12.41294551,18.16878329,30.5817288,26.73084801,42.68742319,368400
450,92404,327,622,949,1301,3015,5265,6.210826211,11.81386515,18.02469136,24.71035138,57.26495726,289900
451,92405,103,304,407,659,1792,2858,3.603918824,10.63680896,14.24072778,23.05808258,62.70118964,277800
452,92407,469,948,1417,1661,3035,6113,7.672174055,15.50793391,23.18010797,27.1716015,49.64829053,367300
453,92408,84,166,250,489,1365,2104,3.992395437,7.88973384,11.88212928,23.24144487,64.87642586,304900
454,92410,373,512,885,991,2233,4109,9.077634461,12.46045266,21.53808713,24.11779022,54.34412266,207500
455,92411,119,327,446,659,1676,2781,4.279036318,11.7583603,16.03739662,23.69651205,60.26609133,238400
456,92501,185,327,512,582,1304,2398,7.714762302,13.63636364,21.35112594,24.27022519,54.37864887,358700
457,92503,665,1159,1824,2169,4259,8252,8.058652448,14.04507998,22.10373243,26.28453708,51.61173049,426000
458,92504,492,731,1223,1193,1893,4309,11.4179624,16.96449292,28.38245533,27.68623811,43.93130657,391600
459,92505,172,464,636,867,1963,3466,4.962492787,13.38718984,18.34968263,25.01442585,56.63589152,408100
460,92506,502,828,1330,1205,2219,4754,10.55952882,17.41691207,27.97644089,25.34707615,46.67648296,503700
461,92507,493,503,996,902,1717,3615,13.63762102,13.9142462,27.55186722,24.95159059,47.49654219,396100
462,92508,745,819,1564,826,910,3300,22.57575758,24.81818182,47.39393939,25.03030303,27.57575758,536600
463,92509,352,811,1163,1972,4855,7990,4.405506884,10.15018773,14.55569462,24.68085106,60.76345432,391900
464,92530,340,612,952,1196,3157,5305,6.409048068,11.53628652,17.94533459,22.54476909,59.50989632,368200
465,92532,398,623,1021,788,947,2756,14.44121916,22.60522496,37.04644412,28.59216255,34.36139332,413400
466,92536,5,17,22,38,49,109,4.587155963,15.59633028,20.18348624,34.86238532,44.95412844,374100
467,92539,9,33,42,90,191,323,2.786377709,10.21671827,13.00309598,27.86377709,59.13312693,242300
468,92543,221,425,646,967,2593,4206,5.254398478,10.10461246,15.35901094,22.99096529,61.65002378,169000
469,92544,121,401,522,784,2031,3337,3.626011387,12.01678154,15.64279293,23.49415643,60.86305064,271700
470,92545,135,290,425,640,1674,2739,4.928806134,10.58780577,15.5166119,23.36619204,61.11719606,252000
471,92549,21,36,57,58,55,170,12.35294118,21.17647059,33.52941176,34.11764706,32.35294118,400300
472,92551,258,495,753,1070,2228,4051,6.368797828,12.21920513,18.58800296,26.4132313,54.99876574,332400
473,92553,261,713,974,1652,4538,7164,3.64321608,9.95254048,13.59575656,23.05974316,63.34450028,321800
474,92555,197,466,663,1044,2185,3892,5.061664954,11.97327852,17.03494347,26.82425488,56.14080164,403300
475,92557,393,708,1101,1382,2590,5073,7.746895328,13.95623891,21.70313424,27.24226296,51.0546028,362200
476,92562,1142,1391,2533,1778,1908,6219,18.36308088,22.36694002,40.7300209,28.58980543,30.68017366,478500
477,92563,1272,1851,3123,2373,2030,7526,16.90140845,24.59473824,41.49614669,31.5306936,26.97315971,459800
478,92567,60,171,231,318,567,1116,5.376344086,15.32258065,20.69892473,28.49462366,50.80645161,379400
479,92570,178,541,719,1402,3749,5870,3.032367973,9.216354344,12.24872232,23.88415673,63.86712095,326200
480,92571,282,706,988,1362,3406,5756,4.89923558,12.26546213,17.16469771,23.66226546,59.17303683,336100
481,92582,43,159,202,397,1057,1656,2.596618357,9.601449275,12.19806763,23.97342995,63.82850242,339000
482,92583,244,580,824,1215,2624,4663,5.232682822,12.43834441,17.67102724,26.056187,56.27278576,251700
483,92584,617,1128,1745,1613,2040,5398,11.43015932,20.89662838,32.3267877,29.88143757,37.79177473,422000
484,92585,256,527,783,988,1776,3547,7.217366789,14.85762616,22.07499295,27.85452495,50.0704821,371400
485,92586,116,253,369,437,511,1317,8.807896735,19.2103265,28.01822323,33.18147304,38.80030372,276200
486,92587,30,55,85,54,85,224,13.39285714,24.55357143,37.94642857,24.10714286,37.94642857,442700
487,92590,531,864,1395,1459,2394,5248,10.11814024,16.46341463,26.58155488,27.80106707,45.61737805,1071800
488,92591,598,831,1429,1080,1098,3607,16.57887441,23.03853618,39.61741059,29.94177987,30.44080954,501600
489,92592,1585,1905,3490,2191,1935,7616,20.81144958,25.01313025,45.82457983,28.76838235,25.40703782,522400
490,92595,200,476,676,841,1531,3048,6.56167979,15.6167979,22.17847769,27.59186352,50.22965879,417300
491,92596,553,771,1324,1011,966,3301,16.75249924,23.35655862,40.10905786,30.6270827,29.26385944,475400
492,92602,1172,562,1734,406,316,2456,47.71986971,22.88273616,70.60260586,16.53094463,12.86644951,933600
493,92603,897,428,1325,241,125,1691,53.04553519,25.31046718,78.35600237,14.25192194,7.392075695,1303200
494,92604,1551,870,2421,671,586,3678,42.16965742,23.65415987,65.82381729,18.24361066,15.93257205,818400
495,92606,476,310,786,287,216,1289,36.92785105,24.04965089,60.97750194,22.26532196,16.75717611,853800
496,92612,726,328,1054,234,217,1505,48.23920266,21.79401993,70.03322259,15.54817276,14.41860465,789000
497,92614,590,412,1002,401,313,1716,34.38228438,24.00932401,58.39160839,23.36829837,18.24009324,789500
498,92618,1475,1043,2518,827,589,3934,37.49364514,26.51245552,64.00610066,21.0218607,14.97203864,960800
499,92620,3279,1492,4771,1067,685,6523,50.26828147,22.87291124,73.1411927,16.35750422,10.50130308,982000
500,92624,46,45,91,38,39,168,27.38095238,26.78571429,54.16666667,22.61904762,23.21428571,913400
501,92625,139,105,244,99,30,373,37.26541555,28.15013405,65.4155496,26.54155496,8.042895442,2000000
502,92626,565,607,1172,814,1020,3006,18.79574185,20.19294744,38.98868929,27.07917498,33.93213573,842500
503,92627,320,424,744,566,763,2073,15.43656536,20.45344911,35.89001447,27.30342499,36.80656054,842100
504,92629,122,125,247,157,186,590,20.6779661,21.18644068,41.86440678,26.61016949,31.52542373,981600
505,92630,1010,854,1864,942,1183,3989,25.31962898,21.4088744,46.72850338,23.61494109,29.65655553,694800
506,92646,1121,936,2057,734,443,3234,34.66295609,28.94248609,63.60544218,22.69635127,13.69820656,814900
507,92647,1311,965,2276,1096,1240,4612,28.42584562,20.92367736,49.34952298,23.76409367,26.88638335,793300
508,92648,769,632,1401,591,483,2475,31.07070707,25.53535354,56.60606061,23.87878788,19.51515152,985800
509,92649,339,362,701,395,383,1479,22.92089249,24.4759973,47.39688979,26.70723462,25.89587559,885000
510,92651,516,358,874,265,156,1295,39.84555985,27.64478764,67.49034749,20.46332046,12.04633205,2000000
511,92653,262,244,506,250,296,1052,24.90494297,23.19391635,48.09885932,23.76425856,28.13688213,771800
512,92655,191,193,384,201,155,740,25.81081081,26.08108108,51.89189189,27.16216216,20.94594595,583300
513,92656,1389,958,2347,811,630,3788,36.66842661,25.29039071,61.95881732,21.40971489,16.63146779,679300
514,92657,135,75,210,37,22,269,50.18587361,27.88104089,78.0669145,13.75464684,8.178438662,2000000
515,92660,594,447,1041,410,380,1831,32.44128891,24.41288913,56.85417804,22.39213545,20.75368651,1905400
516,92661,74,54,128,39,16,183,40.43715847,29.50819672,69.94535519,21.31147541,8.743169399,2000000
517,92663,484,361,845,362,482,1689,28.65600947,21.37359384,50.02960332,21.43280047,28.53759621,1590000
518,92672,390,432,822,442,475,1739,22.426682,24.84186314,47.26854514,25.41690627,27.31454859,980200
519,92673,920,804,1724,707,534,2965,31.02866779,27.1163575,58.1450253,23.84485666,18.01011804,972200
520,92675,667,910,1577,1315,2179,5071,13.15322422,17.94517847,31.09840268,25.93176888,42.96982844,770000
521,92677,875,716,1591,657,415,2663,32.85767931,26.88696958,59.74464889,24.67142321,15.5839279,909500
522,92678,12,14,26,10,4,40,30,35,65,25,10,777000
523,92679,330,258,588,177,86,851,38.77790834,30.3172738,69.09518214,20.79905993,10.10575793,970200
524,92683,1538,1216,2754,1346,1670,5770,26.65511265,21.0745234,47.72963605,23.32755633,28.94280763,651200
525,92688,1506,1101,2607,991,716,4314,34.90959666,25.52155772,60.43115438,22.97171998,16.59712564,673400
526,92691,1414,1226,2640,1138,1359,5137,27.52579326,23.86606969,51.39186296,22.15300759,26.45512945,750800
527,92692,1096,718,1814,651,509,2974,36.8527236,24.14256893,60.99529254,21.88971083,17.11499664,795500
528,92694,1266,807,2073,521,214,2808,45.08547009,28.73931624,73.82478632,18.55413105,7.621082621,844700
529,92701,683,914,1597,1514,2973,6084,11.226167,15.02301118,26.24917817,24.88494412,48.86587771,521700
