Index,Zip Code,Students Standard Exceeded_english2021,Students Standard Met_english2021,Students Standard Met and Above_english2021,Students Standard Nearly Met_english2021,Students Standard Not Met_english2021,Students with Scores_english2021,Percentage Standard Exceeded_english2021,Percentage Standard Met_english2021,Percentage Standard Met and Above_english2021,Percentage Standard Nearly Met_english2021,Percentage Standard Not Met_english2021,Median Mortgage
133,91321,291,354,645,342,483,1470,19.79591837,24.08163265,43.87755102,23.26530612,32.85714286,513500
134,91324,4,26,30,27,68,125,3.2,20.8,24,21.6,54.4,680200
135,91325,36,47,83,38,29,150,24,31.33333333,55.33333333,25.33333333,19.33333333,720900
136,91331,36,98,134,144,304,582,6.18556701,16.83848797,23.02405498,24.74226804,52.23367698,487600
137,91335,414,289,703,194,173,1070,38.69158879,27.00934579,65.70093458,18.13084112,16.1682243,580500
138,91340,126,300,426,269,223,918,13.7254902,32.67973856,46.40522876,29.30283224,24.291939,515000
139,91342,212,513,725,508,688,1921,11.03591879,26.70484123,37.74076002,26.44456012,35.81467985,520900
140,91343,124,269,393,233,369,995,12.46231156,27.03517588,39.49748744,23.41708543,37.08542714,608500
141,91344,135,175,310,129,130,569,23.7258348,30.75571178,54.48154657,22.67135325,22.84710018,690300
142,91352,121,178,299,206,320,825,14.66666667,21.57575758,36.24242424,24.96969697,38.78787879,584100
143,91355,315,238,553,127,131,811,38.84093711,29.34648582,68.18742293,15.65967941,16.15289766,600200
144,91360,165,121,286,87,57,430,38.37209302,28.13953488,66.51162791,20.23255814,13.25581395,735100
145,91361,347,375,722,286,309,1317,26.34776006,28.4738041,54.82156416,21.71602126,23.46241458,1042900
146,91362,274,170,444,98,50,592,46.28378378,28.71621622,75,16.55405405,8.445945946,878300
147,91364,329,322,651,218,176,1045,31.48325359,30.81339713,62.29665072,20.86124402,16.84210526,949000
148,91367,215,216,431,136,94,661,32.52647504,32.67776097,65.20423601,20.57488654,14.22087746,786200
149,91377,1020,693,1713,268,141,2122,48.06786051,32.65786993,80.72573044,12.62959472,6.644674835,823300
150,91381,615,289,904,127,89,1120,54.91071429,25.80357143,80.71428571,11.33928571,7.946428571,851300
151,91401,71,108,179,91,85,355,20,30.42253521,50.42253521,25.63380282,23.94366197,798900
152,91402,48,59,107,47,68,222,21.62162162,26.57657658,48.1981982,21.17117117,30.63063063,483700
153,91403,13,44,57,36,51,144,9.027777778,30.55555556,39.58333333,25,35.41666667,1129100
154,91405,82,183,265,130,129,524,15.64885496,34.92366412,50.57251908,24.80916031,24.61832061,581600
155,91406,244,294,538,228,149,915,26.66666667,32.13114754,58.79781421,24.91803279,16.28415301,608600
156,91411,113,115,228,100,81,409,27.62836186,28.11735941,55.74572127,24.44987775,19.80440098,759300
157,91501,52,74,126,52,80,258,20.15503876,28.68217054,48.8372093,20.15503876,31.00775194,827400
158,91502,32,18,50,15,4,69,46.37681159,26.08695652,72.46376812,21.73913043,5.797101449,761400
159,91504,94,107,201,66,80,347,27.08933718,30.83573487,57.92507205,19.02017291,23.05475504,819100
160,91505,166,161,327,107,89,523,31.73996176,30.78393881,62.52390057,20.45889101,17.01720841,812500
161,91506,187,218,405,114,136,655,28.54961832,33.28244275,61.83206107,17.40458015,20.76335878,850600
162,91601,299,163,462,102,76,640,46.71875,25.46875,72.1875,15.9375,11.875,744500
163,91602,2,2,4,5,2,11,18.18181818,18.18181818,36.36363636,45.45454545,18.18181818,873700
164,91701,300,190,490,90,32,612,49.01960784,31.04575163,80.06535948,14.70588235,5.22875817,577200
165,91706,826,1534,2360,1546,2306,6212,13.29684482,24.69414037,37.99098519,24.88731487,37.12169994,465900
166,91709,155,117,272,70,48,390,39.74358974,30,69.74358974,17.94871795,12.30769231,676800
167,91710,31,44,75,49,28,152,20.39473684,28.94736842,49.34210526,32.23684211,18.42105263,512600
168,91711,78,49,127,15,8,150,52,32.66666667,84.66666667,10,5.333333333,714400
169,91724,35,65,100,42,28,170,20.58823529,38.23529412,58.82352941,24.70588235,16.47058824,613400
170,91737,197,130,327,62,34,423,46.57210402,30.73286052,77.30496454,14.6572104,8.037825059,659500
171,91739,171,147,318,104,65,487,35.11293634,30.18480493,65.29774127,21.35523614,13.34702259,648400
172,91744,71,109,180,83,64,327,21.71253823,33.33333333,55.04587156,25.382263,19.57186544,463200
173,91746,40,58,98,55,51,204,19.60784314,28.43137255,48.03921569,26.96078431,25,488400
174,91748,150,123,273,61,65,399,37.59398496,30.82706767,68.42105263,15.28822055,16.29072682,663600
175,91750,0,0,0,1,26,27,0,0,0,3.703703704,96.2962963,630400
176,91754,32,38,70,46,79,195,16.41025641,19.48717949,35.8974359,23.58974359,40.51282051,687700
177,91755,95,171,266,135,167,568,16.72535211,30.1056338,46.83098592,23.76760563,29.40140845,639900
178,91761,76,66,142,46,25,213,35.68075117,30.98591549,66.66666667,21.59624413,11.7370892,452900
179,91762,165,227,392,164,121,677,24.37223043,33.53028065,57.90251108,24.22451994,17.87296898,437700
180,91763,77,127,204,80,32,316,24.36708861,40.18987342,64.55696203,25.3164557,10.12658228,423700
181,91764,0,4,4,3,5,12,0,33.33333333,33.33333333,25,41.66666667,415600
182,91765,240,130,370,54,43,467,51.39186296,27.8372591,79.22912206,11.56316916,9.207708779,709800
183,91766,24,146,170,118,202,490,4.897959184,29.79591837,34.69387755,24.08163265,41.2244898,452700
184,91767,33,102,135,153,302,590,5.593220339,17.28813559,22.88135593,25.93220339,51.18644068,449500
185,91768,78,72,150,46,44,240,32.5,30,62.5,19.16666667,18.33333333,427500
186,91770,46,39,85,45,50,180,25.55555556,21.66666667,47.22222222,25,27.77777778,601300
187,91773,9,7,16,1,10,27,33.33333333,25.92592593,59.25925926,3.703703704,37.03703704,625400
188,91776,127,64,191,28,17,236,53.81355932,27.11864407,80.93220339,11.86440678,7.203389831,698900
189,91789,269,133,402,61,42,505,53.26732673,26.33663366,79.6039604,12.07920792,8.316831683,790500
190,91905,6,9,15,23,42,80,7.5,11.25,18.75,28.75,52.5,280400
191,91906,12,69,81,65,123,269,4.460966543,25.65055762,30.11152416,24.16356877,45.72490706,282800
192,91910,738,1355,2093,895,906,3894,18.95223421,34.79712378,53.74935799,22.98407807,23.26656394,549100
193,91911,158,329,487,318,413,1218,12.97208539,27.01149425,39.98357964,26.10837438,33.90804598,485300
194,91913,385,370,755,168,133,1056,36.45833333,35.03787879,71.49621212,15.90909091,12.59469697,578600
195,91914,286,514,800,282,272,1354,21.1225997,37.96159527,59.08419498,20.82717873,20.08862629,739300
196,91915,324,157,481,48,26,555,58.37837838,28.28828829,86.66666667,8.648648649,4.684684685,604600
197,91916,14,24,38,23,38,99,14.14141414,24.24242424,38.38383838,23.23232323,38.38383838,479600
198,91932,132,278,410,361,684,1455,9.072164948,19.10652921,28.17869416,24.81099656,47.01030928,639200
199,91935,29,62,91,53,48,192,15.10416667,32.29166667,47.39583333,27.60416667,25,681300
200,91941,62,96,158,78,75,311,19.93569132,30.8681672,50.80385852,25.08038585,24.11575563,684900
201,91942,28,35,63,32,37,132,21.21212121,26.51515152,47.72727273,24.24242424,28.03030303,578600
202,91950,184,573,757,595,777,2129,8.64255519,26.91404415,35.55659934,27.94739314,36.49600752,450700
203,91962,33,68,101,85,84,270,12.22222222,25.18518519,37.40740741,31.48148148,31.11111111,433300
204,91963,6,19,25,24,104,153,3.921568627,12.41830065,16.33986928,15.68627451,67.97385621,350000
205,91977,103,167,270,115,68,453,22.73730684,36.86534216,59.60264901,25.38631347,15.01103753,493000
206,91978,121,139,260,93,37,390,31.02564103,35.64102564,66.66666667,23.84615385,9.487179487,454100
207,92003,25,22,47,13,7,67,37.31343284,32.8358209,70.14925373,19.40298507,10.44776119,720300
208,92004,11,30,41,29,39,109,10.09174312,27.52293578,37.6146789,26.60550459,35.77981651,320600
209,92019,712,892,1604,638,445,2687,26.49795311,33.19687384,59.69482694,23.74395236,16.56122069,576700
210,92020,478,548,1026,401,267,1694,28.21723731,32.34946871,60.56670602,23.67178276,15.76151122,576200
211,92021,57,94,151,113,110,374,15.24064171,25.13368984,40.37433155,30.21390374,29.41176471,469100
212,92024,109,102,211,40,27,278,39.20863309,36.69064748,75.89928058,14.38848921,9.712230216,1063400
213,92025,96,147,243,96,74,413,23.24455206,35.59322034,58.8377724,23.24455206,17.91767554,558600
214,92026,88,129,217,106,79,402,21.89054726,32.08955224,53.9800995,26.3681592,19.65174129,539900
215,92027,365,582,947,474,276,1697,21.50854449,34.29581615,55.80436064,27.93164408,16.26399529,493300
216,92028,80,128,208,81,66,355,22.53521127,36.05633803,58.5915493,22.81690141,18.5915493,627900
217,92029,77,64,141,35,9,185,41.62162162,34.59459459,76.21621622,18.91891892,4.864864865,690900
218,92036,13,22,35,7,20,62,20.96774194,35.48387097,56.4516129,11.29032258,32.25806452,425900
219,92040,45,95,140,81,66,287,15.67944251,33.1010453,48.7804878,28.22299652,22.99651568,540200
220,92054,44,72,116,66,83,265,16.60377358,27.16981132,43.77358491,24.90566038,31.32075472,648800
221,92056,11,26,37,37,43,117,9.401709402,22.22222222,31.62393162,31.62393162,36.75213675,583700
222,92057,295,288,583,179,110,872,33.83027523,33.02752294,66.85779817,20.52752294,12.6146789,530600
223,92061,4,14,18,34,52,104,3.846153846,13.46153846,17.30769231,32.69230769,50,611500
224,92064,413,552,965,455,415,1835,22.50681199,30.08174387,52.58855586,24.79564033,22.61580381,767500
225,92065,85,110,195,52,49,296,28.71621622,37.16216216,65.87837838,17.56756757,16.55405405,593100
226,92067,224,121,345,58,10,413,54.23728814,29.29782082,83.53510896,14.04358354,2.421307506,2000000
227,92070,9,6,15,3,0,18,50,33.33333333,83.33333333,16.66666667,0,335700
228,92071,920,1326,2246,943,740,3929,23.41562739,33.74904556,57.16467294,24.00101807,18.83430898,524100
229,92078,8,5,13,4,3,20,40,25,65,20,15,665300
230,92081,125,154,279,78,64,421,29.6912114,36.57957245,66.27078385,18.52731591,15.20190024,599400
231,92082,180,383,563,371,640,1574,11.43583227,24.33290978,35.76874206,23.57052097,40.66073698,620700
232,92083,2,10,12,14,37,63,3.174603175,15.87301587,19.04761905,22.22222222,58.73015873,467600
233,92084,74,117,191,128,113,432,17.12962963,27.08333333,44.21296296,29.62962963,26.15740741,600600
234,92086,1,5,6,6,16,28,3.571428571,17.85714286,21.42857143,21.42857143,57.14285714,265800
235,92101,51,107,158,118,154,430,11.86046512,24.88372093,36.74418605,27.44186047,35.81395349,626000
236,92102,75,256,331,297,330,958,7.828810021,26.7223382,34.55114823,31.00208768,34.44676409,477100
237,92103,38,51,89,32,18,139,27.3381295,36.69064748,64.02877698,23.02158273,12.94964029,835300
238,92105,17,41,58,29,31,118,14.40677966,34.74576271,49.15254237,24.57627119,26.27118644,459200
239,92108,13,38,51,30,19,100,13,38,51,30,19,469300
240,92111,124,157,281,135,138,554,22.38267148,28.33935018,50.72202166,24.36823105,24.90974729,604600
241,92113,2,16,18,18,68,104,1.923076923,15.38461538,17.30769231,17.30769231,65.38461538,406600
242,92114,40,81,121,119,147,387,10.33591731,20.93023256,31.26614987,30.74935401,37.98449612,461500
243,92115,20,83,103,129,145,377,5.305039788,22.01591512,27.32095491,34.21750663,38.46153846,580800
244,92118,465,441,906,177,89,1172,39.67576792,37.62798635,77.30375427,15.10238908,7.593856655,1656900
245,92122,16,8,24,2,2,28,57.14285714,28.57142857,85.71428571,7.142857143,7.142857143,780000
246,92123,162,162,324,114,111,549,29.50819672,29.50819672,59.01639344,20.76502732,20.21857923,600900
247,92131,40,34,74,24,20,118,33.89830508,28.81355932,62.71186441,20.33898305,16.94915254,885500
248,92154,460,927,1387,1066,1957,4410,10.430839,21.02040816,31.45124717,24.1723356,44.37641723,477900
249,92173,8,22,30,52,265,347,2.305475504,6.340057637,8.645533141,14.98559078,76.36887608,388700
250,92201,117,224,341,264,347,952,12.28991597,23.52941176,35.81932773,27.73109244,36.44957983,272400
251,92223,393,744,1137,625,666,2428,16.18616145,30.64250412,46.82866557,25.74135091,27.42998353,354000
252,92227,92,157,249,141,106,496,18.5483871,31.65322581,50.2016129,28.42741935,21.37096774,226700
253,92231,148,180,328,135,217,680,21.76470588,26.47058824,48.23529412,19.85294118,31.91176471,233300
254,92233,41,98,139,147,218,504,8.134920635,19.44444444,27.57936508,29.16666667,43.25396825,158400
255,92234,100,169,269,167,259,695,14.38848921,24.31654676,38.70503597,24.02877698,37.26618705,325200
256,92236,222,712,934,936,1864,3734,5.945366899,19.06802357,25.01339047,25.06695233,49.9196572,262300
257,92240,28,60,88,49,38,175,16,34.28571429,50.28571429,28,21.71428571,230300
258,92243,357,547,904,412,454,1770,20.16949153,30.9039548,51.07344633,23.27683616,25.64971751,216700
259,92249,111,198,309,211,279,799,13.89236546,24.78097622,38.67334168,26.40801001,34.91864831,220200
260,92250,21,35,56,30,36,122,17.21311475,28.68852459,45.90163934,24.59016393,29.50819672,234300
261,92251,248,598,846,570,508,1924,12.88981289,31.08108108,43.97089397,29.62577963,26.4033264,271600
262,92252,8,21,29,38,75,142,5.633802817,14.78873239,20.42253521,26.76056338,52.81690141,217900
263,92253,161,186,347,138,80,565,28.49557522,32.92035398,61.4159292,24.42477876,14.15929204,453600
264,92254,40,131,171,193,585,949,4.214963119,13.80400421,18.01896733,20.33719705,61.64383562,160400
265,92257,1,4,5,6,19,30,3.333333333,13.33333333,16.66666667,20,63.33333333,57800
266,92260,308,196,504,142,106,752,40.95744681,26.06382979,67.0212766,18.88297872,14.09574468,363400
267,92262,85,83,168,85,75,328,25.91463415,25.30487805,51.2195122,25.91463415,22.86585366,447800
268,92264,5,10,15,10,11,36,13.88888889,27.77777778,41.66666667,27.77777778,30.55555556,386800
269,92270,43,76,119,91,101,311,13.82636656,24.43729904,38.26366559,29.26045016,32.47588424,570400
270,92273,10,40,50,51,146,247,4.048582996,16.19433198,20.24291498,20.64777328,59.10931174,158800
271,92274,130,475,605,560,1089,2254,5.767524401,21.07364685,26.84117125,24.8447205,48.31410825,113200
272,92275,15,50,65,88,245,398,3.768844221,12.56281407,16.33165829,22.11055276,61.55778894,145600
273,92277,83,157,240,139,172,551,15.06352087,28.49364791,43.55716878,25.22686025,31.21597096,158900
274,92281,5,39,44,72,112,228,2.192982456,17.10526316,19.29824561,31.57894737,49.12280702,160600
275,92284,49,111,160,116,133,409,11.9804401,27.1393643,39.1198044,28.36185819,32.51833741,225100
276,92301,20,43,63,57,111,231,8.658008658,18.61471861,27.27272727,24.67532468,48.05194805,238600
277,92307,48,35,83,10,6,99,48.48484848,35.35353535,83.83838384,10.1010101,6.060606061,301700
278,92309,2,14,16,10,33,59,3.389830508,23.72881356,27.11864407,16.94915254,55.93220339,86300
279,92311,135,451,586,570,1476,2632,5.129179331,17.13525836,22.26443769,21.65653495,56.07902736,144900
280,92313,97,206,303,171,243,717,13.52859135,28.73082287,42.25941423,23.84937238,33.89121339,378100
281,92314,51,65,116,48,65,229,22.27074236,28.38427948,50.65502183,20.96069869,28.38427948,307100
282,92315,110,179,289,220,238,747,14.72556894,23.96251673,38.68808568,29.45113788,31.86077644,467800
283,92316,169,430,599,396,585,1580,10.69620253,27.21518987,37.91139241,25.06329114,37.02531646,339100
284,92324,109,309,418,346,393,1157,9.420916162,26.70700086,36.12791703,29.90492653,33.96715644,326000
285,92327,9,16,25,22,20,67,13.43283582,23.88059701,37.31343284,32.8358209,29.85074627,151700
286,92335,21,49,70,17,2,89,23.59550562,55.05617978,78.65168539,19.1011236,2.247191011,344200
287,92336,18,21,39,18,10,67,26.86567164,31.34328358,58.20895522,26.86567164,14.92537313,460100
288,92337,74,146,220,160,83,463,15.98272138,31.53347732,47.5161987,34.55723542,17.92656587,403600
289,92339,10,27,37,6,3,46,21.73913043,58.69565217,80.43478261,13.04347826,6.52173913,335700
290,92342,57,159,216,154,210,580,9.827586207,27.4137931,37.24137931,26.55172414,36.20689655,266100
291,92344,66,119,185,130,149,464,14.22413793,25.64655172,39.87068966,28.01724138,32.11206897,345700
292,92345,217,610,827,659,836,2322,9.345391904,26.2704565,35.61584841,28.38070629,36.00344531,277100
293,92346,33,109,142,152,176,470,7.021276596,23.19148936,30.21276596,32.34042553,37.44680851,367300
294,92352,69,161,230,200,224,654,10.55045872,24.617737,35.16819572,30.58103976,34.25076453,457800
295,92356,218,422,640,389,389,1418,15.37376587,29.76022567,45.13399154,27.43300423,27.43300423,169100
296,92363,4,38,42,65,65,172,2.325581395,22.09302326,24.41860465,37.79069767,37.79069767,125400
297,92365,3,9,12,10,21,43,6.976744186,20.93023256,27.90697674,23.25581395,48.8372093,117600
