zipcode,median,lat_x,lng_x,mortgage,lat_y,lng_y,city,population,density,county,county_seat,est,etymology,popl_2022,area,gdp_usd,gdp_rank
92691,750800,33.61051,-117.66627,9685,33.61051,-117.66627,Mission Viejo,48437,2130.7,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92692,795500,33.60948,-117.64396,9723,33.60948,-117.64396,Mission Viejo,46240,2077.4,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92694,844700,33.51502,-117.58065,7182,33.51502,-117.58065,Ladera Ranch,34879,335.4,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92701,521700,33.7486,-117.85876999999999,2592,33.7486,-117.85876999999999,Santa Ana,49008,5868.1,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92703,486000,33.74853,-117.90621000000002,4123,33.74853,-117.90621000000002,Santa Ana,64387,5860.5,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92704,534800,33.72038,-117.90807,6354,33.72038,-117.90807,Santa Ana,79641,4151.3,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92705,914900,33.755,-117.81488,6886,33.755,-117.81488,Santa Ana,47851,1567.5,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92706,673300,33.766020000000005,-117.88174,4428,33.766020000000005,-117.88174,Santa Ana,36694,4002.3,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92707,539700,33.70991,-117.87045,5024,33.70991,-117.87045,Santa Ana,60478,4469.0,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92708,816900,33.71046,-117.95132,8066,33.71046,-117.95132,Fountain Valley,57139,2423.6,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92780,669400,33.73685,-117.81968,5451,33.73685,-117.81968,Tustin,54840,3374.7,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92782,879300,33.72833,-117.79753000000001,4781,33.72833,-117.79753000000001,Tustin,30123,2249.7,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92801,543200,33.844409999999996,-117.95175,4519,33.844409999999996,-117.95175,Anaheim,65662,4030.8,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92802,577500,33.80831,-117.9237,2856,33.80831,-117.9237,Anaheim,42911,3639.1,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92804,594400,33.81801,-117.97516999999999,7157,33.81801,-117.97516999999999,Anaheim,86503,4687.6,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92805,583800,33.83003,-117.90568,6288,33.83003,-117.90568,Anaheim,73736,4573.3,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92806,623300,33.838840000000005,-117.87053999999999,3618,33.838840000000005,-117.87053999999999,Anaheim,40009,2010.6,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92807,731100,33.85001,-117.78946,7230,33.85001,-117.78946,Anaheim,36110,1273.2,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92808,807100,33.85623,-117.74018000000001,4640,33.85623,-117.74018000000001,Anaheim,21496,1659.9,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92821,700900,33.929970000000004,-117.86986,6284,33.929970000000004,-117.86986,Brea,41286,1128.0,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92823,913900,33.92536,-117.80023999999999,1229,33.92536,-117.80023999999999,Brea,5626,291.3,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92831,676300,33.8795,-117.89607,3626,33.8795,-117.89607,Fullerton,36859,2392.3,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92832,615300,33.86871,-117.92913999999999,1976,33.86871,-117.92913999999999,Fullerton,25720,3430.0,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92833,686700,33.88051,-117.96112,6996,33.88051,-117.96112,Fullerton,53188,2678.5,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92835,831100,33.901709999999994,-117.91528999999998,4714,33.901709999999994,-117.91528999999998,Fullerton,26917,1816.6,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92840,590900,33.78584,-117.93202,5731,33.78584,-117.93202,Garden Grove,53681,4025.3,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92841,609900,33.7868,-117.98207,3067,33.7868,-117.98207,Garden Grove,34650,2934.4,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92843,570200,33.76399,-117.93153000000001,3784,33.76399,-117.93153000000001,Garden Grove,48413,4720.2,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92844,545400,33.765609999999995,-117.96951999999999,1903,33.765609999999995,-117.96951999999999,Garden Grove,22601,4155.8,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92845,668900,33.782920000000004,-118.0264,2836,33.782920000000004,-118.0264,Garden Grove,15240,2641.0,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92861,1287100,33.81801,-117.81031000000002,1215,33.81801,-117.81031000000002,Villa Park,5864,1083.0,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92865,652400,33.82887,-117.84925,3498,33.82887,-117.84925,Orange,21384,2156.5,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92866,722200,33.78453,-117.84478999999999,1271,33.78453,-117.84478999999999,Orange,14966,3031.3,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92867,780900,33.81443,-117.79616999999999,6447,33.81443,-117.79616999999999,Orange,44232,1422.9,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92868,531900,33.78799,-117.87637,2209,33.78799,-117.87637,Orange,27233,3057.1,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92869,770700,33.79479,-117.7621,6118,33.79479,-117.7621,Orange,36174,1036.7,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92870,696700,33.88087,-117.85521999999999,7690,33.88087,-117.85521999999999,Placentia,53126,3048.7,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92886,864700,33.89517,-117.80153999999999,10083,33.89517,-117.80153999999999,Yorba Linda,50764,1512.0,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
92887,903900,33.88727,-117.73388999999999,4144,33.88727,-117.73388999999999,Yorba Linda,20395,697.8,Orange,Santa Ana,1889,"Oranges, to illustrate a perception of a region with a semi-tropical atmosphere to those from the eastern parts of the United States","3,151,184","948sq mi(2,455km2)",238228949,3
91320,755800,34.173390000000005,-118.94795,8220,34.173390000000005,-118.94795,Newbury Park,44356,848.8,Ventura,Ventura,1872,"The city of Ventura, derived fromMission San Buenaventura(Spanish forSt. Bonaventure)","832,605","1,846sq mi(4,781km2)",48642160,12
91360,735100,34.21475,-118.87735,7589,34.21475,-118.87735,Thousand Oaks,42984,1080.3,Ventura,Ventura,1872,"The city of Ventura, derived fromMission San Buenaventura(Spanish forSt. Bonaventure)","832,605","1,846sq mi(4,781km2)",48642160,12
91361,1042900,34.140159999999995,-118.88398000000001,3790,34.140159999999995,-118.88398000000001,Westlake Village,19454,260.2,Ventura,Ventura,1872,"The city of Ventura, derived fromMission San Buenaventura(Spanish forSt. Bonaventure)","832,605","1,846sq mi(4,781km2)",48642160,12
91362,878300,34.192440000000005,-118.81948999999999,7295,34.192440000000005,-118.81948999999999,Thousand Oaks,36587,743.9,Ventura,Ventura,1872,"The city of Ventura, derived fromMission San Buenaventura(Spanish forSt. Bonaventure)","832,605","1,846sq mi(4,781km2)",48642160,12
91377,823300,34.1847,-118.76652,2723,34.1847,-118.76652,Oak Park,13561,970.6,Ventura,Ventura,1872,"The city of Ventura, derived fromMission San Buenaventura(Spanish forSt. Bonaventure)","832,605","1,846sq mi(4,781km2)",48642160,12
93001,630400,34.35321,-119.31868,3783,34.35321,-119.31868,Ventura,31588,126.3,Ventura,Ventura,1872,"The city of Ventura, derived fromMission San Buenaventura(Spanish forSt. Bonaventure)","832,605","1,846sq mi(4,781km2)",48642160,12
93003,617700,34.28434,-119.22256000000002,7679,34.28434,-119.22256000000002,Ventura,53549,994.7,Ventura,Ventura,1872,"The city of Ventura, derived fromMission San Buenaventura(Spanish forSt. Bonaventure)","832,605","1,846sq mi(4,781km2)",48642160,12
93004,608100,34.27901,-119.16537,4900,34.27901,-119.16537,Ventura,31705,1741.5,Ventura,Ventura,1872,"The city of Ventura, derived fromMission San Buenaventura(Spanish forSt. Bonaventure)","832,605","1,846sq mi(4,781km2)",48642160,12
93010,662300,34.23007,-119.07437,7257,34.23007,-119.07437,Camarillo,47930,842.2,Ventura,Ventura,1872,"The city of Ventura, derived fromMission San Buenaventura(Spanish forSt. Bonaventure)","832,605","1,846sq mi(4,781km2)",48642160,12
93012,657700,34.20518,-118.99309,6602,34.20518,-118.99309,Camarillo,35794,275.6,Ventura,Ventura,1872,"The city of Ventura, derived fromMission San Buenaventura(Spanish forSt. Bonaventure)","832,605","1,846sq mi(4,781km2)",48642160,12
93015,456600,34.409690000000005,-118.87807,2021,34.409690000000005,-118.87807,Fillmore,18810,78.3,Ventura,Ventura,1872,"The city of Ventura, derived fromMission San Buenaventura(Spanish forSt. Bonaventure)","832,605","1,846sq mi(4,781km2)",48642160,12
93021,690900,34.30417,-118.88273999999998,7302,34.30417,-118.88273999999998,Moorpark,38030,307.2,Ventura,Ventura,1872,"The city of Ventura, derived fromMission San Buenaventura(Spanish forSt. Bonaventure)","832,605","1,846sq mi(4,781km2)",48642160,12
93022,610500,34.403240000000004,-119.29836,1007,34.403240000000004,-119.29836,Oak View,6140,755.2,Ventura,Ventura,1872,"The city of Ventura, derived fromMission San Buenaventura(Spanish forSt. Bonaventure)","832,605","1,846sq mi(4,781km2)",48642160,12
93023,692700,34.50372,-119.24856000000001,3233,34.50372,-119.24856000000001,Ojai,21691,31.4,Ventura,Ventura,1872,"The city of Ventura, derived fromMission San Buenaventura(Spanish forSt. Bonaventure)","832,605","1,846sq mi(4,781km2)",48642160,12
93030,530000,34.2051,-119.1753,5075,34.2051,-119.1753,Oxnard,58019,1587.3,Ventura,Ventura,1872,"The city of Ventura, derived fromMission San Buenaventura(Spanish forSt. Bonaventure)","832,605","1,846sq mi(4,781km2)",48642160,12
93033,442700,34.15401,-119.12296,6268,34.15401,-119.12296,Oxnard,84188,1009.6,Ventura,Ventura,1872,"The city of Ventura, derived fromMission San Buenaventura(Spanish forSt. Bonaventure)","832,605","1,846sq mi(4,781km2)",48642160,12
93035,632800,34.19034,-119.22878999999999,3608,34.19034,-119.22878999999999,Oxnard,26224,2013.4,Ventura,Ventura,1872,"The city of Ventura, derived fromMission San Buenaventura(Spanish forSt. Bonaventure)","832,605","1,846sq mi(4,781km2)",48642160,12
93036,527700,34.249109999999995,-119.15977,5045,34.249109999999995,-119.15977,Oxnard,46594,1010.7,Ventura,Ventura,1872,"The city of Ventura, derived fromMission San Buenaventura(Spanish forSt. Bonaventure)","832,605","1,846sq mi(4,781km2)",48642160,12
93040,393500,34.59337,-118.93656999999999,271,34.59337,-118.93656999999999,Piru,1829,1.9,Ventura,Ventura,1872,"The city of Ventura, derived fromMission San Buenaventura(Spanish forSt. Bonaventure)","832,605","1,846sq mi(4,781km2)",48642160,12
93041,446800,34.14956,-119.17458,2322,34.14956,-119.17458,Port Hueneme,23210,1524.3,Ventura,Ventura,1872,"The city of Ventura, derived fromMission San Buenaventura(Spanish forSt. Bonaventure)","832,605","1,846sq mi(4,781km2)",48642160,12
93060,446700,34.365429999999996,-119.09563,3294,34.365429999999996,-119.09563,Santa Paula,34583,144.4,Ventura,Ventura,1872,"The city of Ventura, derived fromMission San Buenaventura(Spanish forSt. Bonaventure)","832,605","1,846sq mi(4,781km2)",48642160,12
93063,626900,34.30922,-118.69041000000001,10246,34.30922,-118.69041000000001,Simi Valley,56198,600.0,Ventura,Ventura,1872,"The city of Ventura, derived fromMission San Buenaventura(Spanish forSt. Bonaventure)","832,605","1,846sq mi(4,781km2)",48642160,12
93065,642900,34.26206,-118.77151,14211,34.26206,-118.77151,Simi Valley,72991,945.6,Ventura,Ventura,1872,"The city of Ventura, derived fromMission San Buenaventura(Spanish forSt. Bonaventure)","832,605","1,846sq mi(4,781km2)",48642160,12
93066,1068500,34.288509999999995,-119.02848,364,34.288509999999995,-119.02848,Somis,2741,25.1,Ventura,Ventura,1872,"The city of Ventura, derived fromMission San Buenaventura(Spanish forSt. Bonaventure)","832,605","1,846sq mi(4,781km2)",48642160,12
93225,247900,34.78532,-119.04196,1147,34.78532,-119.04196,Frazier Park,5483,18.9,Ventura,Ventura,1872,"The city of Ventura, derived fromMission San Buenaventura(Spanish forSt. Bonaventure)","832,605","1,846sq mi(4,781km2)",48642160,12
93252,151100,34.80685,-119.34664,119,34.80685,-119.34664,Maricopa,1646,1.4,Ventura,Ventura,1872,"The city of Ventura, derived fromMission San Buenaventura(Spanish forSt. Bonaventure)","832,605","1,846sq mi(4,781km2)",48642160,12
91701,577200,34.137840000000004,-117.60028,7216,34.137840000000004,-117.60028,Rancho Cucamonga,39019,2038.1,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
91708,488900,33.951409999999996,-117.64506000000002,1495,33.951409999999996,-117.64506000000002,Chino,14179,676.9,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
91709,676800,33.95105,-117.72549,12574,33.95105,-117.72549,Chino Hills,78333,674.9,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
91710,512600,34.00507,-117.68248999999999,10950,34.00507,-117.68248999999999,Chino,82192,1440.4,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
91730,452400,34.100229999999996,-117.5811,8654,34.100229999999996,-117.5811,Rancho Cucamonga,69787,1962.6,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
91737,659500,34.155229999999996,-117.57808,4215,34.155229999999996,-117.57808,Rancho Cucamonga,23790,910.6,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
91739,648400,34.1622,-117.51558,6673,34.1622,-117.51558,Rancho Cucamonga,41427,562.8,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
91761,452900,34.03541,-117.5915,8557,34.03541,-117.5915,Ontario,60342,817.7,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
91762,437700,34.027640000000005,-117.64308,6935,34.027640000000005,-117.64308,Ontario,61690,1666.9,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
91763,423700,34.07208,-117.69828000000001,3571,34.07208,-117.69828000000001,Montclair,37821,2755.2,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
91764,415600,34.07533,-117.60163999999999,5410,34.07533,-117.60163999999999,Ontario,56317,2750.1,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
91784,666800,34.14103,-117.65831000000001,5740,34.14103,-117.65831000000001,Upland,26330,1112.2,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
91786,483400,34.10525,-117.66206000000001,5236,34.10525,-117.66206000000001,Upland,55405,2392.0,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
92242,101600,34.19019,-114.30755,104,34.19019,-114.30755,Earp,1256,10.7,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
92252,217900,34.14801,-116.28421999999999,1269,34.14801,-116.28421999999999,Joshua Tree,8797,30.2,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
92256,183300,34.072070000000004,-116.61761000000001,516,34.072070000000004,-116.61761000000001,Morongo Valley,3159,19.3,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
92268,427900,34.16146,-116.55001999999999,82,34.16146,-116.55001999999999,Pioneertown,503,2.8,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
92277,158900,34.11248,-115.68751999999999,1994,34.11248,-115.68751999999999,Twentynine Palms,26666,6.4,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
92284,225100,34.16013,-116.42473999999999,4560,34.16013,-116.42473999999999,Yucca Valley,25832,78.2,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
92285,157100,34.33762,-116.51364,314,34.33762,-116.51364,Landers,2699,3.8,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
92301,238600,34.65183,-117.52617,3670,34.65183,-117.52617,Adelanto,37571,64.5,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
92305,296400,34.17018,-116.83231,62,34.17018,-116.83231,Angelus Oaks,439,1.5,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
92307,301700,34.59078,-117.14126999999999,6223,34.59078,-117.14126999999999,Apple Valley,40604,83.6,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
92308,282100,34.42005,-117.15558,6993,34.42005,-117.15558,Apple Valley,43079,161.1,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
92309,86300,35.24942,-116.15578000000001,41,35.24942,-116.15578000000001,Baker,593,0.6,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
92311,144900,34.97204,-117.0101,2685,34.97204,-117.0101,Barstow,34204,31.1,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
92313,378100,34.031420000000004,-117.31373,1945,34.031420000000004,-117.31373,Grand Terrace,13079,1397.0,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
92314,307100,34.2576,-116.80075,2150,34.2576,-116.80075,Big Bear City,10905,115.0,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
92315,467800,34.22011,-116.95301,856,34.22011,-116.95301,Big Bear Lake,5225,68.7,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
92316,339100,34.0576,-117.39076000000001,3498,34.0576,-117.39076000000001,Bloomington,28593,958.8,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
92317,504900,34.24507,-117.20873999999999,134,34.24507,-117.20873999999999,Blue Jay,739,177.6,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
92321,370900,34.247479999999996,-117.14693999999999,222,34.247479999999996,-117.14693999999999,Cedar Glen,1010,54.7,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
92322,273100,34.25419,-117.32258999999999,260,34.25419,-117.32258999999999,Cedarpines Park,847,99.4,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
92324,326000,34.03398,-117.29008,6227,34.03398,-117.29008,Colton,57931,805.3,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
92325,278800,34.245540000000005,-117.27506000000001,1783,34.245540000000005,-117.27506000000001,Crestline,8347,368.8,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
92327,151700,34.86632,-116.84347,0,34.86632,-116.84347,Daggett,756,11.9,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
92333,372600,34.26951,-116.96276999999999,123,34.26951,-116.96276999999999,Fawnskin,462,17.7,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
92335,344200,34.08733,-117.46518999999999,8298,34.08733,-117.46518999999999,Fontana,97358,2153.3,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
92336,460100,34.13686,-117.46033,17876,34.13686,-117.46033,Fontana,98896,1920.3,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
92337,403600,34.04967,-117.47145,6244,34.04967,-117.47145,Fontana,38079,1073.3,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
92339,335700,34.08189,-116.83838,260,34.08189,-116.83838,Forest Falls,1146,5.6,San Bernardino,San Bernardino,1853,"The city of San Bernardino, named afterSaint Bernardino of Siena(Spanish for Saint Bernardine)","2,193,656","20,062sq mi(51,960km2)",87551000,8
