zipcode,median,lat_x,lng_x,mortgage,lat_y,lng_y,city,population,density,county,county_seat,est,etymology,popl_2022,area,gdp_usd,gdp_rank
93426,446200,35.84682,-120.97233,207,35.84682,-120.97233,Bradley,1591,2.8,Monterey,Salinas,1850,"Derived fromMonterey Bay, which was named for a Viceroy of New Spain,Gaspar de Zúñiga, 5th Count of Monterrey","432,858","3,322sq mi(8,604km2)",26112268,20
93450,338100,36.05791,-120.82893999999999,31,36.05791,-120.82893999999999,San Ardo,798,1.7,Monterey,Salinas,1850,"Derived fromMonterey Bay, which was named for a Viceroy of New Spain,Gaspar de Zúñiga, 5th Count of Monterrey","432,858","3,322sq mi(8,604km2)",26112268,20
93451,427400,35.89398,-120.56733,665,35.89398,-120.56733,San Miguel,4811,4.2,Monterey,Salinas,1850,"Derived fromMonterey Bay, which was named for a Viceroy of New Spain,Gaspar de Zúñiga, 5th Count of Monterrey","432,858","3,322sq mi(8,604km2)",26112268,20
93901,569700,36.647940000000006,-121.63044,3349,36.647940000000006,-121.63044,Salinas,29295,1180.0,Monterey,Salinas,1850,"Derived fromMonterey Bay, which was named for a Viceroy of New Spain,Gaspar de Zúñiga, 5th Count of Monterrey","432,858","3,322sq mi(8,604km2)",26112268,20
93905,444400,36.6849,-121.60562,4054,36.6849,-121.60562,Salinas,63949,2672.2,Monterey,Salinas,1850,"Derived fromMonterey Bay, which was named for a Viceroy of New Spain,Gaspar de Zúñiga, 5th Count of Monterrey","432,858","3,322sq mi(8,604km2)",26112268,20
93906,466900,36.72258,-121.63218,6591,36.72258,-121.63218,Salinas,66223,1928.2,Monterey,Salinas,1850,"Derived fromMonterey Bay, which was named for a Viceroy of New Spain,Gaspar de Zúñiga, 5th Count of Monterrey","432,858","3,322sq mi(8,604km2)",26112268,20
93907,566800,36.76643,-121.66816000000001,3551,36.76643,-121.66816000000001,Salinas,24667,174.7,Monterey,Salinas,1850,"Derived fromMonterey Bay, which was named for a Viceroy of New Spain,Gaspar de Zúñiga, 5th Count of Monterrey","432,858","3,322sq mi(8,604km2)",26112268,20
93908,846200,36.62153,-121.60048,2393,36.62153,-121.60048,Salinas,12605,20.2,Monterey,Salinas,1850,"Derived fromMonterey Bay, which was named for a Viceroy of New Spain,Gaspar de Zúñiga, 5th Count of Monterrey","432,858","3,322sq mi(8,604km2)",26112268,20
93920,1081500,36.03164,-121.52592,11,36.03164,-121.52592,Big Sur,1701,4.1,Monterey,Salinas,1850,"Derived fromMonterey Bay, which was named for a Viceroy of New Spain,Gaspar de Zúñiga, 5th Count of Monterrey","432,858","3,322sq mi(8,604km2)",26112268,20
93921,1646400,36.55359,-121.92258999999999,160,36.55359,-121.92258999999999,Carmel By The Sea,2564,1039.9,Monterey,Salinas,1850,"Derived fromMonterey Bay, which was named for a Viceroy of New Spain,Gaspar de Zúñiga, 5th Count of Monterrey","432,858","3,322sq mi(8,604km2)",26112268,20
93923,1199000,36.403940000000006,-121.79867,2558,36.403940000000006,-121.79867,Carmel,12758,24.3,Monterey,Salinas,1850,"Derived fromMonterey Bay, which was named for a Viceroy of New Spain,Gaspar de Zúñiga, 5th Count of Monterrey","432,858","3,322sq mi(8,604km2)",26112268,20
93924,987100,36.394890000000004,-121.63406,1438,36.394890000000004,-121.63406,Carmel Valley,6416,13.2,Monterey,Salinas,1850,"Derived fromMonterey Bay, which was named for a Viceroy of New Spain,Gaspar de Zúñiga, 5th Count of Monterrey","432,858","3,322sq mi(8,604km2)",26112268,20
93925,531300,36.602090000000004,-121.42526000000001,109,36.602090000000004,-121.42526000000001,Chualar,1513,11.7,Monterey,Salinas,1850,"Derived fromMonterey Bay, which was named for a Viceroy of New Spain,Gaspar de Zúñiga, 5th Count of Monterrey","432,858","3,322sq mi(8,604km2)",26112268,20
93926,453700,36.52567,-121.3991,946,36.52567,-121.3991,Gonzales,9086,52.2,Monterey,Salinas,1850,"Derived fromMonterey Bay, which was named for a Viceroy of New Spain,Gaspar de Zúñiga, 5th Count of Monterrey","432,858","3,322sq mi(8,604km2)",26112268,20
93927,350400,36.26978,-121.38018000000001,1614,36.26978,-121.38018000000001,Greenfield,19665,36.1,Monterey,Salinas,1850,"Derived fromMonterey Bay, which was named for a Viceroy of New Spain,Gaspar de Zúñiga, 5th Count of Monterrey","432,858","3,322sq mi(8,604km2)",26112268,20
93930,336200,36.19924,-121.07282,1540,36.19924,-121.07282,King City,16945,19.1,Monterey,Salinas,1850,"Derived fromMonterey Bay, which was named for a Viceroy of New Spain,Gaspar de Zúñiga, 5th Count of Monterrey","432,858","3,322sq mi(8,604km2)",26112268,20
93932,388100,36.00143,-121.05757,18,36.00143,-121.05757,Lockwood,477,2.4,Monterey,Salinas,1850,"Derived fromMonterey Bay, which was named for a Viceroy of New Spain,Gaspar de Zúñiga, 5th Count of Monterrey","432,858","3,322sq mi(8,604km2)",26112268,20
93933,599700,36.67566,-121.78237,2541,36.67566,-121.78237,Marina,26301,951.3,Monterey,Salinas,1850,"Derived fromMonterey Bay, which was named for a Viceroy of New Spain,Gaspar de Zúñiga, 5th Count of Monterrey","432,858","3,322sq mi(8,604km2)",26112268,20
93940,861000,36.452940000000005,-121.8498,4013,36.452940000000005,-121.8498,Monterey,32273,354.6,Monterey,Salinas,1850,"Derived fromMonterey Bay, which was named for a Viceroy of New Spain,Gaspar de Zúñiga, 5th Count of Monterrey","432,858","3,322sq mi(8,604km2)",26112268,20
93950,929200,36.618990000000004,-121.92575,1854,36.618990000000004,-121.92575,Pacific Grove,15169,2085.8,Monterey,Salinas,1850,"Derived fromMonterey Bay, which was named for a Viceroy of New Spain,Gaspar de Zúñiga, 5th Count of Monterrey","432,858","3,322sq mi(8,604km2)",26112268,20
93953,1418400,36.58566,-121.94328999999999,670,36.58566,-121.94328999999999,Pebble Beach,3619,172.5,Monterey,Salinas,1850,"Derived fromMonterey Bay, which was named for a Viceroy of New Spain,Gaspar de Zúñiga, 5th Count of Monterrey","432,858","3,322sq mi(8,604km2)",26112268,20
93954,230800,36.16434,-120.92441000000001,24,36.16434,-120.92441000000001,San Lucas,446,2.9,Monterey,Salinas,1850,"Derived fromMonterey Bay, which was named for a Viceroy of New Spain,Gaspar de Zúñiga, 5th Count of Monterrey","432,858","3,322sq mi(8,604km2)",26112268,20
93955,588100,36.62153,-121.79562,2710,36.62153,-121.79562,Seaside,32979,484.1,Monterey,Salinas,1850,"Derived fromMonterey Bay, which was named for a Viceroy of New Spain,Gaspar de Zúñiga, 5th Count of Monterrey","432,858","3,322sq mi(8,604km2)",26112268,20
93960,432200,36.40489,-121.32121000000001,1427,36.40489,-121.32121000000001,Soledad,26357,58.4,Monterey,Salinas,1850,"Derived fromMonterey Bay, which was named for a Viceroy of New Spain,Gaspar de Zúñiga, 5th Count of Monterrey","432,858","3,322sq mi(8,604km2)",26112268,20
93962,562500,36.62472,-121.64648999999999,87,36.62472,-121.64648999999999,Spreckels,203,641.6,Monterey,Salinas,1850,"Derived fromMonterey Bay, which was named for a Viceroy of New Spain,Gaspar de Zúñiga, 5th Count of Monterrey","432,858","3,322sq mi(8,604km2)",26112268,20
95004,780500,36.868179999999995,-121.63237,705,36.868179999999995,-121.63237,Aromas,4280,75.3,Monterey,Salinas,1850,"Derived fromMonterey Bay, which was named for a Viceroy of New Spain,Gaspar de Zúñiga, 5th Count of Monterrey","432,858","3,322sq mi(8,604km2)",26112268,20
95012,486000,36.78373,-121.74163999999999,940,36.78373,-121.74163999999999,Castroville,10647,318.3,Monterey,Salinas,1850,"Derived fromMonterey Bay, which was named for a Viceroy of New Spain,Gaspar de Zúñiga, 5th Count of Monterrey","432,858","3,322sq mi(8,604km2)",26112268,20
95039,227500,36.81515,-121.7779,48,36.81515,-121.7779,Moss Landing,1360,30.2,Monterey,Salinas,1850,"Derived fromMonterey Bay, which was named for a Viceroy of New Spain,Gaspar de Zúñiga, 5th Count of Monterrey","432,858","3,322sq mi(8,604km2)",26112268,20
93512,228800,37.87379,-118.53455,56,37.87379,-118.53455,Benton,284,1.1,Mono,Bridgeport,1861,"Mono Lake; derived fromMonachi, aYokutsname for native peoples of theSierra Nevada","12,978","3,044sq mi(7,884km2)",1048415,51
93514,337700,37.4947,-118.38513999999999,1973,37.4947,-118.38513999999999,Bishop,14949,5.7,Mono,Bridgeport,1861,"Mono Lake; derived fromMonachi, aYokutsname for native peoples of theSierra Nevada","12,978","3,044sq mi(7,884km2)",1048415,51
93517,254200,38.27091,-119.27372,119,38.27091,-119.27372,Bridgeport,592,0.7,Mono,Bridgeport,1861,"Mono Lake; derived fromMonachi, aYokutsname for native peoples of theSierra Nevada","12,978","3,044sq mi(7,884km2)",1048415,51
93529,485000,37.7832,-119.1375,80,37.7832,-119.1375,June Lake,263,1.4,Mono,Bridgeport,1861,"Mono Lake; derived fromMonachi, aYokutsname for native peoples of theSierra Nevada","12,978","3,044sq mi(7,884km2)",1048415,51
93541,216300,37.99678,-119.01847,0,37.99678,-119.01847,Lee Vining,353,0.4,Mono,Bridgeport,1861,"Mono Lake; derived fromMonachi, aYokutsname for native peoples of theSierra Nevada","12,978","3,044sq mi(7,884km2)",1048415,51
93546,493800,37.60573,-118.85219,1593,37.60573,-118.85219,Mammoth Lakes,8779,14.4,Mono,Bridgeport,1861,"Mono Lake; derived fromMonachi, aYokutsname for native peoples of theSierra Nevada","12,978","3,044sq mi(7,884km2)",1048415,51
96107,245800,38.45215,-119.51421,98,38.45215,-119.51421,Coleville,714,2.9,Mono,Bridgeport,1861,"Mono Lake; derived fromMonachi, aYokutsname for native peoples of theSierra Nevada","12,978","3,044sq mi(7,884km2)",1048415,51
96133,219600,38.631809999999994,-119.50423,91,38.631809999999994,-119.50423,Topaz,363,10.7,Mono,Bridgeport,1861,"Mono Lake; derived fromMonachi, aYokutsname for native peoples of theSierra Nevada","12,978","3,044sq mi(7,884km2)",1048415,51
93601,327800,37.39395,-119.73702,289,37.39395,-119.73702,Ahwahnee,1455,14.2,Madera,Madera,1893,"The city of Madera, which was named for the lumber industry it was created for;maderais Spanish for ""wood"" or ""timber"".","160,256","2,138sq mi(5,537km2)",5948983,34
93604,639500,37.3717,-119.52215,49,37.3717,-119.52215,Bass Lake,343,3.0,Madera,Madera,1893,"The city of Madera, which was named for the lumber industry it was created for;maderais Spanish for ""wood"" or ""timber"".","160,256","2,138sq mi(5,537km2)",5948983,34
93610,250600,37.09047,-120.29036,1741,37.09047,-120.29036,Chowchilla,23575,34.6,Madera,Madera,1893,"The city of Madera, which was named for the lumber industry it was created for;maderais Spanish for ""wood"" or ""timber"".","160,256","2,138sq mi(5,537km2)",5948983,34
93614,307300,37.21282,-119.72658999999999,2596,37.21282,-119.72658999999999,Coarsegold,11951,35.9,Madera,Madera,1893,"The city of Madera, which was named for the lumber industry it was created for;maderais Spanish for ""wood"" or ""timber"".","160,256","2,138sq mi(5,537km2)",5948983,34
93626,509400,37.032779999999995,-119.68601000000001,601,37.032779999999995,-119.68601000000001,Friant,2255,8.8,Madera,Madera,1893,"The city of Madera, which was named for the lumber industry it was created for;maderais Spanish for ""wood"" or ""timber"".","160,256","2,138sq mi(5,537km2)",5948983,34
93636,375000,36.98171,-119.87706000000001,2372,36.98171,-119.87706000000001,Madera,12921,25.3,Madera,Madera,1893,"The city of Madera, which was named for the lumber industry it was created for;maderais Spanish for ""wood"" or ""timber"".","160,256","2,138sq mi(5,537km2)",5948983,34
93637,275900,36.910990000000005,-120.1922,4782,36.910990000000005,-120.1922,Madera,40996,56.4,Madera,Madera,1893,"The city of Madera, which was named for the lumber industry it was created for;maderais Spanish for ""wood"" or ""timber"".","160,256","2,138sq mi(5,537km2)",5948983,34
93638,239700,37.0424,-120.03816,4994,37.0424,-120.03816,Madera,51669,221.0,Madera,Madera,1893,"The city of Madera, which was named for the lumber industry it was created for;maderais Spanish for ""wood"" or ""timber"".","160,256","2,138sq mi(5,537km2)",5948983,34
93643,237800,37.27155,-119.45003999999999,531,37.27155,-119.45003999999999,North Fork,2836,7.2,Madera,Madera,1893,"The city of Madera, which was named for the lumber industry it was created for;maderais Spanish for ""wood"" or ""timber"".","160,256","2,138sq mi(5,537km2)",5948983,34
93644,301300,37.41245,-119.59431000000001,1503,37.41245,-119.59431000000001,Oakhurst,7889,26.0,Madera,Madera,1893,"The city of Madera, which was named for the lumber industry it was created for;maderais Spanish for ""wood"" or ""timber"".","160,256","2,138sq mi(5,537km2)",5948983,34
93653,443500,37.247690000000006,-119.91882,203,37.247690000000006,-119.91882,Raymond,1370,2.5,Madera,Madera,1893,"The city of Madera, which was named for the lumber industry it was created for;maderais Spanish for ""wood"" or ""timber"".","160,256","2,138sq mi(5,537km2)",5948983,34
93620,267700,37.0448,-120.6223,884,37.0448,-120.6223,Dos Palos,8865,21.2,Merced,Merced,1855,"The city of Merced, derived from the original Spanish nameEl Río de Nuestra Señora de la Merced(""River of Our Lady of Mercy"")","290,014","1,929sq mi(4,996km2)",8986693,28
93635,343000,37.016,-120.88293999999999,4806,37.016,-120.88293999999999,Los Banos,46606,46.1,Merced,Merced,1855,"The city of Merced, derived from the original Spanish nameEl Río de Nuestra Señora de la Merced(""River of Our Lady of Mercy"")","290,014","1,929sq mi(4,996km2)",8986693,28
95301,288800,37.306340000000006,-120.65118999999999,4867,37.306340000000006,-120.65118999999999,Atwater,41015,208.2,Merced,Merced,1855,"The city of Merced, derived from the original Spanish nameEl Río de Nuestra Señora de la Merced(""River of Our Lady of Mercy"")","290,014","1,929sq mi(4,996km2)",8986693,28
95303,592600,37.4714,-120.67743999999999,103,37.4714,-120.67743999999999,Ballico,860,11.5,Merced,Merced,1855,"The city of Merced, derived from the original Spanish nameEl Río de Nuestra Señora de la Merced(""River of Our Lady of Mercy"")","290,014","1,929sq mi(4,996km2)",8986693,28
95312,215000,37.42107,-120.65295,19,37.42107,-120.65295,Cressey,241,94.9,Merced,Merced,1855,"The city of Merced, derived from the original Spanish nameEl Río de Nuestra Señora de la Merced(""River of Our Lady of Mercy"")","290,014","1,929sq mi(4,996km2)",8986693,28
95315,273000,37.42243,-120.7733,1518,37.42243,-120.7733,Delhi,13334,271.8,Merced,Merced,1855,"The city of Merced, derived from the original Spanish nameEl Río de Nuestra Señora de la Merced(""River of Our Lady of Mercy"")","290,014","1,929sq mi(4,996km2)",8986693,28
95317,425000,37.12947,-120.5074,24,37.12947,-120.5074,El Nido,963,8.1,Merced,Merced,1855,"The city of Merced, derived from the original Spanish nameEl Río de Nuestra Señora de la Merced(""River of Our Lady of Mercy"")","290,014","1,929sq mi(4,996km2)",8986693,28
95322,354500,37.17622,-121.01861000000001,1275,37.17622,-121.01861000000001,Gustine,10012,22.8,Merced,Merced,1855,"The city of Merced, derived from the original Spanish nameEl Río de Nuestra Señora de la Merced(""River of Our Lady of Mercy"")","290,014","1,929sq mi(4,996km2)",8986693,28
95324,313200,37.39452,-120.89605,783,37.39452,-120.89605,Hilmar,8639,83.1,Merced,Merced,1855,"The city of Merced, derived from the original Spanish nameEl Río de Nuestra Señora de la Merced(""River of Our Lady of Mercy"")","290,014","1,929sq mi(4,996km2)",8986693,28
95333,274600,37.2447,-120.24277,270,37.2447,-120.24277,Le Grand,3031,9.6,Merced,Merced,1855,"The city of Merced, derived from the original Spanish nameEl Río de Nuestra Señora de la Merced(""River of Our Lady of Mercy"")","290,014","1,929sq mi(4,996km2)",8986693,28
95334,246500,37.347559999999994,-120.74623999999999,1158,37.347559999999994,-120.74623999999999,Livingston,17253,118.0,Merced,Merced,1855,"The city of Merced, derived from the original Spanish nameEl Río de Nuestra Señora de la Merced(""River of Our Lady of Mercy"")","290,014","1,929sq mi(4,996km2)",8986693,28
95340,300400,37.34128,-120.40658,4130,37.34128,-120.40658,Merced,37584,279.3,Merced,Merced,1855,"The city of Merced, derived from the original Spanish nameEl Río de Nuestra Señora de la Merced(""River of Our Lady of Mercy"")","290,014","1,929sq mi(4,996km2)",8986693,28
95341,232400,37.23037,-120.50715,2592,37.23037,-120.50715,Merced,34045,89.5,Merced,Merced,1855,"The city of Merced, derived from the original Spanish nameEl Río de Nuestra Señora de la Merced(""River of Our Lady of Mercy"")","290,014","1,929sq mi(4,996km2)",8986693,28
95348,273400,37.41525,-120.4979,2541,37.41525,-120.4979,Merced,34489,225.7,Merced,Merced,1855,"The city of Merced, derived from the original Spanish nameEl Río de Nuestra Señora de la Merced(""River of Our Lady of Mercy"")","290,014","1,929sq mi(4,996km2)",8986693,28
95365,183900,37.3012,-120.33152,415,37.3012,-120.33152,Planada,4146,436.7,Merced,Merced,1855,"The city of Merced, derived from the original Spanish nameEl Río de Nuestra Señora de la Merced(""River of Our Lady of Mercy"")","290,014","1,929sq mi(4,996km2)",8986693,28
95369,339200,37.52435,-120.41301000000001,112,37.52435,-120.41301000000001,Snelling,798,2.0,Merced,Merced,1855,"The city of Merced, derived from the original Spanish nameEl Río de Nuestra Señora de la Merced(""River of Our Lady of Mercy"")","290,014","1,929sq mi(4,996km2)",8986693,28
95374,357300,37.316359999999996,-120.85683,108,37.316359999999996,-120.85683,Stevinson,1702,14.8,Merced,Merced,1855,"The city of Merced, derived from the original Spanish nameEl Río de Nuestra Señora de la Merced(""River of Our Lady of Mercy"")","290,014","1,929sq mi(4,996km2)",8986693,28
95388,231700,37.42171,-120.59715,1365,37.42171,-120.59715,Winton,13270,135.9,Merced,Merced,1855,"The city of Merced, derived from the original Spanish nameEl Río de Nuestra Señora de la Merced(""River of Our Lady of Mercy"")","290,014","1,929sq mi(4,996km2)",8986693,28
94002,1678500,37.513659999999994,-122.29853,4505,37.513659999999994,-122.29853,Belmont,28201,1935.9,San Mateo,Redwood City,1856,Spanish forSaint Matthew,"729,181","449sq mi(1,163km2)",142240790,6
94005,923800,37.6882,-122.40873,931,37.6882,-122.40873,Brisbane,4803,404.9,San Mateo,Redwood City,1856,Spanish forSaint Matthew,"729,181","449sq mi(1,163km2)",142240790,6
94010,2000000,37.57306,-122.37828,7121,37.57306,-122.37828,Burlingame,43644,1114.7,San Mateo,Redwood City,1856,Spanish forSaint Matthew,"729,181","449sq mi(1,163km2)",142240790,6
94014,865400,37.6907,-122.44769,5315,37.6907,-122.44769,Daly City,47708,2882.1,San Mateo,Redwood City,1856,Spanish forSaint Matthew,"729,181","449sq mi(1,163km2)",142240790,6
94015,932200,37.68121,-122.48074,8356,37.68121,-122.48074,Daly City,64754,4420.7,San Mateo,Redwood City,1856,Spanish forSaint Matthew,"729,181","449sq mi(1,163km2)",142240790,6
94018,1244200,37.506029999999996,-122.47321000000001,782,37.506029999999996,-122.47321000000001,El Granada,3636,2424.6,San Mateo,Redwood City,1856,Spanish forSaint Matthew,"729,181","449sq mi(1,163km2)",142240790,6
94019,1273400,37.44826,-122.4023,2635,37.44826,-122.4023,Half Moon Bay,15452,99.9,San Mateo,Redwood City,1856,Spanish forSaint Matthew,"729,181","449sq mi(1,163km2)",142240790,6
94020,838200,37.284729999999996,-122.21968999999999,409,37.284729999999996,-122.21968999999999,La Honda,2186,20.1,San Mateo,Redwood City,1856,Spanish forSaint Matthew,"729,181","449sq mi(1,163km2)",142240790,6
94025,2000000,37.45087,-122.1829,6210,37.45087,-122.1829,Menlo Park,41826,1930.5,San Mateo,Redwood City,1856,Spanish forSaint Matthew,"729,181","449sq mi(1,163km2)",142240790,6
94027,2000000,37.453990000000005,-122.20313,1078,37.453990000000005,-122.20313,Atherton,7213,554.0,San Mateo,Redwood City,1856,Spanish forSaint Matthew,"729,181","449sq mi(1,163km2)",142240790,6
94028,2000000,37.37492,-122.21136000000001,1165,37.37492,-122.21136000000001,Portola Valley,6582,146.7,San Mateo,Redwood City,1856,Spanish forSaint Matthew,"729,181","449sq mi(1,163km2)",142240790,6
94030,1606700,37.59969,-122.40343,3237,37.59969,-122.40343,Millbrae,23083,2641.2,San Mateo,Redwood City,1856,Spanish forSaint Matthew,"729,181","449sq mi(1,163km2)",142240790,6
94037,1244300,37.55327,-122.49583999999999,618,37.55327,-122.49583999999999,Montara,2879,202.0,San Mateo,Redwood City,1856,Spanish forSaint Matthew,"729,181","449sq mi(1,163km2)",142240790,6
94038,995800,37.52946,-122.4849,409,37.52946,-122.4849,Moss Beach,3227,209.6,San Mateo,Redwood City,1856,Spanish forSaint Matthew,"729,181","449sq mi(1,163km2)",142240790,6
94044,1012200,37.60544,-122.47993000000001,6811,37.60544,-122.47993000000001,Pacifica,38609,988.0,San Mateo,Redwood City,1856,Spanish forSaint Matthew,"729,181","449sq mi(1,163km2)",142240790,6
94060,1012800,37.222970000000004,-122.33572,135,37.222970000000004,-122.33572,Pescadero,1293,6.8,San Mateo,Redwood City,1856,Spanish forSaint Matthew,"729,181","449sq mi(1,163km2)",142240790,6
94061,1558300,37.46136,-122.23731000000001,5101,37.46136,-122.23731000000001,Redwood City,38255,3825.5,San Mateo,Redwood City,1856,Spanish forSaint Matthew,"729,181","449sq mi(1,163km2)",142240790,6
94062,2000000,37.42562,-122.29653,5187,37.42562,-122.29653,Redwood City,26847,160.3,San Mateo,Redwood City,1856,Spanish forSaint Matthew,"729,181","449sq mi(1,163km2)",142240790,6
94063,1002400,37.49367,-122.20823,2371,37.49367,-122.20823,Redwood City,35163,2088.0,San Mateo,Redwood City,1856,Spanish forSaint Matthew,"729,181","449sq mi(1,163km2)",142240790,6
94065,1545800,37.53504,-122.24683,2193,37.53504,-122.24683,Redwood City,11772,1981.7,San Mateo,Redwood City,1856,Spanish forSaint Matthew,"729,181","449sq mi(1,163km2)",142240790,6
94066,1027400,37.62539,-122.43229,6436,37.62539,-122.43229,San Bruno,43846,2793.4,San Mateo,Redwood City,1856,Spanish forSaint Matthew,"729,181","449sq mi(1,163km2)",142240790,6
94070,1910300,37.49739,-122.27021,6249,37.49739,-122.27021,San Carlos,31477,1985.5,San Mateo,Redwood City,1856,Spanish forSaint Matthew,"729,181","449sq mi(1,163km2)",142240790,6
94074,1086500,37.32817,-122.34163999999998,37,37.32817,-122.34163999999998,San Gregorio,140,2.3,San Mateo,Redwood City,1856,Spanish forSaint Matthew,"729,181","449sq mi(1,163km2)",142240790,6
94080,963700,37.655409999999996,-122.42083000000001,9357,37.655409999999996,-122.42083000000001,South San Francisco,66652,2528.6,San Mateo,Redwood City,1856,Spanish forSaint Matthew,"729,181","449sq mi(1,163km2)",142240790,6
94401,944300,37.57445,-122.31942,4011,37.57445,-122.31942,San Mateo,35095,4356.1,San Mateo,Redwood City,1856,Spanish forSaint Matthew,"729,181","449sq mi(1,163km2)",142240790,6
94402,1882300,37.54035,-122.33388000000001,4421,37.54035,-122.33388000000001,San Mateo,27188,2077.3,San Mateo,Redwood City,1856,Spanish forSaint Matthew,"729,181","449sq mi(1,163km2)",142240790,6
94403,1499300,37.53844,-122.30453999999999,6368,37.53844,-122.30453999999999,San Mateo,44244,3032.8,San Mateo,Redwood City,1856,Spanish forSaint Matthew,"729,181","449sq mi(1,163km2)",142240790,6
94404,1404600,37.5562,-122.26905,5346,37.5562,-122.26905,San Mateo,36571,3246.0,San Mateo,Redwood City,1856,Spanish forSaint Matthew,"729,181","449sq mi(1,163km2)",142240790,6
94022,2000000,37.355340000000005,-122.14493999999999,3689,37.355340000000005,-122.14493999999999,Los Altos,20069,437.3,Santa Clara,San Jose,1850,"City of Santa Clara, fromMission Santa Clara de Asís, named forSaint Clare of Assisi(Spanish for Saint Clare)","1,870,945","1,291sq mi(3,344km2)",382333994,2
94024,2000000,37.35037,-122.09863,4419,37.35037,-122.09863,Los Altos,24203,1129.6,Santa Clara,San Jose,1850,"City of Santa Clara, fromMission Santa Clara de Asís, named forSaint Clare of Assisi(Spanish for Saint Clare)","1,870,945","1,291sq mi(3,344km2)",382333994,2
94040,2000000,37.380340000000004,-122.08531,3853,37.380340000000004,-122.08531,Mountain View,35800,3776.6,Santa Clara,San Jose,1850,"City of Santa Clara, fromMission Santa Clara de Asís, named forSaint Clare of Assisi(Spanish for Saint Clare)","1,870,945","1,291sq mi(3,344km2)",382333994,2
94041,1804400,37.388220000000004,-122.07529,1144,37.388220000000004,-122.07529,Mountain View,14862,3606.6,Santa Clara,San Jose,1850,"City of Santa Clara, fromMission Santa Clara de Asís, named forSaint Clare of Assisi(Spanish for Saint Clare)","1,870,945","1,291sq mi(3,344km2)",382333994,2
94043,1341300,37.41188,-122.06891999999999,4396,37.41188,-122.06891999999999,Mountain View,33052,1508.8,Santa Clara,San Jose,1850,"City of Santa Clara, fromMission Santa Clara de Asís, named forSaint Clare of Assisi(Spanish for Saint Clare)","1,870,945","1,291sq mi(3,344km2)",382333994,2
94085,1217000,37.38862,-122.01793,2723,37.38862,-122.01793,Sunnyvale,23805,2616.6,Santa Clara,San Jose,1850,"City of Santa Clara, fromMission Santa Clara de Asís, named forSaint Clare of Assisi(Spanish for Saint Clare)","1,870,945","1,291sq mi(3,344km2)",382333994,2
94086,1504000,37.37164,-122.02316,3965,37.37164,-122.02316,Sunnyvale,48482,4286.8,Santa Clara,San Jose,1850,"City of Santa Clara, fromMission Santa Clara de Asís, named forSaint Clare of Assisi(Spanish for Saint Clare)","1,870,945","1,291sq mi(3,344km2)",382333994,2
94087,1945100,37.35164,-122.03669,7307,37.35164,-122.03669,Sunnyvale,59771,3501.4,Santa Clara,San Jose,1850,"City of Santa Clara, fromMission Santa Clara de Asís, named forSaint Clare of Assisi(Spanish for Saint Clare)","1,870,945","1,291sq mi(3,344km2)",382333994,2
94089,338100,37.41192,-122.01441000000001,2451,37.41192,-122.01441000000001,Sunnyvale,23492,1490.6,Santa Clara,San Jose,1850,"City of Santa Clara, fromMission Santa Clara de Asís, named forSaint Clare of Assisi(Spanish for Saint Clare)","1,870,945","1,291sq mi(3,344km2)",382333994,2
94301,2000000,37.44424,-122.14992,2087,37.44424,-122.14992,Palo Alto,17243,2808.8,Santa Clara,San Jose,1850,"City of Santa Clara, fromMission Santa Clara de Asís, named forSaint Clare of Assisi(Spanish for Saint Clare)","1,870,945","1,291sq mi(3,344km2)",382333994,2
94303,1567000,37.45064,-122.11928,5552,37.45064,-122.11928,Palo Alto,48487,2218.4,Santa Clara,San Jose,1850,"City of Santa Clara, fromMission Santa Clara de Asís, named forSaint Clare of Assisi(Spanish for Saint Clare)","1,870,945","1,291sq mi(3,344km2)",382333994,2
94304,2000000,37.39744,-122.16698999999998,222,37.39744,-122.16698999999998,Palo Alto,4295,345.0,Santa Clara,San Jose,1850,"City of Santa Clara, fromMission Santa Clara de Asís, named forSaint Clare of Assisi(Spanish for Saint Clare)","1,870,945","1,291sq mi(3,344km2)",382333994,2
94305,2000000,37.41623,-122.17069,536,37.41623,-122.17069,Stanford,16469,1330.4,Santa Clara,San Jose,1850,"City of Santa Clara, fromMission Santa Clara de Asís, named forSaint Clare of Assisi(Spanish for Saint Clare)","1,870,945","1,291sq mi(3,344km2)",382333994,2
94306,2000000,37.416270000000004,-122.13088,3482,37.416270000000004,-122.13088,Palo Alto,28394,2683.4,Santa Clara,San Jose,1850,"City of Santa Clara, fromMission Santa Clara de Asís, named forSaint Clare of Assisi(Spanish for Saint Clare)","1,870,945","1,291sq mi(3,344km2)",382333994,2
95002,659100,37.44075,-122.00046999999999,211,37.44075,-122.00046999999999,Alviso,2325,93.7,Santa Clara,San Jose,1850,"City of Santa Clara, fromMission Santa Clara de Asís, named forSaint Clare of Assisi(Spanish for Saint Clare)","1,870,945","1,291sq mi(3,344km2)",382333994,2
95008,1230900,37.27977,-121.95481000000001,6455,37.27977,-121.95481000000001,Campbell,48786,2914.3,Santa Clara,San Jose,1850,"City of Santa Clara, fromMission Santa Clara de Asís, named forSaint Clare of Assisi(Spanish for Saint Clare)","1,870,945","1,291sq mi(3,344km2)",382333994,2
