zip_code,median,lat,lng,mortgage
93292,252500,36.3763,-119.22183,6059
93301,190600,35.38428,-119.02057,832
93304,179300,35.33938,-119.02368,4348
93305,169300,35.38989,-118.98515,2546
93306,227700,35.46595,-118.78445,10002
93307,187100,35.2487,-118.93253,7536
93308,242800,35.5498,-118.93389,5576
93309,226200,35.34266,-119.06461,7195
93311,324800,35.15378,-119.16567,8646
93312,328400,35.39186,-119.11954,11445
93313,283400,35.16363,-119.04715,9676
93314,412200,35.385,-119.23741,6815
93401,775100,35.23539,-120.61834,3595
93402,616100,35.29082,-120.8392,2562
93405,753500,35.29672,-120.72618,1885
93420,710000,35.16682,-120.46617,5420
93422,573000,35.4638,-120.69007,6062
93424,888000,35.20141,-120.78394,233
93426,446200,35.84682,-120.97233,207
93427,621600,34.62724,-120.22465,939
93428,705200,35.58995,-121.02943,1393
93430,896700,35.49214,-120.92422,478
93432,657700,35.47686,-120.47228,224
93433,577300,35.12045,-120.61894,1825
93434,337100,34.94086,-120.6113,695
93436,373600,34.60888,-120.4002,6088
93440,553800,34.74606,-120.25292,243
93441,927500,34.73296,-120.09721,136
93442,711900,35.4,-120.80495,1865
93444,643200,35.03553,-120.50293,3603
93445,425200,35.03319,-120.62002,1061
93446,502500,35.65861,-120.71888,7940
93449,771400,35.15803,-120.6504,1711
93450,338100,36.05791,-120.82894,31
93451,427400,35.89398,-120.56733,665
93452,281800,35.71078,-121.20396,49
93453,504200,35.31339,-120.1655,349
93454,375900,34.94834,-120.23425,4553
93455,452600,34.84195,-120.45522,8136
93458,361300,34.95477,-120.49042,4122
93460,962500,34.66214,-119.90091,1061
93461,346500,35.63519,-120.26951,221
93463,892900,34.60688,-120.13495,1519
93465,763200,35.54267,-120.73417,1861
93501,120300,35.0411,-118.22922,431
93505,169100,35.15708,-117.90934,1889
93510,589000,34.45627,-118.2109,1507
93512,228800,37.87379,-118.53455,56
93513,269600,37.18401,-118.17129,213
93514,337700,37.4947,-118.38514,1973
93516,74500,35.0081,-117.64268,227
93517,254200,38.27091,-119.27372,119
93518,235800,35.37675,-118.47314,158
93523,81200,34.99788,-117.88308,145
93526,223500,36.85941,-118.25378,67
93527,212100,35.80294,-117.98504,328
93529,485000,37.7832,-119.1375,80
93531,444600,35.22937,-118.60781,88
93532,318700,34.68571,-118.55914,642
93534,257600,34.71759,-118.15079,3828
93535,241800,34.69908,-117.89613,9270
93536,377300,34.75267,-118.3889,12047
93541,216300,37.99678,-119.01847,0
93543,266000,34.47916,-117.97357,1677
93544,270400,34.49063,-117.75505,307
93545,197600,36.6046,-118.02721,292
93546,493800,37.60573,-118.85219,1593
93549,163800,36.27728,-117.96016,23
93550,280900,34.38305,-118.04926,8461
93551,410900,34.59404,-118.22634,9950
93552,324500,34.58412,-118.02386,6184
93553,288800,34.44515,-117.89611,251
93555,194600,35.58596,-117.68446,4943
93560,240800,34.87116,-118.32594,3475
93561,295000,35.10904,-118.52016,6164
93562,57600,35.70667,-117.34263,78
93591,207200,34.59656,-117.80955,1185
93601,327800,37.39395,-119.73702,289
93602,291300,37.0644,-119.37484,562
93604,639500,37.3717,-119.52215,49
93605,297700,37.17622,-119.24953,11
93606,169200,36.79871,-120.01625,105
93608,154600,36.5055,-120.3418,33
93609,206000,36.52616,-119.86388,512
93610,250600,37.09047,-120.29036,1741
93611,365400,36.82552,-119.68115,8785
93612,243900,36.81548,-119.71076,3526
93614,307300,37.21282,-119.72659,2596
93615,171900,36.50374,-119.28385,292
93616,198000,36.65468,-119.59437,260
93618,237000,36.52213,-119.38661,3372
93619,452500,36.91656,-119.57372,9992
93620,267700,37.0448,-120.6223,884
93622,185900,36.79283,-120.62434,717
93625,298100,36.62423,-119.67173,936
93626,509400,37.03278,-119.68601,601
93630,262200,36.71831,-120.12912,1923
93631,326800,36.47653,-119.52131,2351
93635,343000,37.016,-120.88294,4806
93636,375000,36.98171,-119.87706,2372
93637,275900,36.91099,-120.1922,4782
93638,239700,37.0424,-120.03816,4994
93640,204600,36.67215,-120.43778,1143
93643,237800,37.27155,-119.45004,531
93644,301300,37.41245,-119.59431,1503
93646,201700,36.63218,-119.28938,736
93647,167400,36.58449,-119.17773,1213
93648,186100,36.6206,-119.52062,1416
93650,192600,36.84026,-119.80038,148
93651,366400,37.00296,-119.521,268
93652,169900,36.59502,-119.90458,12
93653,443500,37.24769,-119.91882,203
93654,250200,36.65747,-119.402,2970
93656,208200,36.45173,-119.93615,429
93657,307100,36.78853,-119.4378,4678
93660,207900,36.60932,-120.16514,308
93662,216900,36.53963,-119.64287,2955
93664,527800,37.05671,-119.17981,75
93667,283300,36.96585,-119.31511,322
93668,370600,36.65663,-120.28997,115
93673,176100,36.45229,-119.48232,35
93675,240800,36.73251,-119.19285,664
93701,164100,36.74955,-119.78772,333
93702,159800,36.73942,-119.75422,2696
93703,183200,36.76884,-119.76249,2816
93704,291600,36.80012,-119.80202,3878
93705,213400,36.78667,-119.82851,3698
93706,186300,36.65344,-119.90216,2295
93710,281800,36.82335,-119.76251,3151
93711,398800,36.83508,-119.83309,6077
93720,370800,36.8606,-119.76228,6951
93721,181500,36.73282,-119.78383,113
93722,270900,36.80003,-119.87791,11832
93723,374300,36.78693,-119.95271,2075
93725,226200,36.62667,-119.73501,2615
93726,214600,36.79374,-119.76161,3873
93727,287000,36.75119,-119.69736,10562
93728,210500,36.75729,-119.81816,1475
93730,522200,36.90354,-119.75512,2246
93737,387300,36.75358,-119.6456,1380
93901,569700,36.64794,-121.63044,3349
93905,444400,36.6849,-121.60562,4054
93906,466900,36.72258,-121.63218,6591
93907,566800,36.76643,-121.66816,3551
93908,846200,36.62153,-121.60048,2393
93920,1081500,36.03164,-121.52592,11
93921,1646400,36.55359,-121.92259,160
93923,1199000,36.40394,-121.79867,2558
93924,987100,36.39489,-121.63406,1438
93925,531300,36.60209,-121.42526,109
93926,453700,36.52567,-121.3991,946
93927,350400,36.26978,-121.38018,1614
93930,336200,36.19924,-121.07282,1540
93932,388100,36.00143,-121.05757,18
93933,599700,36.67566,-121.78237,2541
93940,861000,36.45294,-121.8498,4013
93950,929200,36.61899,-121.92575,1854
93953,1418400,36.58566,-121.94329,670
93954,230800,36.16434,-120.92441,24
93955,588100,36.62153,-121.79562,2710
93960,432200,36.40489,-121.32121,1427
93962,562500,36.62472,-121.64649,87
94002,1678500,37.51366,-122.29853,4505
94005,923800,37.6882,-122.40873,931
94010,2000000,37.57306,-122.37828,7121
94014,865400,37.6907,-122.44769,5315
94015,932200,37.68121,-122.48074,8356
94018,1244200,37.50603,-122.47321,782
94019,1273400,37.44826,-122.4023,2635
94020,838200,37.28473,-122.21969,409
94022,2000000,37.35534,-122.14494,3689
94024,2000000,37.35037,-122.09863,4419
94025,2000000,37.45087,-122.1829,6210
94027,2000000,37.45399,-122.20313,1078
94028,2000000,37.37492,-122.21136,1165
94030,1606700,37.59969,-122.40343,3237
94037,1244300,37.55327,-122.49584,618
94038,995800,37.52946,-122.4849,409
94040,2000000,37.38034,-122.08531,3853
94041,1804400,37.38822,-122.07529,1144
94043,1341300,37.41188,-122.06892,4396
94044,1012200,37.60544,-122.47993,6811
94060,1012800,37.22297,-122.33572,135
94061,1558300,37.46136,-122.23731,5101
94062,2000000,37.42562,-122.29653,5187
94063,1002400,37.49367,-122.20823,2371
94065,1545800,37.53504,-122.24683,2193
94066,1027400,37.62539,-122.43229,6436
94070,1910300,37.49739,-122.27021,6249
94074,1086500,37.32817,-122.34164,37
94080,963700,37.65541,-122.42083,9357
94085,1217000,37.38862,-122.01793,2723
94086,1504000,37.37164,-122.02316,3965
94087,1945100,37.35164,-122.03669,7307
94089,338100,37.41192,-122.01441,2451
94102,968000,37.77956,-122.41931,1165
94103,960000,37.77299,-122.41136,2116
94104,2000000,37.79144,-122.40211,17
94105,1401000,37.79239,-122.39707,1952
94107,1134600,37.76473,-122.39508,4168
94108,1129100,37.79189,-122.40854,371
94109,1171200,37.79334,-122.42138,3227
94110,1233600,37.74975,-122.41528,7709
94111,1183200,37.79847,-122.3998,333
94112,1022100,37.7206,-122.44311,10058
94114,1593400,37.75814,-122.43547,5326
94115,1515600,37.78608,-122.43742,3018
94116,1188000,37.74457,-122.48611,6508
94117,1478600,37.77002,-122.44425,3656
94118,1609400,37.7801,-122.46185,3824
94121,1506400,37.77849,-122.49548,4401
94122,1239600,37.76113,-122.48433,7171
94123,2000000,37.80112,-122.43645,2373
94124,873900,37.73204,-122.3858,3688
94127,1572100,37.73642,-122.45961,3796
94131,1458500,37.74569,-122.44243,4498
94132,1171000,37.72219,-122.48475,2992
94133,1393700,37.80193,-122.41092,1078
94134,925900,37.71887,-122.41124,4518
94158,1226700,37.77116,-122.39153,1337
94301,2000000,37.44424,-122.14992,2087
94303,1567000,37.45064,-122.11928,5552
94304,2000000,37.39744,-122.16699,222
94305,2000000,37.41623,-122.17069,536
94306,2000000,37.41627,-122.13088,3482
94401,944300,37.57445,-122.31942,4011
94402,1882300,37.54035,-122.33388,4421
94403,1499300,37.53844,-122.30454,6368
94404,1404600,37.5562,-122.26905,5346
94501,969500,37.77525,-122.27493,7061
94502,978600,37.73686,-122.24114,2908
94503,557800,38.19454,-122.23042,3167
94505,674800,37.86638,-121.5868,3893
94506,1380000,37.80862,-121.90498,6698
94507,1799100,37.85429,-122.00664,3222
94508,684400,38.57909,-122.44451,460
94509,435600,37.99214,-121.8142,8835
94510,628300,38.09756,-122.13189,5954
94511,433300,38.02883,-121.64039,336
94513,635600,37.92541,-121.68452,13422
94514,711000,37.83071,-121.63392,277
94515,731200,38.62449,-122.62503,818
94516,685500,37.82748,-122.16629,26
94517,815600,37.8926,-121.88252,2707
94518,649100,37.95052,-122.02209,4993
94519,608400,37.98881,-122.01275,3790
94520,480300,37.99344,-122.03532,3428
94521,649100,37.95293,-121.96971,8891
94523,827200,37.95403,-122.07608,7000
94525,591000,38.04811,-122.2292,560
94526,1265000,37.81472,-121.98451,8049
94528,2000000,37.84149,-121.95819,132
94530,891700,37.92076,-122.30068,4028
94531,528200,37.95665,-121.77777,7631
94533,393700,38.28132,-122.00693,10018
94534,589000,38.24112,-122.12142,7765
94536,989600,37.57072,-121.98555,10626
94538,888400,37.50653,-121.96361,7275
94539,1548800,37.51635,-121.9119,9667
94541,641200,37.67376,-122.08707,7536
94542,884200,37.6553,-122.02584,2783
94544,624800,37.63352,-122.05678,8353
94545,664400,37.62957,-122.12048,5176
94546,811300,37.73441,-122.09056,7818
94547,590800,38.00637,-122.26117,5841
94548,817500,37.97481,-121.65265,114
94549,1547800,37.90133,-122.11933,5439
94550,925400,37.51746,-121.59406,10010
94551,774200,37.75902,-121.76026,7732
94552,1056100,37.70456,-122.01359,2870
94553,628400,37.97999,-122.15368,9854
94555,1078400,37.55083,-122.08043,5913
94556,1224100,37.83102,-122.10425,3199
94558,693700,38.50846,-122.26497,10644
94559,704900,38.25238,-122.29382,3544
94560,870200,37.50771,-122.02523,7393
94561,501200,37.99311,-121.69172,8008
94563,1539900,37.88196,-122.19419,5031
94564,590900,37.98896,-122.27018,3387
94565,442300,38.00926,-121.92886,11862
94566,1195200,37.65032,-121.85881,8369
94567,383300,38.66342,-122.4349,89
94568,983000,37.71596,-121.90113,11811
94569,586300,38.04411,-122.19201,43
94571,398900,38.1566,-121.7482,2616
94572,546400,38.02392,-122.23285,1213
94574,1295900,38.52742,-122.39261,1314
94576,861100,38.54932,-122.47581,26
94577,667600,37.71595,-122.16615,6555
94578,633500,37.70675,-122.1256,3499
94579,659600,37.68656,-122.15709,2985
94580,649600,37.67803,-122.13334,4483
94582,1153600,37.76357,-121.91469,9066
94583,987300,37.77245,-121.99157,7242
94585,419200,38.19061,-121.94216,4653
94586,1166700,37.57327,-121.85472,161
94587,860300,37.59142,-122.06993,9934
94588,1050600,37.73801,-121.88178,5989
94589,372000,38.14162,-122.24596,4249
94590,381400,38.09546,-122.24986,3848
94591,482700,38.12702,-122.19635,10001
94592,653700,38.12009,-122.3117,280
94595,673500,37.87206,-122.06892,3362
94596,1081800,37.88902,-122.03676,3221
94597,806800,37.91768,-122.0718,3805
94598,1050800,37.89238,-121.98283,5417
94599,758600,38.41012,-122.37365,381
94601,581800,37.77684,-122.21822,3736
94602,919900,37.80517,-122.20422,5183
94603,447000,37.73923,-122.17554,3093
94605,695000,37.76062,-122.14903,7945
94606,643100,37.79179,-122.24455,1737
94607,640800,37.80721,-122.30024,2767
94608,691300,37.83611,-122.28621,3710
94609,937000,37.83476,-122.2642,2616
94610,1125700,37.81229,-122.24048,4207
94611,1199600,37.83191,-122.21592,7269
94612,848500,37.80789,-122.2662,737
94618,1440300,37.8442,-122.23868,3206
94619,790500,37.79262,-122.16001,4849
94621,445600,37.7379,-122.20794,2410
94702,958700,37.86619,-122.28634,2401
94703,1061200,37.86397,-122.27573,2319
94704,787300,37.8664,-122.26088,386
94705,1420900,37.86523,-122.2384,2071
94706,964500,37.88969,-122.29581,2604
94707,1301800,37.89843,-122.27917,2775
94708,1208400,37.90276,-122.26202,2449
94709,1001900,37.87835,-122.26613,885
94710,898500,37.86705,-122.303,825
94720,1337500,37.87185,-122.25226,20
94801,475100,37.95217,-122.38025,3160
94803,614700,37.95683,-122.28235,4784
94804,526600,37.92074,-122.34204,5180
94805,613400,37.94215,-122.32364,2615
94806,479200,37.97811,-122.33618,7039
94901,1136000,37.98053,-122.50249,5730
94903,940800,38.02485,-122.5522,5554
94904,1635600,37.94841,-122.55288,2476
94920,2000000,37.88732,-122.46549,2419
94922,854200,38.35683,-122.95098,47
94923,1077700,38.33588,-123.02647,306
94924,1119300,37.95411,-122.73171,183
94925,1372500,37.92386,-122.5132,1935
94928,546100,38.3459,-122.6935,5859
94929,1265000,38.25444,-122.96243,10
94930,927100,37.97048,-122.61108,1774
94931,663100,38.32229,-122.71497,1546
94933,879500,38.01753,-122.68814,151
94937,1007400,38.09466,-122.92719,146
94938,933600,38.03024,-122.72953,124
94939,1697200,37.93725,-122.53518,1196
94940,886400,38.15754,-122.86376,44
94941,1582800,37.92562,-122.60083,5953
94945,909300,38.1258,-122.55443,3511
94946,1736600,38.07176,-122.68785,99
94947,851100,38.10705,-122.62813,4792
94949,829100,38.06576,-122.53172,3224
94951,955000,38.32252,-122.64492,718
94952,866200,38.23007,-122.76338,5689
94954,661700,38.24624,-122.56627,6303
94956,1299500,38.0476,-122.81046,147
94957,2000000,37.96343,-122.56174,343
94960,1308500,37.99707,-122.57838,3238
94963,928600,38.00765,-122.66484,29
94965,1173700,37.85263,-122.52699,2066
94970,1593800,37.91694,-122.65553,105
94971,845200,38.23724,-122.89006,71
94973,957400,38.01259,-122.63947,380
95002,659100,37.44075,-122.00047,211
95003,935600,37.0089,-121.87775,5573
95004,780500,36.86818,-121.63237,705
95005,804800,37.09835,-122.08931,1137
95006,646300,37.17129,-122.151,2063
95007,594800,37.11019,-122.11434,170
95008,1230900,37.27977,-121.95481,6455
95010,760500,36.97721,-121.95466,1122
95012,486000,36.78373,-121.74164,940
95014,2000000,37.30827,-122.07981,8049
95017,908100,37.10529,-122.22913,56
95018,657200,37.08027,-122.05824,1452
95019,471700,36.93575,-121.78458,459
95020,815900,37.01461,-121.55718,10095
95023,609800,36.92113,-121.36117,8582
95030,2000000,37.22168,-121.98326,2907
95032,1726700,37.20859,-121.92359,4595
95033,1160400,37.15701,-121.97771,2306
95035,995200,37.44319,-121.87632,10988
95037,954600,37.13213,-121.67886,9456
95039,227500,36.81515,-121.7779,48
95041,908700,37.05052,-122.05828,138
95043,875000,36.51652,-120.97677,87
95045,726500,36.83281,-121.52576,651
95046,1092500,37.09576,-121.59649,835
95050,1140200,37.3504,-121.95238,4058
95051,1253100,37.3483,-121.98444,7081
95054,1195700,37.39308,-121.96483,2541
95060,971100,37.01352,-122.10176,6320
95062,840100,36.97279,-121.99008,5286
95064,451300,36.99158,-122.05886,135
95065,931400,37.03229,-121.98444,1285
95066,920600,37.0672,-122.01453,3220
95070,2000000,37.25624,-122.05151,6344
95073,842800,37.04068,-121.93174,1894
95075,809000,36.80112,-121.19258,92
95076,626100,36.94029,-121.75089,9260
95110,739600,37.34656,-121.9097,2203
95111,661700,37.28401,-121.82731,6093
95112,823900,37.34461,-121.88346,4360
95113,872000,37.3339,-121.8905,149
95116,687900,37.35043,-121.85255,3731
95117,1141000,37.31008,-121.96225,2514
95118,1111900,37.25589,-121.88991,5304
95119,950700,37.22756,-121.79077,1980
95120,1546400,37.18428,-121.83658,7985
95121,838900,37.30463,-121.80981,4986
95122,674500,37.32925,-121.83481,3934
95123,889800,37.24479,-121.83306,10580
95124,1259000,37.25684,-121.92286,9379
95125,1300600,37.29554,-121.89408,9333
95126,1011900,37.32687,-121.91677,4000
95127,806400,37.37453,-121.78733,7582
95128,1054000,37.31579,-121.93647,4372
95129,1641700,37.30597,-122.00072,5732
95130,1409500,37.28803,-121.98146,2054
95131,976300,37.38729,-121.89793,3955
95132,1072200,37.41994,-121.79059,5988
95133,869200,37.37171,-121.86057,3882
95134,379800,37.43003,-121.94528,1038
95135,1158400,37.22285,-121.55913,4245
95136,897500,37.27192,-121.85237,6316
95138,1129600,37.2462,-121.73287,3740
95139,904600,37.22489,-121.76393,1211
95140,1166700,37.3483,-121.64085,41
95148,998600,37.33252,-121.78142,6794
95202,265400,37.95968,-121.28772,108
95203,268100,37.95237,-121.33098,1259
95204,286300,37.97403,-121.31906,4451
95205,225400,37.96425,-121.25955,2711
95206,291800,37.8961,-121.41051,6928
95207,318500,38.00242,-121.325,4584
95209,367400,38.04717,-121.35121,6799
95210,259000,38.03215,-121.29782,3849
95212,401500,38.04897,-121.22684,3732
95215,303500,37.9444,-121.15276,2480
95219,436900,38.0207,-121.51584,4351
95220,642500,38.19779,-121.23603,1327
95222,399200,38.06127,-120.61791,731
95223,360600,38.4644,-119.85939,619
95224,327800,38.22706,-120.32562,18
95225,594900,38.20399,-120.86488,52
95227,877000,38.20678,-121.04615,131
95228,350500,37.94669,-120.68067,1053
95230,591900,37.97361,-120.86492,89
95231,341300,37.87331,-121.29272,211
95233,385200,38.18622,-120.36859,70
95236,501400,38.04218,-121.03176,533
95237,372700,38.15953,-121.14845,655
95240,352400,38.1177,-121.1627,5334
95242,440100,38.13204,-121.38875,4243
95245,383800,38.30189,-120.61975,524
95246,313000,38.23662,-120.49589,281
95247,357500,38.14264,-120.44359,551
95249,332300,38.18986,-120.61784,598
95251,286400,38.08024,-120.45769,188
95252,360200,38.15871,-120.84214,2869
95254,374400,38.20323,-120.95857,123
95255,231500,38.42055,-120.47506,227
95257,281900,38.38068,-120.45255,32
95258,479900,38.16811,-121.31011,858
95301,288800,37.30634,-120.65119,4867
95303,592600,37.4714,-120.67744,103
95304,692400,37.6773,-121.3948,2087
95306,283300,37.36015,-120.11581,130
95307,313000,37.55582,-120.95385,4806
95310,379500,38.09944,-120.36171,264
95311,252400,37.70443,-120.08344,490
95312,215000,37.42107,-120.65295,19
95313,494000,37.43511,-121.03769,112
95315,273000,37.42243,-120.7733,1518
95316,375000,37.54613,-120.69212,1414
95317,425000,37.12947,-120.5074,24
95318,241500,37.66618,-119.8064,64
95319,194700,37.6309,-120.87728,111
95320,448000,37.82453,-121.01545,1769
95321,330900,37.97719,-119.75012,838
95322,354500,37.17622,-121.01861,1275
95323,451400,37.60881,-120.68464,208
95324,313200,37.39452,-120.89605,783
95326,366500,37.58998,-120.8531,1543
95327,271800,37.84912,-120.4858,873
95328,306000,37.55797,-120.90932,404
95329,284400,37.67726,-120.41363,631
95330,431400,37.8117,-121.31331,4483
95333,274600,37.2447,-120.24277,270
95334,246500,37.34756,-120.74624,1158
95336,398100,37.83351,-121.1988,6976
95337,466500,37.74171,-121.23834,6714
95338,320800,37.50911,-119.98659,1678
95340,300400,37.34128,-120.40658,4130
95341,232400,37.23037,-120.50715,2592
95345,299500,37.58784,-119.96408,52
95346,375600,38.07045,-120.17291,287
95348,273400,37.41525,-120.4979,2541
95350,309800,37.67175,-121.00732,6173
95351,241800,37.6236,-120.99828,4303
95354,280500,37.63849,-120.96428,3022
95355,359200,37.6727,-120.94717,8535
95356,389900,37.71945,-121.02786,4797
95357,340300,37.66985,-120.87924,1872
95358,319900,37.61578,-121.10059,3121
95360,298300,37.32918,-121.03827,2113
95361,407700,37.79342,-120.77654,5436
95363,360300,37.37251,-121.27192,3994
95365,183900,37.3012,-120.33152,415
95366,522100,37.76223,-121.12574,3403
95367,344800,37.73089,-120.94669,3610
95368,349000,37.71544,-121.09047,2631
95369,339200,37.52435,-120.41301,112
95370,342700,37.98484,-120.34515,5163
95372,317000,37.98927,-120.26272,426
95374,357300,37.31636,-120.85683,108
95376,454200,37.73678,-121.43404,7922
95377,594900,37.65293,-121.49598,5816
95379,319000,37.96174,-120.21635,759
95380,319900,37.47226,-120.86978,4339
95382,374600,37.52831,-120.85214,5909
95383,364200,38.09534,-120.22602,1001
95386,323200,37.67391,-120.63045,1354
95387,445100,37.55429,-121.2451,79
95388,231700,37.42171,-120.59715,1365
95389,699100,37.73784,-119.52556,21
95391,634300,37.76952,-121.5912,3456
95401,541300,38.44922,-122.79307,5176
95403,588800,38.50326,-122.75358,6038
95404,710100,38.46488,-122.65709,6246
95405,648800,38.43926,-122.66908,3670
95407,506600,38.39465,-122.74591,4740
95409,665600,38.46116,-122.60425,4625
95410,644700,39.21616,-123.70012,188
95415,542200,39.0205,-123.36751,58
95419,601300,38.42336,-122.9582,40
95421,571400,38.58276,-123.18037,276
95422,156400,38.97829,-122.6423,2042
95423,223600,39.06749,-122.62753,487
95425,556700,38.81792,-123.02566,2239
95426,260400,38.83449,-122.7361,197
95427,699700,39.25326,-123.56932,22
95428,301300,39.82489,-123.18126,212
95429,336200,39.73292,-123.34841,23
95432,623900,39.1083,-123.63829,79
95436,578800,38.49108,-122.91425,1302
95437,446400,39.44535,-123.69402,2150
95439,742100,38.49055,-122.77591,68
95441,952800,38.73775,-123.0354,256
95442,1177600,38.3785,-122.51549,392
95444,680000,38.43261,-122.86922,61
95445,585200,38.83762,-123.49404,325
95446,506700,38.52525,-123.00423,1059
95448,919400,38.62309,-122.89089,2710
95449,465000,38.94331,-123.09653,140
95450,631000,38.5229,-123.21508,27
95451,285000,38.9388,-122.80484,1875
95452,915600,38.42969,-122.5362,258
95453,342500,39.04346,-122.93918,1961
95454,371700,39.78063,-123.51631,201
95456,410000,39.25851,-123.74585,56
95457,332800,38.87967,-122.52753,639
95458,234500,39.11667,-122.78204,551
95459,539800,38.99068,-123.62627,119
95460,566400,39.30386,-123.73737,362
95461,315900,38.762,-122.59314,381
95462,562500,38.47263,-123.02064,255
95463,462500,39.18957,-123.58059,28
95464,127500,39.12736,-122.84733,214
95465,957300,38.40556,-123.01963,292
95466,583300,39.08868,-123.51058,62
95467,338300,38.80453,-122.54948,1264
95468,494100,38.9094,-123.60372,161
95469,485000,39.38853,-123.05972,190
95470,495100,39.30019,-123.22984,869
95471,461700,38.53218,-122.97362,185
95472,890700,38.39738,-122.86668,5541
95476,767900,38.25531,-122.46055,6175
95482,402700,39.1618,-123.23925,3418
95485,299100,39.20828,-122.9259,436
95490,337600,39.4883,-123.34725,1699
95492,652800,38.53052,-122.81254,5599
95493,600000,39.20241,-122.97948,32
95494,634600,38.89646,-123.34324,19
95497,943200,38.71976,-123.45601,223
95501,299400,40.80435,-124.14034,2700
95503,337600,40.72406,-124.09178,3750
95511,410900,40.16975,-123.59539,0
95519,352700,40.95833,-124.04983,2879
95521,379000,40.84586,-124.04745,1758
95524,484900,40.82346,-124.05271,308
95525,388200,40.94845,-123.82629,191
95526,262100,40.44705,-123.6628,38
95527,272700,40.93593,-123.41966,74
95528,383900,40.4936,-123.92393,235
95531,236100,41.79288,-124.00473,2468
95536,443500,40.51069,-124.26547,332
95538,258500,41.86833,-124.15433,149
95540,313500,40.56671,-124.12651,2230
95542,386700,40.08074,-123.77369,298
95545,469700,40.26159,-124.08599,3
95546,257500,41.18777,-123.74535,197
95547,470800,40.56952,-124.07751,245
95548,200500,41.58633,-124.05859,65
95549,536500,40.65838,-123.89485,182
95550,750000,40.77695,-123.82951,5
95551,391100,40.66977,-124.21961,110
95552,246400,40.34899,-123.42248,39
95554,429200,40.27573,-123.78414,15
95555,325000,41.29519,-123.97774,22
95556,337600,41.31444,-123.59043,34
95558,708300,40.32673,-124.24017,37
95560,341200,40.14606,-123.83816,241
95562,239000,40.45808,-124.1072,467
95563,398300,40.84248,-123.51225,41
95564,333300,40.79023,-124.20312,30
95565,284600,40.45723,-124.01099,78
95567,254000,41.9498,-124.1118,337
95568,326200,41.48454,-123.48543,5
95569,401000,40.36078,-123.85818,70
95570,446600,41.11375,-124.08037,356
95573,314200,40.89567,-123.65873,213
95585,356700,39.85872,-123.66619,38
95589,405300,40.07927,-123.98596,222
95595,727300,40.11074,-123.26642,2
95601,363500,38.42713,-120.82997,77
95602,511000,38.99039,-121.10991,3814
95603,474900,38.91167,-121.08559,4852
95605,313500,38.59289,-121.53929,1601
95606,893300,38.75604,-122.19387,28
95607,375600,38.7899,-122.12585,39
95608,448700,38.62611,-121.32886,8959
95610,375700,38.69494,-121.27219,6250
95612,853100,38.38644,-121.58118,174
95614,430400,38.88649,-120.98896,1159
95615,602300,38.31113,-121.54595,131
95616,730800,38.55819,-121.80044,3874
95618,697900,38.54348,-121.6917,3671
95619,277300,38.68218,-120.81401,752
95620,458600,38.40599,-121.75689,3219
95621,327900,38.69551,-121.30862,7480
95623,443500,38.6075,-120.84873,848
95624,473300,38.43203,-121.30506,11414
95626,396500,38.73378,-121.48898,1133
95627,357900,38.72936,-122.00959,604
95628,489000,38.65212,-121.2543,8482
95629,375000,38.51277,-120.6875,158
95630,598100,38.66558,-121.141,14374
95631,409400,39.05453,-120.75365,1535
95632,403000,38.27705,-121.26128,5381
95633,341700,38.84919,-120.82328,526
95634,323700,38.9123,-120.69443,846
95635,356200,38.91111,-120.90043,233
95636,281900,38.6274,-120.51852,390
95637,611100,38.85283,-122.2729,16
95638,585700,38.33969,-121.11481,677
95640,345100,38.33922,-120.94024,2143
95641,259800,38.15046,-121.60271,226
95642,348900,38.3434,-120.76398,1134
95645,343700,38.89025,-121.79992,198
95646,393200,38.63828,-120.01813,52
95648,514000,38.92643,-121.31101,11277
95650,682700,38.81339,-121.16831,3238
95651,525400,38.82088,-120.93515,63
95653,202000,38.69151,-121.97723,32
95655,433100,38.54976,-121.27898,1034
95658,702600,38.87938,-121.15173,1336
95659,435700,38.84594,-121.57679,92
95660,256000,38.67883,-121.3805,4531
95661,550300,38.74129,-121.24925,5529
95662,408300,38.68917,-121.21988,6474
95663,713900,38.85739,-121.18251,786
95664,420700,38.79755,-121.05136,167
95665,315400,38.39587,-120.65238,1000
95666,288400,38.54113,-120.33076,1246
95667,434200,38.73407,-120.79216,7461
95668,480000,38.82708,-121.49378,67
95669,459000,38.49522,-120.89157,500
95670,375500,38.60461,-121.27963,8443
95672,573400,38.72664,-120.99638,1410
95673,340100,38.69029,-121.46603,2531
95674,456300,38.95396,-121.48187,155
95677,506800,38.79298,-121.23133,5251
95678,426500,38.76536,-121.28847,7319
95681,312700,38.99809,-121.35422,102
95682,544400,38.60537,-120.96175,6251
95683,550800,38.51018,-121.09894,1733
95684,460700,38.59098,-120.55066,729
95685,447400,38.42716,-120.76698,921
95686,311000,38.19039,-121.48543,98
95687,459300,38.3344,-121.91765,10678
95688,563300,38.41901,-122.02571,7017
95689,404400,38.47088,-120.61566,347
95690,601900,38.23429,-121.58672,316
95691,412100,38.62394,-121.58272,6572
95692,310900,39.04699,-121.40471,897
95693,657600,38.39851,-121.21956,1447
95694,474000,38.56163,-122.00609,1360
95695,402800,38.68847,-121.85666,4963
95697,170300,38.73284,-121.80701,0
95698,654100,38.8187,-121.91012,14
