zip_code,lat,lng,city,population,density,county
92130,32.94763,-117.20586,San Diego,57197,1189.6,San Diego
92131,32.89604,-117.05737,San Diego,36070,360.4,San Diego
92132,32.71368,-117.17201,San Diego,0,0,San Diego
92134,32.72512,-117.14541,San Diego,316,1625.1,San Diego
92135,32.69487,-117.19461,San Diego,641,588.3,San Diego
92136,32.68254,-117.12307,San Diego,10676,4328.3,San Diego
92139,32.68006,-117.04889,San Diego,35364,3816.4,San Diego
92140,32.74041,-117.1984,San Diego,3249,2344.1,San Diego
92145,32.86292,-117.14579,San Diego,3044,110.4,San Diego
92147,32.72478,-117.21895,San Diego,212,940.4,San Diego
92154,32.578,-116.96621,San Diego,85024,639.9,San Diego
92155,32.67148,-117.16714,San Diego,340,334.1,San Diego
92161,32.8742,-117.23159,San Diego,0,0,San Diego
92173,32.55552,-117.05114,San Ysidro,29634,3976.4,San Diego
92179,32.58409,-116.93349,San Diego,4061,6268.8,San Diego
92182,32.77498,-117.07424,San Diego,0,0,San Diego
92201,33.70804,-116.23502,Indio,63325,1508.1,Riverside
92203,33.75159,-116.24139,Indio,32829,686.8,Riverside
92210,33.70357,-116.33953,Indian Wells,4827,130,Riverside
92211,33.76593,-116.33241,Palm Desert,26106,679.9,Riverside
92220,33.93992,-116.83935,Banning,32523,88.8,Riverside
92222,32.78346,-114.54965,Bard,31,4.3,Imperial
92223,33.9382,-116.98137,Beaumont,60328,517.7,Riverside
92225,33.71642,-114.65606,Blythe,21272,14.1,Riverside
92227,32.98677,-115.3341,Brawley,27530,17.9,Imperial
92230,33.9088,-116.76879,Cabazon,2357,77.9,Riverside
92231,32.68751,-115.56433,Calexico,38879,219,Imperial
92233,33.14736,-115.50686,Calipatria,7454,18.9,Imperial
92234,33.81386,-116.46663,Cathedral City,51836,1355.6,Riverside
92236,33.70276,-116.07254,Coachella,42218,263.5,Riverside
92239,33.87424,-115.24396,Desert Center,301,0.2,Riverside
92240,33.95291,-116.5194,Desert Hot Springs,39173,423.6,Riverside
92241,33.84634,-116.28342,Desert Hot Springs,7319,21.3,Riverside
92242,34.19019,-114.30755,Earp,1256,10.7,San Bernardino
92243,32.77285,-115.60065,El Centro,49880,170,Imperial
92249,32.72606,-115.48218,Heber,8346,162.2,Imperial
92250,32.79188,-115.23454,Holtville,7798,8.5,Imperial
92251,32.87129,-115.71804,Imperial,26740,41.7,Imperial
92252,34.14801,-116.28422,Joshua Tree,8797,30.2,San Bernardino
92253,33.65562,-116.28785,La Quinta,37814,361,Riverside
92254,33.54371,-115.99995,Mecca,7478,60.3,Riverside
92256,34.07207,-116.61761,Morongo Valley,3159,19.3,San Bernardino
92257,33.33976,-115.52814,Niland,1018,1.5,Imperial
92258,33.91791,-116.56002,North Palm Springs,627,23.3,Riverside
92259,32.73478,-115.94632,Ocotillo,221,0.3,Imperial
92260,33.69841,-116.40519,Palm Desert,31286,385.6,Riverside
92262,33.86287,-116.55736,Palm Springs,25888,284.7,Riverside
92264,33.73575,-116.50544,Palm Springs,19965,151.4,Riverside
92266,33.17507,-114.92594,Palo Verde,183,0.1,Imperial
92267,34.29765,-114.20138,Parker Dam,22,0.2,San Bernardino
92268,34.16146,-116.55002,Pioneertown,503,2.8,San Bernardino
92270,33.76399,-116.42705,Rancho Mirage,17129,258.1,Riverside
92273,32.80798,-115.69592,Seeley,1781,212.8,Imperial
92274,33.47031,-116.11387,Thermal,12843,22.9,Riverside
92275,33.20783,-115.88084,Salton City,1043,9.9,Imperial
92276,33.83234,-116.38648,Thousand Palms,8052,83.9,Riverside
92277,34.11248,-115.68752,Twentynine Palms,26666,6.4,San Bernardino
92278,34.23505,-116.05825,Twentynine Palms,3318,3264,San Bernardino
92280,34.13963,-114.84652,Vidal,0,0,San Bernardino
92281,33.05033,-115.61264,Westmorland,2548,74.6,Imperial
92282,33.96253,-116.65829,Whitewater,1274,6.5,Riverside
92283,32.83741,-114.79462,Winterhaven,1918,2.2,Imperial
92284,34.16013,-116.42474,Yucca Valley,25832,78.2,San Bernardino
92285,34.33762,-116.51364,Landers,2699,3.8,San Bernardino
92301,34.65183,-117.52617,Adelanto,37571,64.5,San Bernardino
92304,34.53062,-115.65933,Amboy,0,0,San Bernardino
92305,34.17018,-116.83231,Angelus Oaks,439,1.5,San Bernardino
92307,34.59078,-117.14127,Apple Valley,40604,83.6,San Bernardino
92308,34.42005,-117.15558,Apple Valley,43079,161.1,San Bernardino
92309,35.24942,-116.15578,Baker,593,0.6,San Bernardino
92310,35.33443,-116.76306,Fort Irwin,9100,42.5,San Bernardino
92311,34.97204,-117.0101,Barstow,34204,31.1,San Bernardino
92313,34.03142,-117.31373,Grand Terrace,13079,1397,San Bernardino
92314,34.2576,-116.80075,Big Bear City,10905,115,San Bernardino
92315,34.22011,-116.95301,Big Bear Lake,5225,68.7,San Bernardino
92316,34.0576,-117.39076,Bloomington,28593,958.8,San Bernardino
92317,34.24507,-117.20874,Blue Jay,739,177.6,San Bernardino
92320,33.9874,-117.05024,Calimesa,10053,278.3,Riverside
92321,34.24748,-117.14694,Cedar Glen,1010,54.7,San Bernardino
92322,34.25419,-117.32259,Cedarpines Park,847,99.4,San Bernardino
92324,34.03398,-117.29008,Colton,57931,805.3,San Bernardino
92325,34.24554,-117.27506,Crestline,8347,368.8,San Bernardino
92327,34.86632,-116.84347,Daggett,756,11.9,San Bernardino
92328,36.39482,-117.02718,Death Valley,1049,0.2,Inyo
92332,34.90728,-115.36409,Essex,174,0.1,San Bernardino
92333,34.26951,-116.96277,Fawnskin,462,17.7,San Bernardino
92335,34.08733,-117.46519,Fontana,97358,2153.3,San Bernardino
92336,34.13686,-117.46033,Fontana,98896,1920.3,San Bernardino
92337,34.04967,-117.47145,Fontana,38079,1073.3,San Bernardino
92338,34.78773,-116.25117,Ludlow,0,0,San Bernardino
92339,34.08189,-116.83838,Forest Falls,1146,5.6,San Bernardino
92341,34.24009,-117.06798,Green Valley Lake,339,13.1,San Bernardino
92342,34.76078,-117.33795,Helendale,6347,24.9,San Bernardino
92344,34.39176,-117.40657,Hesperia,20768,213.4,San Bernardino
92345,34.36415,-117.30984,Hesperia,87994,343.6,San Bernardino
92346,34.12629,-117.1792,Highland,60133,856.3,San Bernardino
92347,34.95003,-117.25802,Hinkley,754,1.7,San Bernardino
92350,34.05296,-117.2617,Loma Linda,665,3846.9,San Bernardino
92352,34.26824,-117.18486,Lake Arrowhead,5382,180.2,San Bernardino
92354,34.04933,-117.25119,Loma Linda,22977,1781.6,San Bernardino
92356,34.49633,-116.89265,Lucerne Valley,6901,7.3,San Bernardino
92358,34.24624,-117.56762,Lytle Creek,843,4.5,San Bernardino
92359,34.08296,-117.07026,Mentone,9587,192.8,San Bernardino
92363,34.70863,-114.57562,Needles,5312,5.5,San Bernardino
92364,35.35678,-115.43741,Nipton,12,0,San Bernardino
92365,34.88843,-116.54129,Newberry Springs,2485,2,San Bernardino
92368,34.65508,-117.30893,Oro Grande,1017,7.9,San Bernardino
92369,34.13941,-117.21966,Patton,4957,5146.4,San Bernardino
92371,34.43837,-117.54266,Phelan,21123,61.7,San Bernardino
92372,34.45097,-117.62859,Pinon Hills,5701,85.6,San Bernardino
92373,34.00648,-117.15351,Redlands,32340,313.4,San Bernardino
92374,34.06738,-117.17482,Redlands,45066,969.5,San Bernardino
92376,34.11053,-117.37997,Rialto,86826,2516,San Bernardino
92377,34.15234,-117.40412,Rialto,20201,1084.2,San Bernardino
92378,34.23206,-117.22483,Rimforest,446,214.7,San Bernardino
92382,34.20604,-117.11276,Running Springs,4323,81.7,San Bernardino
92384,35.98255,-116.1505,Shoshone,27,0,Inyo
92385,34.21345,-117.23057,Skyforest,176,7.4,San Bernardino
92386,34.23702,-116.82523,Sugarloaf,1943,326.6,San Bernardino
92389,35.82902,-116.24813,Tecopa,209,1.8,Inyo
92391,34.23958,-117.23665,Twin Peaks,1996,389.5,San Bernardino
92392,34.479,-117.40884,Victorville,61014,631.7,San Bernardino
92394,34.563,-117.3542,Victorville,39540,476.5,San Bernardino
92395,34.50032,-117.29479,Victorville,47416,1083.8,San Bernardino
92397,34.36212,-117.69136,Wrightwood,5215,42.3,Los Angeles
92398,34.97178,-116.83808,Yermo,1424,5.5,San Bernardino
92399,34.04469,-117.004,Yucaipa,55016,396,San Bernardino
92401,34.10586,-117.29188,San Bernardino,2085,1183.6,San Bernardino
92404,34.17862,-117.23891,San Bernardino,64146,784,San Bernardino
92405,34.14578,-117.30225,San Bernardino,30930,2383.5,San Bernardino
92407,34.22394,-117.38839,San Bernardino,68662,324.6,San Bernardino
92408,34.0845,-117.2653,San Bernardino,12169,448.3,San Bernardino
92410,34.10655,-117.29574,San Bernardino,46615,2185.6,San Bernardino
92411,34.12214,-117.32291,San Bernardino,26895,2206.9,San Bernardino
92415,34.10506,-117.28685,San Bernardino,0,0,San Bernardino
92501,33.99496,-117.37367,Riverside,21610,1479.7,Riverside
92503,33.88308,-117.45222,Riverside,90256,1015.2,Riverside
92504,33.90607,-117.39854,Riverside,58173,990.3,Riverside
92505,33.92663,-117.4928,Riverside,52807,2003.5,Riverside
92506,33.93478,-117.36689,Riverside,43900,1045.8,Riverside
92507,33.97464,-117.32234,Riverside,59767,1077.8,Riverside
92508,33.89039,-117.3282,Riverside,36191,1271.6,Riverside
92509,34.00293,-117.44547,Jurupa Valley,80036,1006,Riverside
92518,33.89602,-117.27705,March Air Reserve Base,1103,54.3,Riverside
92521,33.96794,-117.32731,Riverside,0,0,Riverside
92530,33.63386,-117.37949,Lake Elsinore,58927,295.1,Riverside
92532,33.69052,-117.30241,Lake Elsinore,26840,679.9,Riverside
92536,33.48791,-116.81528,Aguanga,2401,8.6,Riverside
92539,33.51579,-116.64432,Anza,4821,14.3,Riverside
92543,33.69867,-116.97916,Hemet,38769,781.9,Riverside
92544,33.64581,-116.86033,Hemet,52364,118.4,Riverside
92545,33.7311,-117.0359,Hemet,43440,564,Riverside
92548,33.76392,-117.10907,Homeland,7665,226.2,Riverside
92549,33.80886,-116.71212,Idyllwild,2896,10.5,Riverside
92551,33.88148,-117.22521,Moreno Valley,35421,2223.2,Riverside
92553,33.92335,-117.24532,Moreno Valley,73632,2771.5,Riverside
92555,33.9133,-117.10867,Moreno Valley,45694,268.3,Riverside
92557,33.96855,-117.25704,Moreno Valley,54225,1178.2,Riverside
92561,33.63704,-116.57441,Mountain Center,1646,3.9,Riverside
92562,33.53579,-117.35098,Murrieta,63968,223.8,Riverside
92563,33.58435,-117.14458,Murrieta,76795,1310.2,Riverside
92567,33.82378,-117.10305,Nuevo,10480,122.2,Riverside
92570,33.78377,-117.31737,Perris,59667,216.8,Riverside
92571,33.84182,-117.19522,Perris,58773,580.2,Riverside
92582,33.80489,-117.01873,San Jacinto,20580,431.6,Riverside
92583,33.79662,-116.93188,San Jacinto,34103,451.8,Riverside
92584,33.66167,-117.18079,Menifee,54837,727.4,Riverside
92585,33.74217,-117.16723,Menifee,25238,569.7,Riverside
92586,33.70773,-117.20045,Menifee,20022,1198.6,Riverside
92587,33.69466,-117.25196,Menifee,18432,994.8,Riverside
92590,33.48391,-117.22075,Temecula,5364,38.1,Riverside
92591,33.53432,-117.1092,Temecula,40889,916.5,Riverside
92592,33.511,-117.0242,Temecula,82090,287.7,Riverside
92595,33.61638,-117.26028,Wildomar,34611,620.7,Riverside
92596,33.64739,-117.07641,Winchester,35294,235.2,Riverside
92602,33.72645,-117.7287,Irvine,27425,700.9,Orange
92603,33.62927,-117.79408,Irvine,19128,739.5,Orange
92604,33.6879,-117.7889,Irvine,29983,3458.1,Orange
92606,33.69849,-117.8123,Irvine,25126,2811,Orange
92610,33.68336,-117.65404,Foothill Ranch,12524,1196.8,Orange
92612,33.65984,-117.82457,Irvine,34640,2091.3,Orange
92614,33.68173,-117.83316,Irvine,29307,2551.6,Orange
92617,33.64197,-117.84103,Irvine,17960,3104.5,Orange
92618,33.66729,-117.73362,Irvine,54368,1014.5,Orange
92620,33.70661,-117.75695,Irvine,60344,3942.2,Orange
92624,33.46082,-117.66656,Capistrano Beach,6398,1644.1,Orange
92625,33.60229,-117.86551,Corona Del Mar,13102,1976.2,Orange
92626,33.67896,-117.90844,Costa Mesa,50389,2005,Orange
92627,33.64786,-117.9205,Costa Mesa,62575,3776.1,Orange
92629,33.47678,-117.70459,Dana Point,26929,2054.1,Orange
92630,33.64709,-117.68428,Lake Forest,66621,2441,Orange
92637,33.60796,-117.72799,Laguna Woods,17546,2285,Orange
92646,33.66525,-117.96755,Huntington Beach,55939,2682.8,Orange
92647,33.72395,-118.00685,Huntington Beach,60592,3104.2,Orange
92648,33.68212,-118.0101,Huntington Beach,45612,2188.5,Orange
92649,33.72037,-118.04423,Huntington Beach,36130,2473,Orange
92651,33.56535,-117.77399,Laguna Beach,24042,420.9,Orange
92653,33.59276,-117.69994,Laguna Hills,30183,1682.4,Orange
92655,33.74606,-117.98765,Midway City,8440,3608.4,Orange
92656,33.57518,-117.73036,Aliso Viejo,53169,2566.6,Orange
92657,33.59571,-117.83069,Newport Coast,9342,434.6,Orange
92660,33.63375,-117.87504,Newport Beach,36100,1451,Orange
92661,33.60231,-117.89872,Newport Beach,3279,1944.7,Orange
92662,33.60547,-117.89218,Newport Beach,2471,4581,Orange
92663,33.62328,-117.93022,Newport Beach,21523,2525.2,Orange
92672,33.3825,-117.5403,San Clemente,38872,422,San Diego
92673,33.46611,-117.61204,San Clemente,30972,1160.5,Orange
92675,33.49977,-117.65366,San Juan Capistrano,35319,1018.7,Orange
92676,33.75306,-117.63534,Silverado,1988,11.1,Orange
92677,33.52777,-117.70523,Laguna Niguel,64608,1516.8,Orange
92678,33.64627,-117.50662,Trabuco Canyon,638,6.5,Orange
92679,33.65274,-117.56048,Trabuco Canyon,31406,481.6,Orange
92683,33.75242,-117.99383,Westminster,91267,3625.3,Orange
92688,33.61737,-117.61131,Rancho Santa Margarita,44386,1296.3,Orange
92691,33.61051,-117.66627,Mission Viejo,48437,2130.7,Orange
92692,33.60948,-117.64396,Mission Viejo,46240,2077.4,Orange
92694,33.51502,-117.58065,Ladera Ranch,34879,335.4,Orange
92697,33.65061,-117.85091,Irvine,0,0,Orange
92701,33.7486,-117.85877,Santa Ana,49008,5868.1,Orange
92703,33.74853,-117.90621,Santa Ana,64387,5860.5,Orange
92704,33.72038,-117.90807,Santa Ana,79641,4151.3,Orange
92705,33.755,-117.81488,Santa Ana,47851,1567.5,Orange
92706,33.76602,-117.88174,Santa Ana,36694,4002.3,Orange
92707,33.70991,-117.87045,Santa Ana,60478,4469,Orange
92708,33.71046,-117.95132,Fountain Valley,57139,2423.6,Orange
92780,33.73685,-117.81968,Tustin,54840,3374.7,Orange
92782,33.72833,-117.79753,Tustin,30123,2249.7,Orange
92801,33.84441,-117.95175,Anaheim,65662,4030.8,Orange
92802,33.80831,-117.9237,Anaheim,42911,3639.1,Orange
92804,33.81801,-117.97517,Anaheim,86503,4687.6,Orange
92805,33.83003,-117.90568,Anaheim,73736,4573.3,Orange
92806,33.83884,-117.87054,Anaheim,40009,2010.6,Orange
92807,33.85001,-117.78946,Anaheim,36110,1273.2,Orange
92808,33.85623,-117.74018,Anaheim,21496,1659.9,Orange
92821,33.92997,-117.86986,Brea,41286,1128,Orange
92823,33.92536,-117.80024,Brea,5626,291.3,Orange
92831,33.8795,-117.89607,Fullerton,36859,2392.3,Orange
92832,33.86871,-117.92914,Fullerton,25720,3430,Orange
92833,33.88051,-117.96112,Fullerton,53188,2678.5,Orange
92835,33.90171,-117.91529,Fullerton,26917,1816.6,Orange
92840,33.78584,-117.93202,Garden Grove,53681,4025.3,Orange
92841,33.7868,-117.98207,Garden Grove,34650,2934.4,Orange
92843,33.76399,-117.93153,Garden Grove,48413,4720.2,Orange
92844,33.76561,-117.96952,Garden Grove,22601,4155.8,Orange
92845,33.78292,-118.0264,Garden Grove,15240,2641,Orange
92860,33.9262,-117.54913,Norco,26204,716.7,Riverside
92861,33.81801,-117.81031,Villa Park,5864,1083,Orange
92865,33.82887,-117.84925,Orange,21384,2156.5,Orange
92866,33.78453,-117.84479,Orange,14966,3031.3,Orange
92867,33.81443,-117.79617,Orange,44232,1422.9,Orange
92868,33.78799,-117.87637,Orange,27233,3057.1,Orange
92869,33.79479,-117.7621,Orange,36174,1036.7,Orange
92870,33.88087,-117.85522,Placentia,53126,3048.7,Orange
92879,33.87979,-117.5357,Corona,48033,1887.1,Riverside
92880,33.92096,-117.61052,Corona,74933,1105.7,Riverside
92881,33.82163,-117.56763,Corona,31061,369.6,Riverside
92882,33.86367,-117.59989,Corona,70257,2308.2,Riverside
92883,33.75994,-117.47827,Corona,35788,244.8,Riverside
92886,33.89517,-117.80154,Yorba Linda,50764,1512,Orange
92887,33.88727,-117.73389,Yorba Linda,20395,697.8,Orange
93001,34.35321,-119.31868,Ventura,31588,126.3,Ventura
93003,34.28434,-119.22256,Ventura,53549,994.7,Ventura
93004,34.27901,-119.16537,Ventura,31705,1741.5,Ventura
93010,34.23007,-119.07437,Camarillo,47930,842.2,Ventura
93012,34.20518,-118.99309,Camarillo,35794,275.6,Ventura
93013,34.42697,-119.48032,Carpinteria,16515,154.1,Santa Barbara
93015,34.40969,-118.87807,Fillmore,18810,78.3,Ventura
93021,34.30417,-118.88274,Moorpark,38030,307.2,Ventura
93022,34.40324,-119.29836,Oak View,6140,755.2,Ventura
93023,34.50372,-119.24856,Ojai,21691,31.4,Ventura
93030,34.2051,-119.1753,Oxnard,58019,1587.3,Ventura
93033,34.15401,-119.12296,Oxnard,84188,1009.6,Ventura
93035,34.19034,-119.22879,Oxnard,26224,2013.4,Ventura
93036,34.24911,-119.15977,Oxnard,46594,1010.7,Ventura
93040,34.59337,-118.93657,Piru,1829,1.9,Ventura
93041,34.14956,-119.17458,Port Hueneme,23210,1524.3,Ventura
93042,33.4077,-119.43365,Point Mugu Nawc,121,1.7,Ventura
93043,34.17001,-119.2026,Port Hueneme Cbc Base,884,689.1,Ventura
93060,34.36543,-119.09563,Santa Paula,34583,144.4,Ventura
93063,34.30922,-118.69041,Simi Valley,56198,600,Ventura
93064,34.24527,-118.69984,Brandeis,0,0,Ventura
93065,34.26206,-118.77151,Simi Valley,72991,945.6,Ventura
93066,34.28851,-119.02848,Somis,2741,25.1,Ventura
93067,34.42162,-119.59277,Summerland,316,210.1,Santa Barbara
93101,34.41925,-119.70808,Santa Barbara,31439,3790.5,Santa Barbara
93103,34.43888,-119.68173,Santa Barbara,19282,1356.2,Santa Barbara
93105,34.52702,-119.76082,Santa Barbara,26382,72.9,Santa Barbara
93106,34.41719,-119.85111,Santa Barbara,5295,3253.4,Santa Barbara
93108,34.44934,-119.60397,Santa Barbara,11097,153.8,Santa Barbara
93109,34.40662,-119.72682,Santa Barbara,11291,1269.9,Santa Barbara
93110,34.43913,-119.7666,Santa Barbara,16345,780.5,Santa Barbara
93111,34.44932,-119.80223,Santa Barbara,18327,869.8,Santa Barbara
93117,34.49102,-120.08201,Goleta,54915,126.1,Santa Barbara
93201,35.8555,-119.48338,Alpaugh,1283,6.9,Tulare
93202,36.3187,-119.7076,Armona,4491,1128.5,Kings
93203,35.12158,-118.8468,Arvin,20674,46.4,Kern
93204,35.90819,-120.06776,Avenal,13881,75.9,Kings
93205,35.5387,-118.45463,Bodfish,2342,39,Kern
93206,35.44402,-119.47578,Buttonwillow,1665,3.9,Kern
93207,35.88721,-118.63153,California Hot Springs,264,1.9,Tulare
93208,36.1298,-118.63982,Camp Nelson,106,5.3,Tulare
93210,36.19519,-120.43245,Coalinga,18733,9.3,Fresno
93212,36.01649,-119.56937,Corcoran,23148,75.4,Kings
93215,35.7764,-119.18835,Delano,55487,147.3,Kern
93218,35.86194,-119.03822,Ducor,726,4.3,Tulare
93219,35.87908,-119.28818,Earlimart,10047,37.7,Tulare
93220,35.3705,-118.78369,Edison,33,0.5,Kern
93221,36.29637,-119.02992,Exeter,13865,40.5,Tulare
93222,34.89835,-119.25983,Pine Mountain Club,1968,7,Kern
93223,36.30117,-119.20789,Farmersville,10485,1304.7,Tulare
93224,35.21687,-119.58087,Fellows,470,5.1,Kern
93225,34.78532,-119.04196,Frazier Park,5483,18.9,Ventura
93226,35.7476,-118.73462,Glennville,51,0.3,Kern
93227,36.34441,-119.41856,Goshen,131,539,Tulare
93230,36.28967,-119.62514,Hanford,67486,101,Kings
93234,36.19608,-120.08477,Huron,6485,18.6,Fresno
93235,36.38507,-119.22314,Ivanhoe,4459,415,Tulare
93237,36.47452,-118.90426,Kaweah,200,17.1,Tulare
93238,35.82799,-118.47137,Kernville,808,2.8,Tulare
93239,36.03293,-119.98645,Kettleman City,1273,8.4,Kings
93240,35.62425,-118.4645,Lake Isabella,5912,39.4,Kern
93241,35.24922,-118.91224,Lamont,16543,1265.2,Kern
93242,36.44115,-119.73024,Laton,2974,28.2,Fresno
93243,34.84057,-118.81769,Lebec,920,2.2,Kern
93244,36.3908,-118.99733,Lemon Cove,102,5,Tulare
93245,36.28614,-119.83405,Lemoore,37360,121.3,Kings
93246,36.31921,-119.93135,Lemoore,1246,22.7,Kings
93247,36.20234,-119.08277,Lindsay,17182,100.8,Tulare
93249,35.67033,-119.85814,Lost Hills,2002,3.8,Kern
93250,35.66456,-119.20278,McFarland,15318,66,Kern
93251,35.37059,-119.69735,McKittrick,281,1,Kern
93252,34.80685,-119.34664,Maricopa,1646,1.4,Ventura
93254,34.92498,-119.74834,New Cuyama,986,1.9,Santa Barbara
93255,35.68292,-118.0798,Onyx,883,1.4,Kern
93256,35.96805,-119.31251,Pixley,5823,30.1,Tulare
93257,35.98708,-118.89493,Porterville,78754,80.3,Tulare
93258,36.05833,-119.15209,Porterville,1158,458.4,Tulare
93260,35.81909,-118.66116,Posey,158,1.6,Tulare
93261,35.81147,-119.11673,Richgrove,1906,127.4,Tulare
93262,36.50256,-118.68109,Sequoia National Park,29,0,Tulare
93263,35.48722,-119.27835,Shafter,22642,94.8,Kern
93265,36.20713,-118.70876,Springville,3308,3.3,Tulare
93266,36.17176,-119.85628,Stratford,1889,12.3,Kings
93267,36.14279,-119.0742,Strathmore,6079,38,Tulare
93268,35.16725,-119.40785,Taft,18113,102.7,Kern
93270,35.94703,-119.05669,Terra Bella,4806,27.5,Tulare
93271,36.43661,-118.86903,Three Rivers,2401,6.1,Tulare
93272,36.04818,-119.34535,Tipton,4598,21.1,Tulare
93274,36.17978,-119.37949,Tulare,78369,138,Tulare
93276,35.31756,-119.4092,Tupman,144,13,Kern
93277,36.29963,-119.38139,Visalia,54649,535.2,Tulare
93280,35.65204,-119.44716,Wasco,28337,34.6,Kern
93283,35.58478,-118.28854,Weldon,2228,3.3,Kern
93285,35.72233,-118.50871,Wofford Heights,2087,14.8,Kern
93286,36.45149,-119.1079,Woodlake,10500,55.9,Tulare
93287,35.72387,-118.91958,Woody,93,0.5,Kern
93291,36.38931,-119.36838,Visalia,61418,281.6,Tulare
93292,36.3763,-119.22183,Visalia,43508,146.4,Tulare
93301,35.38428,-119.02057,Bakersfield,14004,1261.7,Kern
93304,35.33938,-119.02368,Bakersfield,49647,2564.8,Kern
93305,35.38989,-118.98515,Bakersfield,37904,2529.5,Kern
93306,35.46595,-118.78445,Bakersfield,74518,295.6,Kern
93307,35.2487,-118.93253,Bakersfield,87133,238.3,Kern
93308,35.5498,-118.93389,Bakersfield,54857,61.5,Kern
93309,35.34266,-119.06461,Bakersfield,62804,2320.1,Kern
93311,35.15378,-119.16567,Bakersfield,48722,88.4,Kern
93312,35.39186,-119.11954,Bakersfield,57625,1570,Kern
93313,35.16363,-119.04715,Bakersfield,61245,235.1,Kern
93314,35.385,-119.23741,Bakersfield,33134,143.8,Kern
93401,35.23539,-120.61834,San Luis Obispo,28654,172.4,San Luis Obispo
93402,35.29082,-120.8392,Los Osos,15692,218.4,San Luis Obispo
93405,35.29672,-120.72618,San Luis Obispo,25081,107.9,San Luis Obispo
93407,35.30747,-120.66986,San Luis Obispo,457,207.3,San Luis Obispo
93408,35.32117,-120.71889,San Luis Obispo,32,573.8,San Luis Obispo
93409,35.32352,-120.69743,San Luis Obispo,2989,2888.1,San Luis Obispo
93410,35.30428,-120.65683,San Luis Obispo,7021,6215.7,San Luis Obispo
93420,35.16682,-120.46617,Arroyo Grande,31864,62.3,San Luis Obispo
93422,35.4638,-120.69007,Atascadero,33195,186.3,San Luis Obispo
93424,35.20141,-120.78394,Avila Beach,1075,20.6,San Luis Obispo
93426,35.84682,-120.97233,Bradley,1591,2.8,Monterey
93427,34.62724,-120.22465,Buellton,5913,32.9,Santa Barbara
93428,35.58995,-121.02943,Cambria,5721,28.6,San Luis Obispo
93429,34.86682,-120.53582,Casmalia,55,3.1,Santa Barbara
93430,35.49214,-120.92422,Cayucos,2624,14.1,San Luis Obispo
93432,35.47686,-120.47228,Creston,1039,4.7,San Luis Obispo
93433,35.12045,-120.61894,Grover Beach,12846,2291.7,San Luis Obispo
93434,34.94086,-120.6113,Guadalupe,8138,137.8,Santa Barbara
93436,34.60888,-120.4002,Lompoc,56165,95.1,Santa Barbara
93437,34.76049,-120.51102,Lompoc,3638,28.3,Santa Barbara
93440,34.74606,-120.25292,Los Alamos,1354,11.9,Santa Barbara
93441,34.73296,-120.09721,Los Olivos,1059,10.6,Santa Barbara
93442,35.4,-120.80495,Morro Bay,11250,97.5,San Luis Obispo
93444,35.03553,-120.50293,Nipomo,22032,130.1,San Luis Obispo
93445,35.03319,-120.62002,Oceano,7061,160.2,San Luis Obispo
93446,35.65861,-120.71888,Paso Robles,46048,41.5,San Luis Obispo
93449,35.15803,-120.6504,Pismo Beach,8058,314,San Luis Obispo
93450,36.05791,-120.82894,San Ardo,798,1.7,Monterey
93451,35.89398,-120.56733,San Miguel,4811,4.2,Monterey
93452,35.71078,-121.20396,San Simeon,510,1.7,San Luis Obispo
93453,35.31339,-120.1655,Santa Margarita,2449,1.4,San Luis Obispo
93454,34.94834,-120.23425,Santa Maria,41324,38.1,Santa Barbara
93455,34.84195,-120.45522,Santa Maria,44091,143.9,Santa Barbara
93458,34.95477,-120.49042,Santa Maria,59814,812.7,Santa Barbara
93460,34.66214,-119.90091,Santa Ynez,5933,10.4,Santa Barbara
93461,35.63519,-120.26951,Shandon,1442,1.9,San Luis Obispo
93463,34.60688,-120.13495,Solvang,8598,97.9,Santa Barbara
93465,35.54267,-120.73417,Templeton,10192,46.5,San Luis Obispo
93501,35.0411,-118.22922,Mojave,5128,8.9,Kern
93505,35.15708,-117.90934,California City,14914,88.6,Kern
93510,34.45627,-118.2109,Acton,7010,33.8,Los Angeles
93512,37.87379,-118.53455,Benton,284,1.1,Mono
93513,37.18401,-118.17129,Big Pine,1636,1.6,Inyo
93514,37.4947,-118.38514,Bishop,14949,5.7,Mono
93516,35.0081,-117.64268,Boron,2548,34.4,Kern
93517,38.27091,-119.27372,Bridgeport,592,0.7,Mono
93518,35.37675,-118.47314,Caliente,918,1.1,Kern
93519,35.3171,-117.95596,Cantil,0,0,Kern
93522,36.29836,-117.59681,Darwin,74,0.6,Inyo
93523,34.99788,-117.88308,Edwards,3876,39.5,Kern
93524,34.90993,-117.85007,Edwards,108,0.6,Kern
93526,36.85941,-118.25378,Independence,790,5.7,Inyo
93527,35.80294,-117.98504,Inyokern,1705,1.9,Tulare
93528,35.37194,-117.64193,Johannesburg,90,14.2,Kern
93529,37.7832,-119.1375,June Lake,263,1.4,Mono
93530,36.48458,-117.87201,Keeler,31,10.4,Inyo
93531,35.22937,-118.60781,Keene,371,7.3,Kern
93532,34.68571,-118.55914,Lake Hughes,2745,8.7,Los Angeles
93534,34.71759,-118.15079,Lancaster,43535,886.7,Los Angeles
93535,34.69908,-117.89613,Lancaster,79522,128.5,Los Angeles
93536,34.75267,-118.3889,Lancaster,73417,111.4,Los Angeles
