zip_code,lat,lng,city,population,density,county
95225,38.20399,-120.86488,Burson,1001,39.9,Calaveras
95226,38.23377,-120.86232,Campo Seco,0,0,Calaveras
95227,38.20678,-121.04615,Clements,901,9.1,San Joaquin
95228,37.94669,-120.68067,Copperopolis,4571,19.3,Calaveras
95230,37.97361,-120.86492,Farmington,619,1.7,Stanislaus
95231,37.87331,-121.29272,French Camp,4933,176.9,San Joaquin
95232,38.36051,-120.57722,Glencoe,145,11.3,Calaveras
95233,38.18622,-120.36859,Hathaway Pines,250,59.9,Calaveras
95236,38.04218,-121.03176,Linden,4756,14.4,San Joaquin
95237,38.15953,-121.14845,Lockeford,4099,213.4,San Joaquin
95240,38.1177,-121.1627,Lodi,49623,281,San Joaquin
95242,38.13204,-121.38875,Lodi,27448,116.6,San Joaquin
95245,38.30189,-120.61975,Mokelumne Hill,2422,13.4,Calaveras
95246,38.23662,-120.49589,Mountain Ranch,1305,7.3,Calaveras
95247,38.14264,-120.44359,Murphys,3594,29.5,Calaveras
95248,38.32433,-120.46051,Rail Road Flat,38,0.5,Calaveras
95249,38.18986,-120.61784,San Andreas,5533,26.3,Calaveras
95251,38.08024,-120.45769,Vallecito,507,16,Calaveras
95252,38.15871,-120.84214,Valley Springs,14644,49.6,Calaveras
95253,38.14725,-121.19525,Victor,513,117.7,San Joaquin
95254,38.20323,-120.95857,Wallace,769,60.9,Calaveras
95255,38.42055,-120.47506,West Point,1748,15.3,Calaveras
95257,38.38068,-120.45255,Wilseyville,429,14.1,Calaveras
95258,38.16811,-121.31011,Woodbridge,4108,492.7,San Joaquin
95301,37.30634,-120.65119,Atwater,41015,208.2,Merced
95303,37.4714,-120.67744,Ballico,860,11.5,Merced
95304,37.6773,-121.3948,Tracy,15585,39.2,San Joaquin
95305,37.8306,-120.34821,Big Oak Flat,118,0.8,Tuolumne
95306,37.36015,-120.11581,Catheys Valley,844,2,Mariposa
95307,37.55582,-120.95385,Ceres,47666,560.5,Stanislaus
95309,37.87154,-120.43299,Chinese Camp,0,0,Tuolumne
95310,38.09944,-120.36171,Columbia,1431,12.4,Tuolumne
95311,37.70443,-120.08344,Coulterville,1991,3.2,Mariposa
95312,37.42107,-120.65295,Cressey,241,94.9,Merced
95313,37.43511,-121.03769,Crows Landing,1250,10.6,Stanislaus
95315,37.42243,-120.7733,Delhi,13334,271.8,Merced
95316,37.54613,-120.69212,Denair,7832,37,Stanislaus
95317,37.12947,-120.5074,El Nido,963,8.1,Merced
95318,37.66618,-119.8064,El Portal,410,2.8,Mariposa
95319,37.6309,-120.87728,Empire,1658,253.5,Stanislaus
95320,37.82453,-121.01545,Escalon,12481,54.3,San Joaquin
95321,37.97719,-119.75012,Groveland,3922,3.4,Tuolumne
95322,37.17622,-121.01861,Gustine,10012,22.8,Merced
95323,37.60881,-120.68464,Hickman,1489,18.4,Stanislaus
95324,37.39452,-120.89605,Hilmar,8639,83.1,Merced
95325,37.48058,-120.24208,Hornitos,60,0.8,Mariposa
95326,37.58998,-120.8531,Hughson,10254,149.4,Stanislaus
95327,37.84912,-120.4858,Jamestown,9165,22.3,Tuolumne
95328,37.55797,-120.90932,Keyes,3585,1534.6,Stanislaus
95329,37.67726,-120.41363,La Grange,2497,8.3,Tuolumne
95330,37.8117,-121.31331,Lathrop,28325,508.1,San Joaquin
95333,37.2447,-120.24277,Le Grand,3031,9.6,Merced
95334,37.34756,-120.74624,Livingston,17253,118,Merced
95335,38.11894,-120.09239,Long Barn,97,0.9,Tuolumne
95336,37.83351,-121.1988,Manteca,47294,476.3,San Joaquin
95337,37.74171,-121.23834,Manteca,42713,363,San Joaquin
95338,37.50911,-119.98659,Mariposa,10726,12.2,Mariposa
95340,37.34128,-120.40658,Merced,37584,279.3,Merced
95341,37.23037,-120.50715,Merced,34045,89.5,Merced
95345,37.58784,-119.96408,Midpines,664,6.7,Mariposa
95346,38.07045,-120.17291,Mi Wuk Village,1126,85.1,Tuolumne
95348,37.41525,-120.4979,Merced,34489,225.7,Merced
95350,37.67175,-121.00732,Modesto,55097,2407.6,Stanislaus
95351,37.6236,-120.99828,Modesto,49149,2134,Stanislaus
95354,37.63849,-120.96428,Modesto,25165,1269.4,Stanislaus
95355,37.6727,-120.94717,Modesto,59597,2462,Stanislaus
95356,37.71945,-121.02786,Modesto,33055,574.6,Stanislaus
95357,37.66985,-120.87924,Modesto,13740,134.8,Stanislaus
95358,37.61578,-121.10059,Modesto,31938,106.1,Stanislaus
95360,37.32918,-121.03827,Newman,13551,84.6,Stanislaus
95361,37.79342,-120.77654,Oakdale,34725,61.7,Stanislaus
95363,37.37251,-121.27192,Patterson,29364,23.7,Stanislaus
95364,38.22908,-119.79174,Pinecrest,0,0,Tuolumne
95365,37.3012,-120.33152,Planada,4146,436.7,Merced
95366,37.76223,-121.12574,Ripon,18462,207.7,San Joaquin
95367,37.73089,-120.94669,Riverbank,25037,1840.6,Stanislaus
95368,37.71544,-121.09047,Salida,14674,1851.1,Stanislaus
95369,37.52435,-120.41301,Snelling,798,2,Merced
95370,37.98484,-120.34515,Sonora,27896,104.5,Tuolumne
95372,37.98927,-120.26272,Soulsbyville,1937,309,Tuolumne
95374,37.31636,-120.85683,Stevinson,1702,14.8,Merced
95375,38.21493,-119.97031,Strawberry,65,1.8,Tuolumne
95376,37.73678,-121.43404,Tracy,55314,2804,San Joaquin
95377,37.65293,-121.49598,Tracy,33630,118.1,San Joaquin
95379,37.96174,-120.21635,Tuolumne,3924,58.5,Tuolumne
95380,37.47226,-120.86978,Turlock,45576,228.1,Stanislaus
95382,37.52831,-120.85214,Turlock,37296,1315.6,Stanislaus
95383,38.09534,-120.22602,Twain Harte,4022,23.4,Tuolumne
95385,37.612,-121.24773,Vernalis,660,9.5,Stanislaus
95386,37.67391,-120.63045,Waterford,10371,42.3,Stanislaus
95387,37.55429,-121.2451,Westley,1122,20.1,Stanislaus
95388,37.42171,-120.59715,Winton,13270,135.9,Merced
95389,37.73784,-119.52556,Yosemite National Park,1380,1.8,Mariposa
95391,37.76952,-121.5912,Tracy,23235,334.1,Alameda
95401,38.44922,-122.79307,Santa Rosa,36820,680.1,Sonoma
95403,38.50326,-122.75358,Santa Rosa,46463,832.8,Sonoma
95404,38.46488,-122.65709,Santa Rosa,38028,194.8,Sonoma
95405,38.43926,-122.66908,Santa Rosa,23176,1783.9,Sonoma
95407,38.39465,-122.74591,Santa Rosa,41575,742.8,Sonoma
95409,38.46116,-122.60425,Santa Rosa,26179,289,Sonoma
95410,39.21616,-123.70012,Albion,981,12.6,Mendocino
95412,38.71168,-123.31967,Annapolis,341,1.5,Sonoma
95415,39.0205,-123.36751,Boonville,1380,9.6,Mendocino
95417,39.68791,-123.65075,Branscomb,299,4.8,Mendocino
95419,38.42336,-122.9582,Camp Meeker,213,1269.4,Sonoma
95420,39.35638,-123.76832,Caspar,225,11.9,Mendocino
95421,38.58276,-123.18037,Cazadero,1743,4.7,Sonoma
95422,38.97829,-122.6423,Clearlake,16759,240.7,Lake
95423,39.06749,-122.62753,Clearlake Oaks,3244,10.2,Lake
95425,38.81792,-123.02566,Cloverdale,11337,22.8,Sonoma
95426,38.83449,-122.7361,Cobb,1362,18.3,Lake
95427,39.25326,-123.56932,Comptche,700,4.8,Mendocino
95428,39.82489,-123.18126,Covelo,2761,3.9,Mendocino
95429,39.73292,-123.34841,Dos Rios,122,1.9,Mendocino
95430,38.46279,-123.04476,Duncans Mills,15,24.4,Sonoma
95431,38.34897,-122.51625,Eldridge,75,240.5,Sonoma
95432,39.1083,-123.63829,Elk,599,3.2,Mendocino
95435,39.00315,-122.8748,Finley,331,8941.4,Lake
95436,38.49108,-122.91425,Forestville,6602,119.9,Sonoma
95437,39.44535,-123.69402,Fort Bragg,15903,34.6,Mendocino
95439,38.49055,-122.77591,Fulton,510,73.8,Sonoma
95441,38.73775,-123.0354,Geyserville,1802,4.4,Sonoma
95442,38.3785,-122.51549,Glen Ellen,2521,39,Sonoma
95443,39.05013,-122.73962,Glenhaven,129,11.9,Lake
95444,38.43261,-122.86922,Graton,559,688.4,Sonoma
95445,38.83762,-123.49404,Gualala,2134,9.2,Mendocino
95446,38.52525,-123.00423,Guerneville,4781,59.5,Sonoma
95448,38.62309,-122.89089,Healdsburg,16596,34.7,Sonoma
95449,38.94331,-123.09653,Hopland,1460,4.1,Mendocino
95450,38.5229,-123.21508,Jenner,212,2.2,Sonoma
95451,38.9388,-122.80484,Kelseyville,12611,52.4,Lake
95452,38.42969,-122.5362,Kenwood,1360,31.7,Sonoma
95453,39.04346,-122.93918,Lakeport,11523,51.1,Lake
95454,39.78063,-123.51631,Laytonville,2076,2.6,Mendocino
95456,39.25851,-123.74585,Little River,780,26.6,Mendocino
95457,38.87967,-122.52753,Lower Lake,3178,8.3,Lake
95458,39.11667,-122.78204,Lucerne,3196,35.4,Lake
95459,38.99068,-123.62627,Manchester,836,5.4,Mendocino
95460,39.30386,-123.73737,Mendocino,2311,25.8,Mendocino
95461,38.762,-122.59314,Middletown,3551,11.1,Lake
95462,38.47263,-123.02064,Monte Rio,1111,118.6,Sonoma
95463,39.18957,-123.58059,Navarro,86,4.6,Mendocino
95464,39.12736,-122.84733,Nice,2587,393.8,Lake
95465,38.40556,-123.01963,Occidental,1316,10.6,Sonoma
95466,39.08868,-123.51058,Philo,1042,3.9,Mendocino
95467,38.80453,-122.54948,Hidden Valley Lake,6109,320.7,Lake
95468,38.9094,-123.60372,Point Arena,1312,8.3,Mendocino
95469,39.38853,-123.05972,Potter Valley,1469,3.1,Mendocino
95470,39.30019,-123.22984,Redwood Valley,5903,32.8,Mendocino
95471,38.53218,-122.97362,Rio Nido,809,88,Sonoma
95472,38.39738,-122.86668,Sebastopol,29753,163.5,Sonoma
95476,38.25531,-122.46055,Sonoma,36578,131,Sonoma
95480,38.68463,-123.36802,Stewarts Point,31,2.2,Sonoma
95482,39.1618,-123.23925,Ukiah,33744,44.3,Mendocino
95485,39.20828,-122.9259,Upper Lake,3042,13.5,Lake
95486,38.4741,-123.02403,Villa Grande,49,976.8,Sonoma
95488,39.73679,-123.77199,Westport,185,1.2,Mendocino
95490,39.4883,-123.34725,Willits,14256,12.8,Mendocino
95492,38.53052,-122.81254,Windsor,28635,558.7,Sonoma
95493,39.20241,-122.97948,Witter Springs,79,3.9,Lake
95494,38.89646,-123.34324,Yorkville,113,0.4,Mendocino
95497,38.71976,-123.45601,The Sea Ranch,1078,27.3,Sonoma
95501,40.80435,-124.14034,Eureka,24007,1263.5,Humboldt
95503,40.72406,-124.09178,Eureka,23878,110.1,Humboldt
95511,40.16975,-123.59539,Alderpoint,102,1,Humboldt
95514,40.29151,-123.67119,Blocksburg,74,0.3,Humboldt
95519,40.95833,-124.04983,Mckinleyville,18467,132.6,Humboldt
95521,40.84586,-124.04745,Arcata,22259,142.3,Humboldt
95524,40.82346,-124.05271,Bayside,1660,78.9,Humboldt
95525,40.94845,-123.82629,Blue Lake,1379,5.7,Humboldt
95526,40.44705,-123.6628,Bridgeville,566,1.7,Humboldt
95527,40.93593,-123.41966,Burnt Ranch,474,1.3,Trinity
95528,40.4936,-123.92393,Carlotta,1548,6.8,Humboldt
95531,41.79288,-124.00473,Crescent City,22887,46.7,Del Norte
95536,40.51069,-124.26547,Ferndale,3120,7.4,Humboldt
95537,40.745,-124.21472,Fields Landing,632,818.1,Humboldt
95538,41.86833,-124.15433,Fort Dick,975,199,Del Norte
95540,40.56671,-124.12651,Fortuna,14989,169.8,Humboldt
95542,40.08074,-123.77369,Garberville,2506,4.4,Humboldt
95543,41.88847,-123.80238,Gasquet,536,1.5,Del Norte
95545,40.26159,-124.08599,Honeydew,277,0.8,Humboldt
95546,41.18777,-123.74535,Hoopa,3121,13.8,Humboldt
95547,40.56952,-124.07751,Hydesville,1179,43.8,Humboldt
95548,41.58633,-124.05859,Klamath,1079,7.5,Del Norte
95549,40.65838,-123.89485,Kneeland,1226,3.4,Humboldt
95550,40.77695,-123.82951,Korbel,151,0.4,Humboldt
95551,40.66977,-124.21961,Loleta,1794,16.3,Humboldt
95552,40.34899,-123.42248,Mad River,453,1.3,Trinity
95553,40.22981,-123.87133,Miranda,762,4.2,Humboldt
95554,40.27573,-123.78414,Myers Flat,340,4,Humboldt
95555,41.29519,-123.97774,Orick,350,1.2,Humboldt
95556,41.31444,-123.59043,Orleans,921,2.1,Humboldt
95558,40.32673,-124.24017,Petrolia,266,0.6,Humboldt
95559,40.18977,-123.7512,Phillipsville,0,0,Humboldt
95560,40.14606,-123.83816,Redway,1640,37.9,Humboldt
95562,40.45808,-124.1072,Rio Dell,3395,79,Humboldt
95563,40.84248,-123.51225,Salyer,830,4.9,Trinity
95564,40.79023,-124.20312,Samoa,495,57,Humboldt
95565,40.45723,-124.01099,Scotia,669,7.7,Humboldt
95567,41.9498,-124.1118,Smith River,2178,13.5,Del Norte
95568,41.48454,-123.48543,Somes Bar,195,0.8,Siskiyou
95569,40.36078,-123.85818,Redcrest,181,1.3,Humboldt
95570,41.11375,-124.08037,Trinidad,2515,18.5,Humboldt
95571,40.36495,-123.94157,Weott,116,6.8,Humboldt
95573,40.89567,-123.65873,Willow Creek,1342,4.3,Humboldt
95585,39.85872,-123.66619,Leggett,473,3.1,Mendocino
95587,39.96969,-123.75537,Piercy,72,1.5,Mendocino
95589,40.07927,-123.98596,Whitethorn,1419,3.6,Humboldt
95595,40.11074,-123.26642,Zenia,226,0.2,Trinity
95601,38.42713,-120.82997,Amador City,310,58,Amador
95602,38.99039,-121.10991,Auburn,18705,145.4,Placer
95603,38.91167,-121.08559,Auburn,28479,307.5,Placer
95604,38.9112,-121.0982,Auburn,35,270.7,Placer
95605,38.59289,-121.53929,West Sacramento,14328,1418.8,Yolo
95606,38.75604,-122.19387,Brooks,202,2.1,Yolo
95607,38.7899,-122.12585,Capay,201,0.6,Yolo
95608,38.62611,-121.32886,Carmichael,63730,1860.2,Sacramento
95610,38.69494,-121.27219,Citrus Heights,45792,2230,Sacramento
95612,38.38644,-121.58118,Clarksburg,1606,9.7,Yolo
95613,38.81272,-120.89173,Coloma,105,35.9,El Dorado
95614,38.88649,-120.98896,Cool,4580,55.7,El Dorado
95615,38.31113,-121.54595,Courtland,1062,19.4,Sacramento
95616,38.55819,-121.80044,Davis,52779,682.6,Yolo
95618,38.54348,-121.6917,Davis,26478,318.2,Yolo
95619,38.68218,-120.81401,Diamond Springs,6407,416.7,El Dorado
95620,38.40599,-121.75689,Dixon,21494,34.4,Solano
95621,38.69551,-121.30862,Citrus Heights,42838,2477.7,Sacramento
95623,38.6075,-120.84873,El Dorado,4411,38.1,El Dorado
95624,38.43203,-121.30506,Elk Grove,68434,580,Sacramento
95625,38.35728,-121.90861,Elmira,152,63.7,Solano
95626,38.73378,-121.48898,Elverta,5978,61.2,Sacramento
95627,38.72936,-122.00959,Esparto,4214,31.1,Yolo
95628,38.65212,-121.2543,Fair Oaks,42434,1270.9,Sacramento
95629,38.51277,-120.6875,Fiddletown,697,4.7,Amador
95630,38.66558,-121.141,Folsom,73815,1088.1,Sacramento
95631,39.05453,-120.75365,Foresthill,6022,13.4,Placer
95632,38.27705,-121.26128,Galt,31509,107.4,Sacramento
95633,38.84919,-120.82328,Garden Valley,3408,33.3,El Dorado
95634,38.9123,-120.69443,Georgetown,4001,13,El Dorado
95635,38.91111,-120.90043,Greenwood,734,9.6,El Dorado
95636,38.6274,-120.51852,Grizzly Flats,1205,40.6,El Dorado
95637,38.85283,-122.2729,Guinda,142,1.3,Yolo
95638,38.33969,-121.11481,Herald,2196,10.6,Sacramento
95639,38.39202,-121.49599,Hood,243,20.2,Sacramento
95640,38.33922,-120.94024,Ione,12915,37.9,Amador
95641,38.15046,-121.60271,Isleton,1431,13.2,Sacramento
95642,38.3434,-120.76398,Jackson,6913,40.2,Amador
95645,38.89025,-121.79992,Knights Landing,1233,3.8,Yolo
95646,38.63828,-120.01813,Kirkwood,232,1.7,Alpine
95648,38.92643,-121.31101,Lincoln,54074,144.7,Placer
95650,38.81339,-121.16831,Loomis,14479,244.4,Placer
95651,38.82088,-120.93515,Lotus,535,15.5,El Dorado
95652,38.66265,-121.40079,Mcclellan,961,99.3,Sacramento
95653,38.69151,-121.97723,Madison,478,33.6,Yolo
95655,38.54976,-121.27898,Mather,4806,194.7,Sacramento
95658,38.87938,-121.15173,Newcastle,6023,99.8,Placer
95659,38.84594,-121.57679,Nicolaus,809,6.8,Sutter
95660,38.67883,-121.3805,North Highlands,35649,2166,Sacramento
95661,38.74129,-121.24925,Roseville,32880,1417.8,Placer
95662,38.68917,-121.21988,Orangevale,33099,1182.6,Sacramento
95663,38.85739,-121.18251,Penryn,2771,123,Placer
95664,38.79755,-121.05136,Pilot Hill,986,10.4,El Dorado
95665,38.39587,-120.65238,Pine Grove,4650,88.6,Amador
95666,38.54113,-120.33076,Pioneer,5542,25.5,Amador
95667,38.73407,-120.79216,Placerville,35343,80.7,El Dorado
95668,38.82708,-121.49378,Pleasant Grove,548,3.3,Sutter
95669,38.49522,-120.89157,Plymouth,2296,11.7,Amador
95670,38.60461,-121.27963,Rancho Cordova,59685,1784,Sacramento
95671,38.69529,-121.15671,Represa,5386,1408.1,Sacramento
95672,38.72664,-120.99638,Rescue,5937,105.4,El Dorado
95673,38.69029,-121.46603,Rio Linda,17332,411.7,Sacramento
95674,38.95396,-121.48187,Rio Oso,906,11,Sutter
95675,38.54548,-120.74277,River Pines,451,860,Amador
95676,38.87224,-121.71664,Robbins,164,50.1,Sutter
95677,38.79298,-121.23133,Rocklin,28412,1128.1,Placer
95678,38.76536,-121.28847,Roseville,45201,1527.6,Placer
95679,38.90524,-122.26727,Rumsey,169,11,Yolo
95680,38.24142,-121.57816,Ryde,0,0,Sacramento
95681,38.99809,-121.35422,Sheridan,1269,31.4,Placer
95682,38.60537,-120.96175,Shingle Springs,29836,128.2,El Dorado
95683,38.51018,-121.09894,Sloughhouse,6311,28.2,Sacramento
95684,38.59098,-120.55066,Somerset,2820,6.8,El Dorado
95685,38.42716,-120.76698,Sutter Creek,4814,46.5,Amador
95686,38.19039,-121.48543,Thornton,1155,13.8,San Joaquin
95687,38.3344,-121.91765,Vacaville,69825,605.1,Solano
95688,38.41901,-122.02571,Vacaville,39967,167.8,Solano
95689,38.47088,-120.61566,Volcano,1520,23.2,Amador
95690,38.23429,-121.58672,Walnut Grove,2124,15.9,Sacramento
95691,38.62394,-121.58272,West Sacramento,39361,389.4,Yolo
95692,39.04699,-121.40471,Wheatland,5044,34,Yuba
95693,38.39851,-121.21956,Wilton,7247,47.7,Sacramento
95694,38.56163,-122.00609,Winters,9858,28.6,Yolo
95695,38.68847,-121.85666,Woodland,40479,107.3,Yolo
95697,38.73284,-121.80701,Yolo,243,342.4,Yolo
95698,38.8187,-121.91012,Zamora,213,2.1,Yolo
95699,38.44074,-120.85702,Drytown,13,1.4,Amador
95701,39.22633,-120.76741,Alta,1049,12.8,Placer
95703,38.99156,-120.9864,Applegate,1993,86.7,Placer
95709,38.74886,-120.68134,Camino,6495,105.4,El Dorado
95713,39.08477,-120.92788,Colfax,9869,62.7,Placer
95714,39.2013,-120.83677,Dutch Flat,405,43.5,Placer
95715,39.27495,-120.64388,Emigrant Gap,76,0.9,Placer
95717,39.14258,-120.84268,Gold Run,155,3.1,Placer
95720,38.84536,-120.26021,Kyburz,106,0.3,El Dorado
95721,38.82341,-120.09379,Echo Lake,0,0,El Dorado
95722,39.00467,-121.02891,Meadow Vista,4930,182.3,Placer
95726,38.75418,-120.41989,Pollock Pines,7754,20.9,El Dorado
95728,39.29673,-120.40358,Soda Springs,355,4.9,Placer
95735,38.82986,-120.17936,Twin Bridges,50,0.4,El Dorado
95736,39.03905,-120.97738,Weimar,96,160.3,Placer
95742,38.5735,-121.19854,Rancho Cordova,13955,106.8,Sacramento
95746,38.75009,-121.16712,Granite Bay,22345,468.9,Placer
95747,38.77963,-121.36798,Roseville,72208,662,Placer
95757,38.33886,-121.43643,Elk Grove,52105,311.9,Sacramento
95758,38.42932,-121.44603,Elk Grove,65416,1853.9,Sacramento
95762,38.67694,-121.05755,El Dorado Hills,45340,420.9,El Dorado
95765,38.81982,-121.27772,Rocklin,41799,1288.8,Placer
95776,38.68889,-121.70776,Woodland,25230,110.4,Yolo
95811,38.58761,-121.49077,Sacramento,7432,1238.8,Sacramento
95814,38.58064,-121.49488,Sacramento,12302,3401.6,Sacramento
95815,38.60544,-121.44497,Sacramento,26211,1322.4,Sacramento
95816,38.57555,-121.46543,Sacramento,18033,2551.8,Sacramento
95817,38.55057,-121.45713,Sacramento,14109,2405.2,Sacramento
95818,38.55579,-121.49669,Sacramento,22423,2243.3,Sacramento
95819,38.56816,-121.43772,Sacramento,20146,2157,Sacramento
95820,38.53491,-121.4442,Sacramento,36224,2655.3,Sacramento
95821,38.62541,-121.38479,Sacramento,37473,2048.8,Sacramento
95822,38.51273,-121.49556,Sacramento,46375,2132.2,Sacramento
95823,38.47473,-121.44266,Sacramento,83021,2792.5,Sacramento
95824,38.51746,-121.44147,Sacramento,30783,2980.4,Sacramento
95825,38.5901,-121.40644,Sacramento,37522,3111.8,Sacramento
95826,38.54554,-121.37885,Sacramento,40847,1496.6,Sacramento
95827,38.55151,-121.3253,Sacramento,21241,916.8,Sacramento
95828,38.48943,-121.39598,Sacramento,61730,1921.6,Sacramento
95829,38.48759,-121.33326,Sacramento,30594,581.7,Sacramento
95830,38.49415,-121.27229,Sacramento,585,17.4,Sacramento
95831,38.49599,-121.52948,Sacramento,43683,2411.1,Sacramento
95832,38.43979,-121.49888,Sacramento,13446,624.7,Sacramento
95833,38.61529,-121.51558,Sacramento,40853,1950.1,Sacramento
95834,38.64207,-121.51967,Sacramento,33102,1282.7,Sacramento
95835,38.67088,-121.52464,Sacramento,41051,1785,Sacramento
95837,38.68925,-121.59537,Sacramento,279,7.5,Sacramento
95838,38.64708,-121.44312,Sacramento,41438,1738.1,Sacramento
95841,38.66031,-121.34812,Sacramento,20892,2069.5,Sacramento
95842,38.687,-121.34889,Sacramento,34578,3361.4,Sacramento
95843,38.71532,-121.36366,Antelope,48191,2855.1,Sacramento
95864,38.58512,-121.37655,Sacramento,25367,1559.6,Sacramento
95901,39.2225,-121.48855,Marysville,36176,69.8,Yuba
95903,39.11337,-121.37192,Beale Afb,1730,32.7,Yuba
95910,39.46742,-120.83158,Alleghany,174,2,Sierra
95912,39.0016,-122.07462,Arbuckle,4782,12.1,Colusa
95913,39.62899,-122.19215,Artois,218,4.8,Glenn
95914,39.40756,-121.37878,Bangor,518,9.1,Butte
95915,39.97926,-121.21492,Belden,0,0,Plumas
95916,39.65945,-121.37375,Berry Creek,1112,5.1,Butte
95917,39.42392,-121.77178,Biggs,4162,19.9,Butte
95918,39.301,-121.34547,Browns Valley,1598,11.1,Yuba
95919,39.43445,-121.26554,Brownsville,1168,16.8,Yuba
95920,39.46071,-121.93702,Butte City,198,1.1,Glenn
95922,39.47033,-121.07736,Camptonville,620,4.6,Yuba
95923,40.18385,-121.13672,Canyon Dam,56,2.1,Plumas
95925,39.46798,-121.18006,Challenge,258,2.8,Yuba
95926,39.74573,-121.84396,Chico,43402,2154.4,Butte
95928,39.68317,-121.83528,Chico,38594,102.5,Butte
95929,39.72578,-121.85022,Chico,0,0,Butte
95930,39.54679,-121.1606,Clipper Mills,546,28.1,Butte
95932,39.26839,-122.00426,Colusa,7963,21.6,Colusa
95934,40.07463,-120.93108,Crescent Mills,102,1.8,Plumas
95935,39.37369,-121.19615,Dobbins,344,5.1,Yuba
95936,39.56336,-120.79279,Downieville,113,1,Sierra
95937,38.88403,-121.99847,Dunnigan,1125,8.2,Yolo
95938,39.60504,-121.79708,Durham,4030,22.8,Butte
95939,39.56755,-122.60224,Elk Creek,552,0.8,Glenn
95941,39.5588,-121.24157,Forbestown,290,3.2,Butte
95942,39.98954,-121.58872,Forest Ranch,1892,10.6,Butte
95943,39.57692,-122.0367,Glenn,637,3.9,Glenn
95944,39.53482,-120.86159,Goodyears Bar,64,2.6,Sierra
95945,39.19426,-120.98199,Grass Valley,27188,171.7,Nevada
95946,39.21052,-121.20467,Penn Valley,9086,78.4,Nevada
95947,40.15942,-120.84409,Greenville,1464,6.6,Plumas
95948,39.34289,-121.75818,Gridley,12010,61.4,Butte
95949,39.102,-121.13343,Grass Valley,21240,59.9,Nevada
95950,39.05144,-121.92196,Grimes,531,3.9,Colusa
95951,39.71473,-122.00197,Hamilton City,2498,49.3,Glenn
95953,39.25018,-121.77309,Live Oak,11247,37.4,Sutter
95954,39.94916,-121.54088,Magalia,11234,34.2,Butte
95955,39.29657,-122.20454,Maxwell,1356,4,Colusa
95956,39.8751,-121.12209,Meadow Valley,429,2.8,Plumas
95957,39.05366,-121.82379,Meridian,831,3.4,Sutter
95958,39.56417,-121.79804,Nelson,0,0,Butte
95959,39.34509,-120.86797,Nevada City,18280,22.6,Nevada
95960,39.39121,-121.0583,North San Juan,647,6,Sierra
95961,39.03343,-121.55754,Olivehurst,31402,264.4,Yuba
95962,39.32669,-121.26876,Oregon House,1107,11.3,Yuba
95963,39.73682,-122.30329,Orland,16812,20,Glenn
95965,39.59169,-121.59034,Oroville,21891,27.1,Butte
95966,39.47332,-121.43284,Oroville,29203,66.3,Butte
95968,39.43514,-121.55179,Palermo,1265,271.6,Butte
95969,39.72178,-121.63388,Paradise,9032,68.8,Butte
95970,39.41159,-122.05176,Princeton,490,5.9,Glenn
95971,39.92895,-120.91608,Quincy,6106,15.6,Plumas
95972,39.42955,-121.33624,Rackerby,141,50.2,Yuba
95973,39.88099,-121.8516,Chico,38490,49.5,Butte
95974,39.4973,-121.75569,Richvale,77,71.3,Butte
95975,39.22436,-121.15367,Rough And Ready,1661,67.9,Nevada
95977,39.17967,-121.29007,Smartsville,1662,17,Yuba
95978,39.90826,-121.52941,Stirling City,114,1184.3,Butte
95979,39.29771,-122.47913,Stonyford,362,0.6,Colusa
95981,39.65237,-121.03447,Strawberry Valley,67,0.5,Plumas
95982,39.18051,-121.80746,Sutter,3070,27.8,Sutter
95983,40.05827,-120.73897,Taylorsville,381,1.7,Plumas
95984,39.99654,-121.11951,Twain,170,0.9,Plumas
95986,39.36149,-120.7652,Washington,99,3.5,Nevada
95987,39.10299,-122.2726,Williams,6370,7.8,Colusa
95988,39.49825,-122.28698,Willows,8483,10,Glenn
95991,39.02205,-121.61317,Yuba City,43028,404,Sutter
95993,39.08171,-121.68798,Yuba City,37993,174,Sutter
96001,40.57731,-122.45443,Redding,34253,182.7,Shasta
96002,40.5299,-122.31679,Redding,34693,438.2,Shasta
96003,40.66664,-122.31564,Redding,44522,154.7,Shasta
96006,41.15575,-120.83952,Adin,634,1.2,Lassen
96007,40.45507,-122.30468,Anderson,24666,77.8,Shasta
96008,40.73559,-122.11091,Bella Vista,1188,7.4,Shasta
96009,41.06183,-121.04434,Bieber,281,0.5,Lassen
96010,40.89735,-123.24365,Big Bar,104,0.1,Trinity
96011,41.05762,-121.89157,Big Bend,196,0.7,Shasta
96013,40.97495,-121.68316,Burney,4519,11.4,Shasta
96014,41.3579,-122.77305,Callahan,114,0.3,Siskiyou
96015,41.49672,-120.87162,Canby,374,0.6,Modoc
96016,40.90675,-121.52032,Cassel,357,3.2,Shasta
96017,41.10776,-122.30751,Castella,152,0.6,Shasta
96019,40.68729,-122.39927,Shasta Lake,10486,209.6,Shasta
96020,40.30089,-121.26286,Chester,2542,17.4,Plumas
96021,39.91871,-122.26813,Corning,15660,24.2,Tehama
96022,40.34232,-122.44814,Cottonwood,14793,23,Tehama
96023,41.92108,-121.97592,Dorris,1288,2.3,Siskiyou
96024,40.58767,-122.90143,Douglas City,952,3.5,Trinity
96025,41.20409,-122.32523,Dunsmuir,2192,8.2,Siskiyou
