zip_code,district,postal_area_name,percent_of_zip_code_population_in_district
95252,5,Valley Springs,100
95253,9,Victor,100
95254,5,Wallace,100
95255,5,West Point,100
95257,5,Wilseyville,100
95258,9,Woodbridge,100
95301,13,Atwater,100
95303,13,Ballico,100
95304,9,Tracy,72.37507711
95304,13,Tracy,27.62492289
95305,5,Big Oak Flat,100
95306,5,Catheys Valley,100
95307,5,Ceres,1.758512061
95307,13,Ceres,98.24148794
95309,5,Chinese Camp,100
95310,5,Columbia,100
95311,5,Coulterville,100
95312,13,Cressey,100
95313,13,Crows Landing,100
95315,13,Delhi,100
95316,5,Denair,98.93144602
95316,13,Denair,1.068553983
95317,13,El Nido,100
95318,5,El Portal,100
95319,5,Empire,4.882629108
95319,13,Empire,95.11737089
95320,9,Escalon,100
95321,5,Groveland,100
95322,13,Gustine,100
95323,5,Hickman,100
95324,13,Hilmar,100
95325,5,Hornitos,100
95326,5,Hughson,99.48221306
95326,13,Hughson,0.51778694
95327,5,Jamestown,100
95328,13,Keyes,100
95329,5,La Grange,100
95330,9,Lathrop,1.252365388
95330,13,Lathrop,98.74763461
95333,13,Le Grand,100
95334,13,Livingston,100
95335,5,Long Barn,100
95336,9,Manteca,100
95337,9,Manteca,93.30650238
95337,13,Manteca,6.693497617
95338,5,Mariposa,100
95340,13,Merced,100
95341,13,Merced,100
95345,5,Midpines,100
95346,5,Mi Wuk Village,100
95348,13,Merced,100
95350,5,Modesto,100
95351,5,Modesto,4.456727213
95351,13,Modesto,95.54327279
95354,5,Modesto,43.77732113
95354,13,Modesto,56.22267887
95355,5,Modesto,100
95356,5,Modesto,100
95357,5,Modesto,43.64166404
95357,13,Modesto,56.35833596
95358,5,Modesto,22.61367527
95358,13,Modesto,77.38632473
95360,13,Newman,100
95361,5,Oakdale,93.27507924
95361,9,Oakdale,6.724920757
95363,13,Patterson,100
95364,5,Pinecrest,100
95365,13,Planada,100
95366,9,Ripon,99.53944843
95366,13,Ripon,0.460551565
95367,5,Riverbank,100
95368,5,Salida,100
95369,5,Snelling,6.740196078
95369,13,Snelling,93.25980392
95370,5,Sonora,100
95372,5,Soulsbyville,100
95374,13,Stevinson,100
95375,5,Strawberry,100
95376,9,Tracy,100
95377,9,Tracy,98.56895056
95377,13,Tracy,1.228678809
95377,14,Tracy,0.202370627
95379,5,Tuolumne,100
95380,5,Turlock,20.88460104
95380,13,Turlock,79.11539896
95382,5,Turlock,97.0208258
95382,13,Turlock,2.979174203
95383,5,Twain Harte,100
95385,13,Vernalis,100
95386,5,Waterford,100
95387,13,Westley,100
95388,13,Winton,100
95389,5,Yosemite National Park,100
95391,9,Tracy,99.52244122
95391,14,Tracy,0.477558784
95401,2,Santa Rosa,26.04099592
95401,4,Santa Rosa,73.95900408
95403,2,Santa Rosa,92.94486075
95403,4,Santa Rosa,7.055139246
95404,2,Santa Rosa,4.766787611
95404,4,Santa Rosa,95.23321239
95405,4,Santa Rosa,100
95407,2,Santa Rosa,2.66563147
95407,4,Santa Rosa,97.33436853
95409,2,Santa Rosa,3.064056811
95409,4,Santa Rosa,96.93594319
95410,2,Albion,100
95412,2,Annapolis,100
95415,2,Boonville,100
95417,2,Branscomb,100
95419,2,Camp Meeker,100
95420,2,Caspar,100
95421,2,Cazadero,100
95422,4,Clearlake,100
95423,4,Clearlake Oaks,100
95425,2,Cloverdale,100
95426,4,Cobb,100
95427,2,Comptche,100
95428,2,Covelo,100
95429,2,Dos Rios,100
95430,2,Duncans Mills,100
95431,4,Eldridge,0
95432,2,Elk,100
95435,4,Finley,100
95436,2,Forestville,100
95437,2,Fort Bragg,100
95439,2,Fulton,100
95441,2,Geyserville,100
95442,4,Glen Ellen,100
95443,4,Glenhaven,100
95444,2,Graton,100
95445,2,Gualala,100
95446,2,Guerneville,100
95448,2,Healdsburg,100
95449,2,Hopland,100
95450,2,Jenner,100
95451,4,Kelseyville,100
95452,4,Kenwood,100
95453,4,Lakeport,100
95454,2,Laytonville,100
95456,2,Little River,100
95457,4,Lower Lake,100
95458,4,Lucerne,100
95459,2,Manchester,100
95460,2,Mendocino,100
95461,4,Middletown,100
95462,2,Monte Rio,100
95463,2,Navarro,100
95464,4,Nice,100
95465,2,Occidental,100
95466,2,Philo,100
95467,4,Hidden Valley Lake,100
95468,2,Point Arena,100
95469,2,Potter Valley,93.42318059
95469,4,Potter Valley,6.576819407
95470,2,Redwood Valley,100
95471,2,Rio Nido,100
95472,2,Sebastopol,98.15335913
95472,4,Sebastopol,1.846640872
95476,4,Sonoma,100
95480,2,Stewarts Point,100
95482,2,Ukiah,100
95485,4,Upper Lake,100
95486,2,Villa Grande,100
95488,2,Westport,100
95490,2,Willits,100
95492,2,Windsor,100
95493,4,Witter Springs,100
95494,2,Yorkville,100
95497,2,The Sea Ranch,100
95501,2,Eureka,100
95503,2,Eureka,100
95511,2,Alderpoint,100
95514,2,Blocksburg,100
95519,2,Mckinleyville,100
95521,2,Arcata,100
95524,2,Bayside,100
95525,2,Blue Lake,100
95526,2,Bridgeville,100
95527,2,Burnt Ranch,100
95528,2,Carlotta,100
95531,2,Crescent City,100
95536,2,Ferndale,100
95537,2,Fields Landing,100
95538,2,Fort Dick,100
95540,2,Fortuna,100
95542,2,Garberville,100
95543,2,Gasquet,100
95545,2,Honeydew,100
95546,2,Hoopa,100
95547,2,Hydesville,100
95548,2,Klamath,100
95549,2,Kneeland,100
95550,2,Korbel,100
95551,2,Loleta,100
95552,2,Mad River,100
95553,2,Miranda,100
95554,2,Myers Flat,100
95555,2,Orick,100
95556,1,Orleans,3.384615385
95556,2,Orleans,96.61538462
95558,2,Petrolia,100
95559,2,Phillipsville,100
95560,2,Redway,100
95562,2,Rio Dell,100
95563,2,Salyer,100
95564,2,Samoa,100
95565,2,Scotia,100
95567,2,Smith River,100
95568,1,Somes Bar,100
95569,2,Redcrest,100
95570,2,Trinidad,100
95571,2,Weott,100
95573,2,Willow Creek,100
95585,2,Leggett,100
95587,2,Piercy,100
95589,2,Whitethorn,100
95595,2,Zenia,100
95601,5,Amador City,100
95602,3,Auburn,100
95603,3,Auburn,100
95604,3,Auburn,100
95605,7,West Sacramento,100
95606,4,Brooks,100
95607,4,Capay,100
95608,6,Carmichael,100
95610,6,Citrus Heights,100
95612,4,Clarksburg,88.45861807
95612,7,Clarksburg,11.54138193
95613,5,Coloma,100
95614,3,Cool,100
95615,7,Courtland,100
95616,4,Davis,100
95618,4,Davis,100
95619,5,Diamond Springs,100
95620,4,Dixon,99.58953309
95620,7,Dixon,0
95620,8,Dixon,0.410466906
95621,6,Citrus Heights,100
95623,5,El Dorado,100
95624,7,Elk Grove,100
95625,4,Elmira,9.714285714
95625,8,Elmira,90.28571429
95626,1,Elverta,1.925078044
95626,3,Elverta,7.353451266
95626,6,Elverta,90.72147069
95627,4,Esparto,100
95628,3,Fair Oaks,25.00233514
95628,6,Fair Oaks,74.99766486
95629,5,Fiddletown,100
95630,3,Folsom,100
95630,5,Folsom,0
95631,3,Foresthill,100
95632,7,Galt,96.06291706
95632,9,Galt,3.937082936
95633,3,Garden Valley,100
95633,5,Garden Valley,0
95634,3,Georgetown,100
95635,3,Greenwood,100
95636,3,Grizzly Flats,100
95637,4,Guinda,100
95638,7,Herald,100
95639,7,Hood,100
95640,5,Ione,99.937651
95640,7,Ione,0.062348999
95641,7,Isleton,98.72021183
95641,9,Isleton,1.279788173
95642,5,Jackson,100
95645,1,Knights Landing,41.86588921
95645,4,Knights Landing,58.13411079
95646,3,Kirkwood,57.9787234
95646,5,Kirkwood,42.0212766
95648,3,Lincoln,100
95650,3,Loomis,100
95651,3,Lotus,26.47444299
95651,5,Lotus,73.52555701
95652,6,Mcclellan,100
95653,4,Madison,100
95655,6,Mather,100
95658,3,Newcastle,100
95659,1,Nicolaus,100
95660,6,North Highlands,100
95661,3,Roseville,100
95662,3,Orangevale,100
95663,3,Penryn,100
95664,3,Pilot Hill,9.330323552
95664,5,Pilot Hill,90.66967645
95665,5,Pine Grove,100
95666,5,Pioneer,100
95667,3,Placerville,15.97242711
95667,5,Placerville,84.02757289
95668,1,Pleasant Grove,73.96788991
95668,3,Pleasant Grove,26.03211009
95669,5,Plymouth,100
95670,3,Rancho Cordova,0.039663379
95670,6,Rancho Cordova,99.96033662
95671,3,Represa,100
95672,5,Rescue,100
95673,6,Rio Linda,100
95674,1,Rio Oso,100
95675,5,River Pines,100
95676,1,Robbins,100
95677,3,Rocklin,100
95678,3,Roseville,99.90694789
95678,6,Roseville,0.093052109
95679,4,Rumsey,100
95680,7,Ryde,100
95681,3,Sheridan,100
95682,5,Shingle Springs,100
95683,3,Sloughhouse,0.564885496
95683,6,Sloughhouse,4.458015267
95683,7,Sloughhouse,94.97709924
95684,3,Somerset,32.92720073
95684,5,Somerset,67.07279927
95685,5,Sutter Creek,100
95686,9,Thornton,100
95687,4,Vacaville,95.25609634
95687,8,Vacaville,4.743903661
95688,4,Vacaville,100
95689,5,Volcano,100
95690,4,Walnut Grove,2.511013216
95690,7,Walnut Grove,97.48898678
95691,4,West Sacramento,0.328740997
95691,7,West Sacramento,99.671259
95692,1,Wheatland,100
95693,7,Wilton,100
95694,4,Winters,100
95695,4,Woodland,100
95697,4,Yolo,100
95698,4,Zamora,100
95699,5,Drytown,100
95701,3,Alta,100
95703,3,Applegate,100
95709,3,Camino,99.0151826
95709,5,Camino,0.984817398
95713,3,Colfax,100
95714,3,Dutch Flat,100
95715,3,Emigrant Gap,100
95717,3,Gold Run,100
95720,3,Kyburz,100
95721,3,Echo Lake,100
95722,3,Meadow Vista,100
95726,3,Pollock Pines,100
95728,3,Soda Springs,100
95735,3,Twin Bridges,100
95736,3,Weimar,100
95742,3,Rancho Cordova,3.782287823
95742,6,Rancho Cordova,96.21771218
95746,3,Granite Bay,100
95747,3,Roseville,100
95757,7,Elk Grove,100
95758,7,Elk Grove,100
95762,5,El Dorado Hills,100
95765,3,Rocklin,100
95776,4,Woodland,100
95811,7,Sacramento,100
95814,7,Sacramento,100
95815,6,Sacramento,100
95816,7,Sacramento,100
95817,7,Sacramento,100
95818,7,Sacramento,100
95819,7,Sacramento,100
95820,7,Sacramento,100
95821,6,Sacramento,100
95822,7,Sacramento,100
95823,7,Sacramento,100
95824,7,Sacramento,100
95825,6,Sacramento,86.65779773
95825,7,Sacramento,13.34220227
95826,6,Sacramento,67.14199789
95826,7,Sacramento,32.85800211
95827,6,Sacramento,99.66150422
95827,7,Sacramento,0.33849578
95828,7,Sacramento,100
95829,7,Sacramento,100
95830,7,Sacramento,100
95831,7,Sacramento,100
95832,7,Sacramento,100
95833,6,Sacramento,100
95834,6,Sacramento,100
95835,6,Sacramento,100
95837,1,Sacramento,33.47107438
95837,6,Sacramento,66.52892562
95838,6,Sacramento,100
95841,6,Sacramento,100
95842,6,Sacramento,100
95843,6,Antelope,100
95864,6,Sacramento,96.84935461
95864,7,Sacramento,3.150645387
95901,1,Marysville,87.47209821
95901,3,Marysville,12.52790179
95903,1,Beale Afb,100
95910,3,Alleghany,100
95912,1,Arbuckle,100
95913,1,Artois,100
95914,1,Bangor,83.40548341
95914,3,Bangor,16.59451659
95915,3,Belden,100
95916,1,Berry Creek,100
95917,1,Biggs,100
95918,3,Browns Valley,100
95919,3,Brownsville,100
95920,1,Butte City,100
95922,3,Camptonville,100
95923,3,Canyon Dam,100
95925,3,Challenge,100
95926,1,Chico,100
95928,1,Chico,100
95929,1,Chico,0
95930,1,Clipper Mills,90.51383399
95930,3,Clipper Mills,9.486166008
95932,1,Colusa,100
95934,3,Crescent Mills,100
95935,3,Dobbins,100
95936,3,Downieville,100
95937,4,Dunnigan,100
95938,1,Durham,100
95939,1,Elk Creek,100
95941,1,Forbestown,76.04166667
95941,3,Forbestown,23.95833333
95942,1,Forest Ranch,100
95943,1,Glenn,100
95944,3,Goodyears Bar,100
95945,3,Grass Valley,100
95946,3,Penn Valley,100
95947,3,Greenville,100
95948,1,Gridley,100
95949,3,Grass Valley,100
95950,1,Grimes,100
95951,1,Hamilton City,100
95953,1,Live Oak,100
95954,1,Magalia,100
95955,1,Maxwell,100
95956,3,Meadow Valley,100
95957,1,Meridian,100
95958,1,Nelson,100
95959,3,Nevada City,100
95960,3,North San Juan,100
95961,1,Olivehurst,100
95962,3,Oregon House,100
95963,1,Orland,100
95965,1,Oroville,100
95966,1,Oroville,99.6106486
95966,3,Oroville,0.389351398
95968,1,Palermo,100
95969,1,Paradise,100
95970,1,Princeton,100
95971,3,Quincy,100
95972,3,Rackerby,100
95973,1,Chico,100
95974,1,Richvale,100
95975,3,Rough And Ready,100
95977,1,Smartsville,0
95977,3,Smartsville,100
95978,1,Stirling City,100
95979,1,Stonyford,100
95981,3,Strawberry Valley,100
95982,1,Sutter,100
95983,3,Taylorsville,100
95984,3,Twain,100
95986,3,Washington,100
95987,1,Williams,100
95988,1,Willows,100
95991,1,Yuba City,100
95993,1,Yuba City,100
96001,1,Redding,100
96002,1,Redding,100
96003,1,Redding,100
96006,1,Adin,100
96007,1,Anderson,100
96008,1,Bella Vista,100
96009,1,Bieber,100
96010,2,Big Bar,100
96011,1,Big Bend,100
96013,1,Burney,100
96014,1,Callahan,100
96015,1,Canby,100
96016,1,Cassel,100
96017,1,Castella,100
96019,1,Shasta Lake,100
96020,3,Chester,100
96021,1,Corning,100
96022,1,Cottonwood,100
96023,1,Dorris,100
96024,2,Douglas City,100
96025,1,Dunsmuir,100
96027,1,Etna,100
96028,1,Fall River Mills,100
96029,1,Flournoy,100
96031,1,Forks Of Salmon,100
96032,1,Fort Jones,100
96033,1,French Gulch,100
96034,1,Gazelle,100
96035,1,Gerber,100
96037,1,Greenview,100
96038,1,Grenada,100
96039,1,Happy Camp,100
96040,1,Hat Creek,100
96041,2,Hayfork,100
96044,1,Hornbrook,100
96046,2,Hyampom,100
96047,1,Igo,100
96048,2,Junction City,100
96050,1,Klamath River,100
96051,1,Lakehead,100
96052,2,Lewiston,100
96054,1,Lookout,100
96055,1,Los Molinos,100
96056,1,Mcarthur,100
96057,1,Mccloud,100
96058,1,Macdoel,100
96059,1,Manton,100
96061,1,Mill Creek,100
96062,1,Millville,100
96063,1,Mineral,100
96064,1,Montague,100
96065,1,Montgomery Creek,100
96067,1,Mount Shasta,100
96068,1,Nubieber,100
96069,1,Oak Run,100
96071,1,Old Station,100
96073,1,Palo Cedro,100
96074,1,Paskenta,100
96075,1,Paynes Creek,100
96076,1,Platina,45.65217391
96076,2,Platina,54.34782609
96078,1,Proberta,100
96080,1,Red Bluff,100
96084,1,Round Mountain,100
96085,1,Scott Bar,100
96086,1,Seiad Valley,100
96087,1,Shasta,100
96088,1,Shingletown,100
96090,1,Tehama,100
96091,2,Trinity Center,100
96092,1,Vina,100
96093,2,Weaverville,100
96094,1,Weed,100
96096,1,Whitmore,100
96097,1,Yreka,100
96101,1,Alturas,100
96103,3,Blairsden Graeagle,100
96104,1,Cedarville,100
96105,1,Chilcoot,16.02112676
96105,3,Chilcoot,83.97887324
96106,3,Clio,100
96107,3,Coleville,100
96108,1,Davis Creek,100
96109,1,Doyle,100
96110,1,Eagleville,100
96111,3,Floriston,100
96112,1,Fort Bidwell,100
96113,1,Herlong,100
96114,1,Janesville,100
96115,1,Lake City,100
96116,1,Likely,100
96117,1,Litchfield,100
96118,3,Loyalton,100
96119,1,Madeline,100
96120,3,Markleeville,100
96121,1,Milford,100
96122,3,Portola,100
96123,1,Ravendale,100
96124,3,Calpine,100
96125,3,Sierra City,100
96126,3,Sierraville,100
96128,1,Standish,100
96129,3,Beckwourth,100
96130,1,Susanville,100
96132,1,Termo,100
96133,3,Topaz,100
96134,1,Tulelake,100
96135,3,Vinton,100
96136,1,Wendel,100
96137,1,Westwood,53.59877489
96137,3,Westwood,46.40122511
96140,3,Carnelian Bay,100
96141,3,Homewood,100
96142,3,Tahoma,100
96143,3,Kings Beach,100
96145,3,Tahoe City,100
96146,3,Olympic Valley,100
96148,3,Tahoe Vista,100
96150,3,South Lake Tahoe,100
96155,3,South Lake Tahoe,100
96161,3,Truckee,100
97635,1,New Pine Creek,100
