zip_code,district,postal_area_name,percent_of_zip_code_population_in_district
92617,47,Irvine,100
92618,40,Irvine,0.006957974
92618,47,Irvine,99.99304203
92620,47,Irvine,100
92624,49,Capistrano Beach,100
92625,47,Corona Del Mar,100
92626,46,Costa Mesa,0.025547804
92626,47,Costa Mesa,99.9744522
92627,47,Costa Mesa,100
92629,47,Dana Point,0
92629,49,Dana Point,100
92630,40,Lake Forest,100
92630,47,Lake Forest,0
92637,40,Laguna Woods,95.31285423
92637,47,Laguna Woods,4.687145772
92646,47,Huntington Beach,100
92647,45,Huntington Beach,0
92647,47,Huntington Beach,100
92648,47,Huntington Beach,100
92649,47,Huntington Beach,100
92651,40,Laguna Beach,0
92651,47,Laguna Beach,96.48904382
92651,49,Laguna Beach,3.510956175
92653,40,Laguna Hills,82.55810087
92653,47,Laguna Hills,17.44189913
92653,49,Laguna Hills,0
92655,45,Midway City,100
92656,40,Aliso Viejo,100
92656,47,Aliso Viejo,0
92656,49,Aliso Viejo,0
92657,47,Newport Coast,100
92660,47,Newport Beach,100
92661,47,Newport Beach,100
92662,47,Newport Beach,100
92663,47,Newport Beach,100
92672,49,San Clemente,100
92673,49,San Clemente,100
92675,40,San Juan Capistrano,0
92675,49,San Juan Capistrano,100
92676,40,Silverado,100
92676,47,Silverado,0
92677,40,Laguna Niguel,0
92677,47,Laguna Niguel,0
92677,49,Laguna Niguel,100
92678,40,Trabuco Canyon,100
92679,40,Trabuco Canyon,100
92683,45,Westminster,99.90323928
92683,47,Westminster,0.096760715
92688,40,Rancho Santa Margarita,86.58476549
92688,49,Rancho Santa Margarita,13.41523451
92691,40,Mission Viejo,100
92692,40,Mission Viejo,100
92694,49,Ladera Ranch,100
92697,47,Irvine,0
92701,46,Santa Ana,100
92703,45,Santa Ana,0.595845842
92703,46,Santa Ana,99.40415416
92704,45,Santa Ana,1.493221955
92704,46,Santa Ana,98.47418549
92704,47,Santa Ana,0.032592557
92705,40,Santa Ana,50.72328003
92705,46,Santa Ana,49.27671997
92706,46,Santa Ana,100
92707,46,Santa Ana,100
92707,47,Santa Ana,0
92708,45,Fountain Valley,100
92780,40,Tustin,100
92780,46,Tustin,0
92782,40,Tustin,100
92782,47,Tustin,0
92801,45,Anaheim,0
92801,46,Anaheim,100
92802,45,Anaheim,0.393663215
92802,46,Anaheim,99.60633678
92804,45,Anaheim,0.793014966
92804,46,Anaheim,99.20698503
92805,46,Anaheim,100
92806,40,Anaheim,8.049398509
92806,45,Anaheim,0
92806,46,Anaheim,91.95060149
92807,40,Anaheim,95.71850001
92807,45,Anaheim,0
92807,46,Anaheim,4.281499987
92808,40,Anaheim,100
92821,40,Brea,13.17043668
92821,45,Brea,86.82956332
92823,40,Brea,83.22795341
92823,45,Brea,16.77204659
92831,45,Fullerton,76.89266552
92831,46,Fullerton,23.10733448
92832,45,Fullerton,15.43935761
92832,46,Fullerton,84.56064239
92833,45,Fullerton,44.12525191
92833,46,Fullerton,55.87474809
92835,38,Fullerton,0
92835,45,Fullerton,100
92840,45,Garden Grove,100
92841,45,Garden Grove,88.88177798
92841,46,Garden Grove,11.11822202
92843,45,Garden Grove,100
92844,45,Garden Grove,100
92844,46,Garden Grove,0
92845,45,Garden Grove,100
92860,39,Norco,0.022747953
92860,41,Norco,99.97725205
92861,40,Villa Park,100
92865,40,Orange,32.99774678
92865,46,Orange,67.00225322
92866,40,Orange,74.61562598
92866,46,Orange,25.38437402
92867,40,Orange,91.29476707
92867,46,Orange,8.705232933
92868,45,Orange,1.231245622
92868,46,Orange,98.76875438
92869,40,Orange,100
92870,40,Placentia,0.020853476
92870,45,Placentia,99.97914652
92879,39,Corona,14.68577355
92879,41,Corona,85.31422645
92880,35,Corona,50.23153984
92880,40,Corona,3.459165395
92880,41,Corona,46.30929477
92881,41,Corona,100
92882,40,Corona,12.22935753
92882,41,Corona,87.77064247
92883,41,Corona,100
92886,40,Yorba Linda,98.7900242
92886,45,Yorba Linda,1.2099758
92887,40,Yorba Linda,100
93001,24,Ventura,93.45225789
93001,26,Ventura,6.547742107
93003,24,Ventura,99.93077258
93003,26,Ventura,0.069227422
93004,24,Ventura,87.02022416
93004,26,Ventura,12.97977584
93010,26,Camarillo,100
93012,26,Camarillo,100
93013,24,Carpinteria,99.99386465
93013,26,Carpinteria,0.006135346
93015,26,Fillmore,100
93021,26,Moorpark,100
93022,24,Oak View,100
93023,24,Ojai,88.29345178
93023,26,Ojai,11.70654822
93030,26,Oxnard,100
93033,26,Oxnard,100
93035,26,Oxnard,100
93036,26,Oxnard,100
93040,26,Piru,100
93041,26,Port Hueneme,100
93042,24,Point Mugu Nawc,0
93042,26,Point Mugu Nawc,100
93043,26,Port Hueneme Cbc Base,100
93060,24,Santa Paula,0.540476683
93060,26,Santa Paula,99.45952332
93063,26,Simi Valley,100
93064,26,Brandeis,100
93065,26,Simi Valley,100
93066,26,Somis,100
93067,24,Summerland,100
93101,24,Santa Barbara,100
93103,24,Santa Barbara,100
93105,24,Santa Barbara,100
93106,24,Santa Barbara,100
93108,24,Santa Barbara,100
93109,24,Santa Barbara,100
93110,24,Santa Barbara,100
93111,24,Santa Barbara,100
93117,24,Goleta,100
93201,22,Alpaugh,100
93202,22,Armona,100
93203,20,Arvin,0.861529576
93203,22,Arvin,99.13847042
93204,22,Avenal,100
93205,20,Bodfish,100
93206,20,Buttonwillow,1.391752577
93206,22,Buttonwillow,98.60824742
93207,20,California Hot Springs,100
93208,20,Camp Nelson,100
93210,13,Coalinga,99.53716162
93210,18,Coalinga,0.462838383
93212,22,Corcoran,100
93215,22,Delano,100
93218,22,Ducor,100
93219,22,Earlimart,100
93220,20,Edison,17.75700935
93220,22,Edison,82.24299065
93221,20,Exeter,3.607561235
93221,21,Exeter,96.39243876
93222,20,Pine Mountain Club,100
93223,21,Farmersville,100
93224,20,Fellows,100
93225,20,Frazier Park,93.82198953
93225,26,Frazier Park,6.178010471
93226,20,Glennville,100
93227,21,Goshen,100
93230,20,Hanford,33.23685903
93230,21,Hanford,0.030696369
93230,22,Hanford,66.7324446
93234,13,Huron,100
93235,21,Ivanhoe,100
93237,20,Kaweah,100
93238,20,Kernville,100
93239,22,Kettleman City,100
93240,20,Lake Isabella,100
93241,22,Lamont,100
93242,13,Laton,91.34396355
93242,20,Laton,8.656036446
93243,20,Lebec,93.57864358
93243,27,Lebec,6.421356421
93244,20,Lemon Cove,33.18777293
93244,21,Lemon Cove,66.81222707
93245,20,Lemoore,97.01143383
93245,22,Lemoore,2.988566172
93246,20,Lemoore,100
93247,20,Lindsay,13.3003844
93247,22,Lindsay,86.6996156
93249,22,Lost Hills,100
93250,22,Mc Farland,100
93251,20,Mc Kittrick,55.6
93251,22,Mc Kittrick,44.4
93252,20,Maricopa,81.45430287
93252,24,Maricopa,11.60773849
93252,26,Maricopa,6.937958639
93254,24,New Cuyama,100
93255,20,Onyx,100
93256,22,Pixley,100
93257,20,Porterville,2.684462542
93257,22,Porterville,97.31553746
93258,22,Porterville,100
93260,20,Posey,100
93261,22,Richgrove,100
93262,20,Sequoia National Park,100
93263,22,Shafter,100
93265,20,Springville,100
93266,22,Stratford,100
93267,20,Strathmore,3.726099036
93267,22,Strathmore,96.27390096
93268,20,Taft,100
93270,22,Terra Bella,100
93271,20,Three Rivers,100
93272,22,Tipton,100
93274,20,Tulare,24.6327698
93274,22,Tulare,75.3672302
93276,20,Tupman,100
93277,20,Visalia,93.39236033
93277,21,Visalia,6.515527483
93277,22,Visalia,0.092112189
93280,22,Wasco,100
93283,20,Weldon,100
93285,20,Wofford Heights,100
93286,20,Woodlake,8.032871084
93286,21,Woodlake,91.96712892
93287,20,Woody,91.85520362
93287,22,Woody,8.14479638
93291,20,Visalia,15.25897169
93291,21,Visalia,84.74102831
93292,20,Visalia,48.62406501
93292,21,Visalia,51.37593499
93301,20,Bakersfield,32.5251412
93301,22,Bakersfield,67.4748588
93304,20,Bakersfield,0.027538997
93304,22,Bakersfield,99.972461
93305,22,Bakersfield,100
93306,20,Bakersfield,21.22267933
93306,22,Bakersfield,78.77732067
93307,20,Bakersfield,0.049808689
93307,22,Bakersfield,99.95019131
93308,20,Bakersfield,89.00904759
93308,22,Bakersfield,10.99095241
93309,20,Bakersfield,35.34930172
93309,22,Bakersfield,64.65069828
93311,20,Bakersfield,100
93312,20,Bakersfield,100
93313,20,Bakersfield,16.86156167
93313,22,Bakersfield,83.13843833
93314,20,Bakersfield,94.20565752
93314,22,Bakersfield,5.794342485
93401,24,San Luis Obispo,100
93402,24,Los Osos,100
93405,24,San Luis Obispo,100
93407,24,San Luis Obispo,100
93408,24,San Luis Obispo,0
93409,24,San Luis Obispo,100
93410,24,San Luis Obispo,100
93420,24,Arroyo Grande,100
93422,19,Atascadero,93.95599407
93422,24,Atascadero,6.044005932
93424,24,Avila Beach,100
93426,18,Bradley,62.6984127
93426,19,Bradley,37.3015873
93427,24,Buellton,100
93428,19,Cambria,100
93429,24,Casmalia,100
93430,19,Cayucos,6.493506494
93430,24,Cayucos,93.50649351
93432,19,Creston,67.46166951
93432,24,Creston,32.53833049
93433,24,Grover Beach,100
93434,24,Guadalupe,100
93436,24,Lompoc,100
93437,24,Lompoc,100
93440,24,Los Alamos,100
93441,24,Los Olivos,100
93442,24,Morro Bay,100
93444,24,Nipomo,100
93445,24,Oceano,100
93446,19,Paso Robles,100
93449,24,Pismo Beach,100
93450,18,San Ardo,100
93451,18,San Miguel,12.13692946
93451,19,San Miguel,87.86307054
93452,19,San Simeon,100
93453,19,Santa Margarita,0.853858785
93453,24,Santa Margarita,99.14614122
93454,24,Santa Maria,100
93455,24,Santa Maria,100
93458,24,Santa Maria,100
93460,24,Santa Ynez,100
93461,19,Shandon,99.13506321
93461,22,Shandon,0.864936793
93463,24,Solvang,100
93465,19,Templeton,100
93465,24,Templeton,0
93501,20,Mojave,82.36313236
93501,23,Mojave,17.63686764
93505,23,California City,100
93510,27,Acton,99.88143855
93510,30,Acton,0.118561454
93512,3,Benton,100
93513,3,Big Pine,100
93514,3,Bishop,100
93516,20,Boron,0.094607379
93516,23,Boron,99.90539262
93517,3,Bridgeport,100
93518,20,Caliente,100
93519,20,Cantil,4.6875
93519,23,Cantil,95.3125
93522,3,Darwin,100
93523,20,Edwards,68.05344671
93523,23,Edwards,31.94655329
93524,20,Edwards,100
93526,3,Independence,100
93527,3,Inyokern,0.475161987
93527,20,Inyokern,99.52483801
93528,23,Johannesburg,100
93529,3,June Lake,100
93530,3,Keeler,100
93531,20,Keene,100
93532,27,Lake Hughes,100
93534,27,Lancaster,100
93535,23,Lancaster,9.122448234
93535,27,Lancaster,90.87755177
93536,20,Lancaster,0.037693685
93536,27,Lancaster,99.96230632
93541,3,Lee Vining,100
93543,23,Littlerock,0.714690065
93543,27,Littlerock,99.21454854
93543,28,Littlerock,0.070761393
93544,23,Llano,100
93544,28,Llano,0
93545,3,Lone Pine,100
93546,3,Mammoth Lakes,100
93549,3,Olancha,100
93550,27,Palmdale,99.96601076
93550,28,Palmdale,0.033989245
93550,30,Palmdale,0
93550,31,Palmdale,0
93551,27,Palmdale,100
93552,27,Palmdale,100
93553,23,Pearblossom,64.86205102
93553,27,Pearblossom,31.33784487
93553,28,Pearblossom,3.800104112
93554,20,Randsburg,0
93554,23,Randsburg,100
93555,20,Ridgecrest,99.38433404
93555,23,Ridgecrest,0.615665956
93558,23,Red Mountain,100
93560,20,Rosamond,99.6663732
93560,27,Rosamond,0.333626801
93561,20,Tehachapi,100
93562,23,Trona,100
93563,23,Valyermo,13.28671329
93563,28,Valyermo,86.71328671
93581,20,Tehachapi,100
93591,23,Palmdale,90.22818792
93591,27,Palmdale,9.771812081
93601,5,Ahwahnee,100
93602,5,Auberry,59.52380952
93602,20,Auberry,40.47619048
93603,20,Badger,100
93603,21,Badger,0
93604,5,Bass Lake,100
93605,5,Big Creek,100
93606,13,Biola,100
93608,13,Cantua Creek,100
93609,13,Caruthers,100
93610,5,Chowchilla,0.603545832
93610,13,Chowchilla,99.39645417
93611,5,Clovis,0.246593397
93611,20,Clovis,99.7534066
93612,20,Clovis,100
93614,5,Coarsegold,100
93615,21,Cutler,100
93616,20,Del Rey,0.494382022
93616,21,Del Rey,99.50561798
93618,21,Dinuba,100
93619,5,Clovis,1.435081548
93619,20,Clovis,98.56491845
93620,13,Dos Palos,100
93621,5,Dunlap,1.153846154
93621,20,Dunlap,98.84615385
93622,13,Firebaugh,100
93623,5,Fish Camp,100
93624,13,Five Points,100
93625,21,Fowler,100
93626,5,Friant,13.93058161
93626,20,Friant,86.06941839
93627,13,Helm,100
93628,5,Hume,100
93630,13,Kerman,100
93631,13,Kingsburg,0.706524966
93631,20,Kingsburg,3.823546874
93631,21,Kingsburg,95.46992816
93633,20,Kings Canyon National Pk,100
93634,5,Lakeshore,100
93635,13,Los Banos,100
93636,5,Madera,22.5935447
93636,13,Madera,77.4064553
93637,13,Madera,100
93638,5,Madera,0.55179431
93638,13,Madera,99.44820569
93640,13,Mendota,100
93641,5,Miramonte,32.36797274
93641,20,Miramonte,67.63202726
93643,5,North Fork,100
93644,5,Oakhurst,100
93645,5,O Neals,100
93646,20,Orange Cove,0.057186428
93646,21,Orange Cove,99.94281357
93647,20,Orosi,1.767926052
93647,21,Orosi,98.23207395
93648,21,Parlier,100
93650,5,Fresno,100
93651,20,Prather,100
93652,13,Raisin City,100
93653,5,Raymond,100
93654,20,Reedley,0.695623775
93654,21,Reedley,99.30437622
93656,13,Riverdale,93.89998452
93656,20,Riverdale,6.100015482
93657,20,Sanger,23.50523169
93657,21,Sanger,76.49476831
93660,13,San Joaquin,100
93662,13,Selma,2.170663547
93662,21,Selma,97.82933645
93664,5,Shaver Lake,100
93665,13,South Dos Palos,100
93666,21,Sultana,100
93667,5,Tollhouse,62.90322581
93667,20,Tollhouse,37.09677419
93668,13,Tranquillity,100
93669,5,Wishon,100
93670,21,Yettem,100
93673,21,Traver,100
93675,20,Squaw Valley,100
93701,21,Fresno,100
93702,21,Fresno,100
93703,21,Fresno,100
93704,5,Fresno,35.51954642
93704,21,Fresno,64.48045358
93705,5,Fresno,0.970491803
93705,21,Fresno,99.0295082
93706,13,Fresno,9.491028927
93706,21,Fresno,90.50897107
93710,5,Fresno,17.85480492
93710,20,Fresno,44.10840534
93710,21,Fresno,38.03678974
93711,5,Fresno,77.36999024
93711,21,Fresno,22.63000976
93720,5,Fresno,100
93721,21,Fresno,100
93722,5,Fresno,7.120782015
93722,21,Fresno,92.87921798
93723,13,Fresno,6.837251807
93723,21,Fresno,93.16274819
93725,13,Fresno,2.985245776
93725,20,Fresno,0.749178197
93725,21,Fresno,96.26557603
93726,20,Fresno,17.09861682
93726,21,Fresno,82.90138318
93727,20,Fresno,21.72282844
93727,21,Fresno,78.27717156
93728,21,Fresno,100
93730,5,Fresno,100
93737,20,Fresno,100
93740,20,Fresno,100
93741,21,Fresno,100
93901,18,Salinas,99.91919192
93901,19,Salinas,0.080808081
93905,18,Salinas,100
93906,18,Salinas,100
93907,18,Salinas,43.06240618
93907,19,Salinas,56.93759382
93908,18,Salinas,14.60418562
93908,19,Salinas,85.39581438
93920,19,Big Sur,100
93921,19,Carmel By The Sea,100
93923,19,Carmel,100
93924,18,Carmel Valley,1.34664851
93924,19,Carmel Valley,98.65335149
93925,18,Chualar,100
93926,18,Gonzales,100
93927,18,Greenfield,100
93928,18,Jolon,100
93930,18,King City,100
93932,18,Lockwood,100
93933,19,Marina,100
93940,19,Monterey,100
93943,19,Monterey,100
93944,19,Monterey,100
93950,19,Pacific Grove,100
93953,19,Pebble Beach,100
93954,18,San Lucas,100
93955,19,Seaside,100
93960,18,Soledad,100
93962,19,Spreckels,100
94002,15,Belmont,100
94005,15,Brisbane,100
94010,15,Burlingame,99.96821433
94010,16,Burlingame,0.031785674
94014,15,Daly City,100
94015,15,Daly City,100
94018,16,El Granada,100
94019,16,Half Moon Bay,100
94020,16,La Honda,100
94021,16,Loma Mar,100
94022,16,Los Altos,100
94024,16,Los Altos,97.95383227
94024,17,Los Altos,2.046167734
94025,15,Menlo Park,33.2412523
94025,16,Menlo Park,66.7587477
94027,15,Atherton,2.72352132
94027,16,Atherton,97.27647868
94028,16,Portola Valley,100
94030,15,Millbrae,100
94037,16,Montara,100
94038,16,Moss Beach,100
94040,16,Mountain View,100
94041,16,Mountain View,100
94043,16,Mountain View,100
94043,17,Mountain View,0
94044,15,Pacifica,0
94044,16,Pacifica,100
94060,16,Pescadero,100
94061,15,Redwood City,90.72035745
94061,16,Redwood City,9.279642546
94062,15,Redwood City,72.7340852
94062,16,Redwood City,27.2659148
94063,15,Redwood City,100
94063,16,Redwood City,0
94065,15,Redwood City,100
94066,15,San Bruno,100
94070,15,San Carlos,100
94070,16,San Carlos,0
94074,16,San Gregorio,100
94080,15,South San Francisco,100
94085,16,Sunnyvale,0
94085,17,Sunnyvale,100
94086,17,Sunnyvale,100
94087,17,Sunnyvale,100
94089,17,Sunnyvale,100
94102,11,San Francisco,100
94103,11,San Francisco,100
94104,11,San Francisco,100
94105,11,San Francisco,100
94107,11,San Francisco,100
94108,11,San Francisco,100
94109,11,San Francisco,100
94110,11,San Francisco,100
94111,11,San Francisco,100
94112,11,San Francisco,13.3910785
94112,15,San Francisco,86.6089215
94114,11,San Francisco,100
94115,11,San Francisco,100
94116,11,San Francisco,100
94117,11,San Francisco,100
94118,11,San Francisco,100
94121,11,San Francisco,100
94122,11,San Francisco,100
94123,11,San Francisco,100
94124,11,San Francisco,100
94124,15,San Francisco,0
94127,11,San Francisco,100
94128,15,San Francisco,100
94129,11,San Francisco,100
94130,11,San Francisco,100
94131,11,San Francisco,100
94132,11,San Francisco,79.47552574
94132,15,San Francisco,20.52447426
94133,11,San Francisco,100
94134,11,San Francisco,3.129871687
94134,15,San Francisco,96.87012831
94158,11,San Francisco,100
94188,11,San Francisco,100
94301,16,Palo Alto,100
94303,15,Palo Alto,62.25844535
94303,16,Palo Alto,37.74155465
94304,16,Palo Alto,100
94305,16,Stanford,100
94306,16,Palo Alto,100
94401,15,San Mateo,100
94402,15,San Mateo,100
94402,16,San Mateo,0
94403,15,San Mateo,100
94404,15,San Mateo,100
94501,12,Alameda,100
94502,12,Alameda,100
94503,4,American Canyon,99.6510943
94503,8,American Canyon,0.348905705
94505,9,Discovery Bay,99.44966008
94505,10,Discovery Bay,0.103593396
94505,14,Discovery Bay,0.44674652
94506,10,Danville,100
94507,10,Alamo,100
94508,4,Angwin,100
94509,8,Antioch,90.06592212
94509,10,Antioch,9.934077877
94510,8,Benicia,100
94511,10,Bethel Island,100
94512,4,Birds Landing,100
94512,8,Birds Landing,0
94513,9,Brentwood,1.716770039
94513,10,Brentwood,98.28322996
94514,9,Byron,88.06089744
94514,10,Byron,7.051282051
94514,14,Byron,4.887820513
94515,2,Calistoga,6.218905473
94515,4,Calistoga,93.78109453
94516,10,Canyon,100
94517,10,Clayton,100
94518,10,Concord,100
94519,10,Concord,100
94520,8,Concord,0
94520,10,Concord,100
94521,10,Concord,100
94523,10,Pleasant Hill,100
94525,8,Crockett,100
94526,10,Danville,100
94528,10,Diablo,100
94530,8,El Cerrito,100
94531,10,Antioch,100
94533,4,Fairfield,0.007753942
94533,8,Fairfield,99.99224606
94534,4,Fairfield,0.075657273
94534,8,Fairfield,99.92434273
94535,8,Travis Afb,100
94536,14,Fremont,100
94536,17,Fremont,0
94538,14,Fremont,60.40738287
94538,17,Fremont,39.59261713
94539,14,Fremont,36.08817977
94539,17,Fremont,63.91182023
94541,14,Hayward,100
94542,14,Hayward,100
94544,14,Hayward,100
94545,14,Hayward,100
94546,14,Castro Valley,100
94547,8,Hercules,100
94548,10,Knightsen,100
94549,10,Lafayette,100
94550,14,Livermore,99.76180468
94550,18,Livermore,0.23819532
94551,10,Livermore,0.616978046
94551,14,Livermore,99.38302195
94552,14,Castro Valley,100
94553,8,Martinez,12.45879894
94553,10,Martinez,87.54120106
94555,14,Fremont,99.97560116
94555,17,Fremont,0.02439884
94556,10,Moraga,100
94558,4,Napa,100
94559,4,Napa,100
94560,17,Newark,100
94561,8,Oakley,0
94561,10,Oakley,100
94562,4,Oakville,100
94563,8,Orinda,0.087197374
94563,10,Orinda,99.91280263
94564,8,Pinole,100
94565,8,Pittsburg,99.97707816
94565,10,Pittsburg,0.022921837
94566,14,Pleasanton,100
94567,4,Pope Valley,100
94568,10,Dublin,77.17178675
94568,14,Dublin,22.82821325
94569,8,Port Costa,100
94571,4,Rio Vista,97.99789252
94571,7,Rio Vista,2.002107482
94572,8,Rodeo,100
94573,4,Rutherford,100
94574,2,Saint Helena,0.204400625
94574,4,Saint Helena,99.79559937
94575,10,Moraga,100
94576,4,Deer Park,100
94577,12,San Leandro,94.74093476
94577,14,San Leandro,5.259065237
94578,12,San Leandro,29.57980321
94578,14,San Leandro,70.42019679
94579,12,San Leandro,56.89331931
94579,14,San Leandro,43.10668069
94580,14,San Lorenzo,100
94582,10,San Ramon,100
94583,10,San Ramon,100
94585,4,Suisun City,0.480446177
94585,8,Suisun City,99.51955382
94586,14,Sunol,100
94587,14,Union City,100
94588,10,Pleasanton,1.307764163
94588,14,Pleasanton,98.69223584
94589,8,Vallejo,100
94590,8,Vallejo,100
94591,4,Vallejo,0.001776041
94591,8,Vallejo,99.99822396
94592,8,Vallejo,100
94595,10,Walnut Creek,100
94596,10,Walnut Creek,100
94597,10,Walnut Creek,100
94598,10,Walnut Creek,100
94599,4,Yountville,100
94601,12,Oakland,100
94602,12,Oakland,100
94602,14,Oakland,0
94603,12,Oakland,100
94605,12,Oakland,100
94606,12,Oakland,100
94607,12,Oakland,100
94608,12,Emeryville,100
94609,12,Oakland,100
94610,12,Oakland,100
94611,10,Oakland,0.042223436
94611,12,Oakland,99.95777656
94612,12,Oakland,100
94613,12,Oakland,100
94618,12,Oakland,100
94619,10,Oakland,0
94619,12,Oakland,99.81501588
94619,14,Oakland,0.184984115
94621,12,Oakland,100
94702,12,Berkeley,100
94703,12,Berkeley,100
94704,12,Berkeley,100
94705,12,Berkeley,100
94706,8,Albany,0.132487934
94706,12,Albany,99.86751207
94707,8,Berkeley,24.60683828
94707,12,Berkeley,75.39316172
94708,8,Berkeley,19.51873972
94708,12,Berkeley,80.48126028
94709,12,Berkeley,100
94710,12,Berkeley,100
94720,12,Berkeley,100
94801,8,Richmond,100
94803,8,El Sobrante,100
94804,8,Richmond,100
94805,8,Richmond,100
94806,8,San Pablo,100
94901,2,San Rafael,100
94903,2,San Rafael,100
94904,2,Greenbrae,100
94920,2,Belvedere Tiburon,100
94922,2,Bodega,100
94923,2,Bodega Bay,100
94924,2,Bolinas,100
94925,2,Corte Madera,100
94928,4,Rohnert Park,100
94929,2,Dillon Beach,100
94930,2,Fairfax,100
94931,2,Cotati,2.379646891
94931,4,Cotati,97.62035311
94933,2,Forest Knolls,100
94937,2,Inverness,100
94938,2,Lagunitas,100
94939,2,Larkspur,100
94940,2,Marshall,100
94941,2,Mill Valley,100
94945,2,Novato,100
94946,2,Nicasio,100
94947,2,Novato,100
94949,2,Novato,100
94950,2,Olema,100
94951,2,Penngrove,0.479386385
94951,4,Penngrove,99.52061361
94952,2,Petaluma,99.70849817
94952,4,Petaluma,0.291501829
94954,2,Petaluma,97.91128169
94954,4,Petaluma,2.08871831
94956,2,Point Reyes Station,100
94957,2,Ross,100
94960,2,San Anselmo,100
94963,2,San Geronimo,100
94964,2,San Quentin,100
94965,2,Sausalito,100
94970,2,Stinson Beach,100
94971,2,Tomales,100
94972,2,Valley Ford,100
94973,2,Woodacre,100
95002,17,Alviso,100
95003,19,Aptos,100
95004,18,Aromas,100
95005,19,Ben Lomond,100
95006,19,Boulder Creek,100
95007,19,Brookdale,100
95008,16,Campbell,100
95010,19,Capitola,100
95012,18,Castroville,73.418789
95012,19,Castroville,26.581211
95013,18,Coyote,11.11111111
95013,19,Coyote,88.88888889
95014,16,Cupertino,0.589598147
95014,17,Cupertino,99.41040185
95017,19,Davenport,100
95018,19,Felton,100
95019,18,Freedom,100
95020,18,Gilroy,97.97914525
95020,19,Gilroy,2.020854751
95023,18,Hollister,100
95030,16,Los Gatos,100
95032,16,Los Gatos,99.80077555
95032,19,Los Gatos,0.199224448
95033,16,Los Gatos,38.03450078
95033,19,Los Gatos,61.96549922
95035,17,Milpitas,99.99129786
95035,18,Milpitas,0.008702138
95037,18,Morgan Hill,91.31686933
95037,19,Morgan Hill,8.68313067
95039,19,Moss Landing,100
95041,19,Mount Hermon,100
95043,18,Paicines,100
95045,18,San Juan Bautista,100
95046,18,San Martin,98.17638736
95046,19,San Martin,1.82361264
95050,17,Santa Clara,100
95051,17,Santa Clara,100
95053,17,Santa Clara,100
95054,17,Santa Clara,100
95060,19,Santa Cruz,100
95062,19,Santa Cruz,100
95064,19,Santa Cruz,100
95065,19,Santa Cruz,100
95066,19,Scotts Valley,100
95070,16,Saratoga,100
95070,17,Saratoga,0
95073,19,Soquel,100
95075,18,Tres Pinos,100
95076,18,Watsonville,84.57830469
95076,19,Watsonville,15.42169531
95110,16,San Jose,0.102464016
95110,17,San Jose,9.172969017
95110,18,San Jose,90.72456697
95111,16,San Jose,57.64197184
95111,19,San Jose,42.35802816
95112,16,San Jose,6.616848273
95112,17,San Jose,8.759917042
95112,18,San Jose,84.62323468
95113,18,San Jose,100
95116,17,San Jose,0.189371754
95116,18,San Jose,99.81062825
95117,16,San Jose,19.75976375
95117,17,San Jose,80.24023625
95118,16,San Jose,99.84128922
95118,19,San Jose,0.15871078
95119,19,San Jose,100
95120,16,San Jose,6.183980595
95120,19,San Jose,93.8160194
95121,16,San Jose,60.54933659
95121,19,San Jose,39.45066341
95122,16,San Jose,48.08531893
95122,18,San Jose,51.91468107
95122,19,San Jose,0
95123,16,San Jose,0
95123,19,San Jose,100
95124,16,San Jose,100
95125,16,San Jose,92.0037037
95125,18,San Jose,7.996296296
95126,16,San Jose,26.19875843
95126,17,San Jose,25.32109601
95126,18,San Jose,48.48014556
95127,17,San Jose,14.36571554
95127,18,San Jose,85.63428446
95128,16,San Jose,61.89613527
95128,17,San Jose,19.23452956
95128,18,San Jose,18.86933517
95129,16,San Jose,23.37454267
95129,17,San Jose,76.62545733
95130,16,San Jose,88.82508834
95130,17,San Jose,11.17491166
95131,17,San Jose,100
95132,17,San Jose,99.78973928
95132,18,San Jose,0.210260723
95133,17,San Jose,100
95134,17,San Jose,100
95135,18,San Jose,0.607697502
95135,19,San Jose,99.3923025
95136,16,San Jose,27.97198234
95136,19,San Jose,72.02801766
95138,18,San Jose,0.532514081
95138,19,San Jose,99.46748592
95139,19,San Jose,100
95140,18,Mount Hamilton,100
95148,18,San Jose,8.094895131
95148,19,San Jose,91.90510487
95202,9,Stockton,100
95203,9,Stockton,100
95204,9,Stockton,100
95205,9,Stockton,100
95206,9,Stockton,100
95207,9,Stockton,100
95209,9,Stockton,100
95210,9,Stockton,100
95211,9,Stockton,100
95212,9,Stockton,100
95215,9,Stockton,100
95219,9,Stockton,99.80606968
95219,10,Stockton,0.193930321
95220,9,Acampo,100
95221,5,Altaville,100
95222,5,Angels Camp,100
95223,3,Arnold,3.382716049
95223,5,Arnold,96.61728395
95224,5,Avery,100
95225,5,Burson,100
95226,5,Campo Seco,100
95227,9,Clements,100
95228,5,Copperopolis,100
95230,5,Farmington,14.88549618
95230,9,Farmington,85.11450382
95231,9,French Camp,99.37603993
95231,13,French Camp,0.623960067
95232,5,Glencoe,100
95233,5,Hathaway Pines,100
95236,5,Linden,2.457551385
95236,9,Linden,97.54244861
95237,9,Lockeford,100
95240,9,Lodi,100
95242,9,Lodi,100
95245,5,Mokelumne Hill,100
95246,5,Mountain Ranch,100
95247,5,Murphys,100
95248,5,Rail Road Flat,100
95249,5,San Andreas,100
95251,5,Vallecito,100
